Report Type,Program,Activity,Latitude,Longitude,Activity Date,Submission Date,Start Time,End Time,Length hours,Length minutes,Journal Entry,Medical Consults,Nurse Practitioner Consults,Nursing/Paramedic Consults,Conversations about health education,Allied Health,Referrals (Formal and informal),Patient Conversations,Service provider conversations,Mental health,Suicide prevention/planning,Substance use,Medication education,Patients turned away,Telehealth consults that happened at Clinic,Patient Feedback Received ,Service Provider Feedback Received ,Complete debrief,Complete all progress notes,Enter all doctor and nurse practitioner appointments,Wipe down clinic area,Shift Safety
Default,Sunshine Coast,Maroochy Neighbourhood Centre,-26.6569507,153.0987594,2/11/2021,2/11/2021,4:30 PM,6:15 PM,1:45,105,,1,0,3,3,3,1,19,7,4,0,1,2,0,0,None,None,Yes,Yes,Yes,Yes,5
Default,Sunshine Coast,Maroochy Neighbourhood Centre,-26.6569507,153.0987594,2/16/2021,2/16/2021,4:30 PM,7:00 PM,2:30,150,Busy shift towards end ,0,0,3,0,0,2,15,8,2,1,0,0,0,0,Erin says we are lovely ladies.,,Yes,Yes,Yes,Yes,5
Default,Sunshine Coast,Maroochy Neighbourhood Centre,-26.6569507,153.0987594,2/18/2021,2/18/2021,4:00 PM,6:30 PM,2:30,150,Some new faces observed,1,0,2,3,0,4,10,4,3,1,0,1,0,0,0,0,Yes,Yes,No,No,5
Default,Sunshine Coast,Maroochy Neighbourhood Centre,-26.6569507,153.0987594,2/23/2021,2/23/2021,4:30 PM,6:30 PM,2:00,120,,0,0,5,6,0,3,15,3,2,1,1,2,0,0,0,0,Yes,Yes,Yes,Yes,5
Default,Sunshine Coast,Maroochy Neighbourhood Centre,-26.6569507,153.0987594,2/25/2021,2/25/2021,4:30 PM,6:30 PM,2:00,120,Great night,3,0,2,1,6,2,20,3,3,0,4,1,0,0,We are awesome ,0,Yes,Yes,Yes,Yes,5
Default,Sunshine Coast,Maroochy Neighbourhood Centre,-26.6569507,153.0987594,3/2/2021,3/2/2021,4:30 PM,6:30 PM,2:00,120,"Great, lots of conversations",0,0,11,11,8,2,23,4,3,0,1,2,0,0,Love us,0,Yes,Yes,Yes,Yes,5
Default,Sunshine Coast,Maroochy Neighbourhood Centre,-26.6569507,153.0987594,3/4/2021,3/4/2021,4:30 PM,6:30 PM,2:00,120,There was exposed needles in the silver doctorâ€™s box! We have put the in a sharps container but donâ€™t know how they got there. ,4,0,0,11,3,1,15,3,4,1,3,1,0,0,None,,Yes,Yes,No,No,4
Default,Sunshine Coast,Maroochy Neighbourhood Centre,-26.6569507,153.0987594,3/9/2021,3/9/2021,4:30 PM,6:30 PM,2:00,120,,0,0,6,12,2,1,18,4,1,0,0,2,0,0,Thankyou! ,Great job ,Yes,Yes,Yes,Yes,5
Default,Sunshine Coast,Maroochy Neighbourhood Centre,-26.6569507,153.0987594,3/11/2021,3/11/2021,4:30 PM,6:29 PM,1:59,119,The young volunteers were wonderful ,0,0,3,6,0,0,24,0,3,2,1,2,0,0,Nil,Nil,Yes,Yes,Yes,Yes,5
Default,Sunshine Coast,Maroochy Neighbourhood Centre,-26.6569507,153.0987594,3/16/2021,3/16/2021,4:30 PM,6:00 PM,1:30,90,,0,0,2,15,3,0,18,11,2,0,0,0,0,0,0,Great having us,Yes,Yes,Yes,Yes,5
Default,Sunshine Coast,Maroochy Neighbourhood Centre,-26.6569507,153.0987594,3/18/2021,3/19/2021,4:15 PM,6:30 PM,2:15,135,Rowan and Flynn awesome! A great clinic.,2,0,7,9,3,2,34,6,9,1,0,3,0,0,We are all wonderful - Erin.,0,Yes,Yes,No,No,5
Default,Sunshine Coast,Maroochy Neighbourhood Centre,-26.6569507,153.0987594,3/23/2021,3/23/2021,4:30 PM,6:30 PM,2:00,120,,0,0,0,5,10,0,26,5,5,0,0,0,0,0,Thank you very much,None,Yes,Yes,Yes,Yes,5
Default,Sunshine Coast,Maroochy Neighbourhood Centre,-26.6569507,153.0987594,3/25/2021,3/26/2021,4:00 PM,6:30 PM,2:30,150,"3 Long consults - all Mental Health related. So thankful to have Emily, Kim, Flynn and Rowan having meaningful chats with our patients. Lots of mental health issues in the community. 2 patients very upset that they did not get their scripts.",0,0,3,7,0,1,34,4,5,0,0,2,0,0,2 patients very upset that they did not get their scripts sent to pharmacy.,"2 expressed frustration and stress with some patients, and very thankful for our service",Yes,Yes,No,No,5
Default,Sunshine Coast,Maroochy Neighbourhood Centre,-26.6569507,153.0987594,3/30/2021,3/30/2021,4:30 PM,6:30 PM,2:00,120,,0,0,2,1,2,0,17,3,1,0,0,0,0,0,0,Great job,Yes,Yes,Yes,Yes,5
Default,Sunshine Coast,Maroochy Neighbourhood Centre,-26.6569507,153.0987594,4/8/2021,4/8/2021,4:30 PM,6:30 PM,2:00,120,,0,0,0,0,3,0,22,20,2,0,2,0,0,0,Great work ,Love our work,Yes,Yes,Yes,Yes,5
Default,Sunshine Coast,Maroochy Neighbourhood Centre,-26.6569507,153.0987594,4/13/2021,4/13/2021,4:30 PM,6:30 PM,2:00,120,Everything went well and all members of the team feel happy ,0,0,2,2,4,1,20,4,1,0,0,0,0,0,"Great work, awesome team",We are sensational,Yes,Yes,Yes,Yes,5
Default,Sunshine Coast,Maroochy Neighbourhood Centre,-26.6569507,153.0987594,4/15/2021,4/15/2021,4:30 PM,6:30 PM,2:00,120,,3,0,5,2,6,2,38,16,1,0,3,0,0,0,Great work,Amazing work,Yes,Yes,Yes,Yes,5
Default,Sunshine Coast,Maroochy Neighbourhood Centre,-26.6569507,153.0987594,4/20/2021,4/20/2021,4:30 PM,6:30 PM,2:00,120,,0,0,4,0,4,0,32,15,1,0,0,1,0,0,Great work,Love our work ,Yes,Yes,Yes,Yes,5
Default,Sunshine Coast,Maroochy Neighbourhood Centre,-26.6569507,153.0987594,4/22/2021,4/22/2021,4:30 PM,6:30 PM,2:00,120,,0,0,1,0,2,1,52,25,4,1,0,2,0,0,Love us,Thankful for us,Yes,Yes,Yes,Yes,5
Default,Sunshine Coast,Maroochy Neighbourhood Centre,-26.6569507,153.0987594,4/27/2021,4/27/2021,4:30 PM,6:30 PM,2:00,120,,0,0,4,0,2,0,34,12,0,0,0,1,0,0,Great work,Thankyou,Yes,Yes,Yes,Yes,5
Default,Sunshine Coast,Maroochydore Neighbourhood Centre Community Event ,-26.6569507,153.0987594,8/7/2020,8/8/2020,4:00 PM,7:01 PM,3:01,181,"Lauren (Student), majoring in medical communications, felt a little overwhelmed as she did not know what to expect, and felt that people did not engage with her and felt that it was due to her age - we explained the complexity of our patients, and their trust issues with new volunteers. She had a really good chat with Eldon. I encouraged her to do another shift so that she can see how we normally run a clinic.",0,0,3,26,2,4,60,20,13,2,13,3,0,0,One person - happy to see SS girls! One patient  happy to see SS nurses., thanking SS for committment and being part of the community event.,Yes,Yes,No,Yes,5
Default,Sunshine Coast,Nambour Caravan Park,-26.588292,152.9657373,8/14/2019,8/14/2019,8:00 AM,11:30 AM,3:30,210,no nursing support,8,0,0,0,0,4,5,0,0,0,0,0,0,0,,,Yes,Yes,Yes,No,4
Default,Sunshine Coast,Nambour Caravan Park,-26.588292,152.9657373,8/28/2019,8/28/2019,7:55 AM,10:22 AM,2:27,147,Thriving Families not present. Tense environment with escalating behaviour on periphery of clinic. Frustrating to observe and support people through the social system.,6,0,6,0,0,5,4,0,0,0,0,0,0,0,,,Yes,No,Yes,Yes,3
Default,Sunshine Coast,Nambour Caravan Park,-26.588292,152.9657373,9/11/2019,9/11/2019,8:00 AM,9:43 AM,1:43,103,One Pt described our SW student as Santa Claus and everyday is Christmas because of his help! Really great engagement! Thriving Families will continue the SS support ,0,0,5,0,0,12,11,0,0,0,0,0,0,0,,,No,No,No,Yes,5
Default,Sunshine Coast,Nambour Caravan Park,-26.588292,152.9657373,9/25/2019,9/25/2019,8:00 AM,9:56 AM,1:56,116,Gifted incontinence underwear to a person experiencing lack of dignity. Busy! ,0,0,7,0,0,4,18,0,0,0,0,0,0,0,,,Yes,Yes,No,Yes,5
Default,Sunshine Coast,Nambour Caravan Park,-26.588292,152.9657373,10/9/2019,10/22/2019,8:30 AM,10:00 AM,1:30,90,No space to leave a nursing kit. Good clinic! ,0,0,7,0,0,7,15,0,0,0,0,0,0,0,,,Yes,Yes,No,Yes,5
Default,Sunshine Coast,Nambour Caravan Park,-26.588292,152.9657373,10/23/2019,10/23/2019,8:00 AM,9:24 AM,1:24,84,Compliment received from Thriving Families re great link in to another Dr. Decision with Jonathan from families to remove waiting list and SS to function like every other informal clinic with no appointment list. Supplies from QuIHN and possible drug education collab. ,0,0,1,0,0,3,23,0,0,0,0,0,0,0,,,No,Yes,No,Yes,5
Default,Sunshine Coast,Nambour Caravan Park,-26.588292,152.9657373,11/6/2019,11/6/2019,8:00 AM,9:00 AM,1:00,60,,0,0,0,0,0,0,4,0,0,0,0,0,0,0,,,No,No,No,No,5
Default,Sunshine Coast,Nambour Caravan Park,-26.588292,152.9657373,11/20/2019,11/21/2019,11:00 AM,1:30 PM,2:30,150,Great Day. Lots of Stakeholder Convo's and gave a bunch of our 'its cool to be kind;' bags. ,0,0,8,0,0,0,10,12,4,1,8,9,0,0,,,No,Yes,No,No,5
Default,Sunshine Coast,Nambour Caravan Park,-26.588292,152.9657373,1/15/2020,1/16/2020,8:00 AM,10:00 AM,2:00,120,"Require thermometer and dressings
Youngest patient 18mths old.
Great engagement at clinic! ",0,0,7,0,0,5,13,2,7,0,2,4,0,0,,,Yes,Yes,No,Yes,5
Default,Sunshine Coast,Nambour Caravan Park,-26.588292,152.9657373,2/12/2020,5/25/2020,8:01 AM,9:16 AM,1:15,75,,0,0,4,4,0,1,2,0,4,0,2,3,0,0,Nil,Nil,Yes,Yes,Yes,Yes,5
Default,Sunshine Coast,Nambour Caravan Park,-26.588292,152.9657373,2/26/2020,5/25/2020,8:00 AM,9:29 AM,1:29,89,,0,0,5,5,0,1,3,0,5,0,3,3,0,0,Nul,0,Yes,Yes,Yes,Yes,5
Default,Sunshine Coast,Nambour Caravan Park,-26.588292,152.9657373,3/11/2020,5/25/2020,8:00 AM,9:29 AM,1:29,89,,0,0,7,8,0,5,3,1,10,0,5,7,0,0,Patients smiling and happy to see sunny street nurse. ,0,Yes,Yes,Yes,Yes,5
Default,Sunshine Coast,Nambour Caravan Park,-26.588292,152.9657373,3/25/2020,3/25/2020,8:00 AM,9:30 AM,1:30,90,"quiet morning, was good ",3,0,0,2,0,0,8,0,2,0,0,0,0,0,,,No,Yes,No,Yes,5
Default,Sunshine Coast,Nambour Caravan Park,-26.588292,152.9657373,4/8/2020,4/8/2020,8:01 AM,9:45 AM,1:44,104,"Need gloves. And sanitizer.
Visited a chap in a shipping container ",3,0,3,12,0,0,9,1,11,0,2,1,0,0,,,Yes,Yes,Yes,Yes,5
Default,Sunshine Coast,Nambour Caravan Park,-26.588292,152.9657373,4/22/2020,5/25/2020,8:01 AM,10:01 AM,2:00,120,Busy clinic ! ,0,0,8,10,0,3,6,1,8,0,3,5,0,0,Patient grateful for ss paying for medication she can't afford.,0,Yes,Yes,Yes,Yes,5
Default,Sunshine Coast,Nambour Caravan Park,-26.588292,152.9657373,5/6/2020,5/21/2020,8:01 AM,10:00 AM,1:59,119,"Busy flu clinic. Research surveys completed. Wonderful, wonderful morning! ",18,0,16,40,0,10,8,2,24,3,9,20,0,0,Patients happy to receive fluvax where they live at no cost. Many stated they have not or can't afford the fluvax. Very busy clinic! ,Thriving Families said thanks for reaching out to the caravan park community and that people quite often deteriorate without Sunny Street ,Yes,Yes,Yes,Yes,5
Default,Sunshine Coast,Nambour Caravan Park,-26.588292,152.9657373,5/20/2020,5/21/2020,8:01 AM,10:34 AM,2:33,153,"Fantastic clinic! Music, coffee, food, lots of patients lots of conversation! ",11,0,14,50,0,10,25,3,24,3,10,11,0,0,Patients grateful for Sunny Street or they wouldn't have seen a Dr or had their BP checked by the nurse,Thriving Families grateful for the work Sunny Street does. ,Yes,Yes,Yes,Yes,5
Default,Sunshine Coast,Nambour Caravan Park,-26.588292,152.9657373,6/3/2020,6/24/2020,8:00 AM,10:29 AM,2:29,149,Verbal.and physical fight between 2 female residents over drugs. Both asked to leave. Follow up provided for both patients. Explained no violence policy. Police present. Rn Goodwin' s information provided. Another community member climbed the roof rafters. Told to get down.and person did same calmly - had loud music playing  - told to turn same off as agitating residents. Situation calmed down post this.,12,0,16,30,0,21,8,2,33,2,30,28,0,0,Nil,Nil,Yes,Yes,Yes,Yes,3
Default,Sunshine Coast,Nambour Caravan Park,-26.588292,152.9657373,6/17/2020,6/24/2020,8:02 AM,10:42 AM,2:40,160,Noticing some people deteriorating with increased drug use.,10,0,15,30,0,20,7,2,27,1,20,27,0,0,Female patient apologised for fighting with another person last week. Said she was grateful for SS booking an urgent appointment with her GP. Did a COVID test on a patient who presented as unwell.  ,Thriving families happy we will see someone living in a shipping container. ,Yes,Yes,Yes,Yes,5
Default,Sunshine Coast,Nambour Caravan Park,-26.588292,152.9657373,7/1/2020,12/15/2020,9:00 AM,11:00 AM,2:00,120,,0,0,0,3,0,1,5,1,1,1,1,1,0,0,0,0,Yes,Yes,Yes,Yes,5
Default,Sunshine Coast,Nambour Caravan Park,-26.588292,152.9657373,7/15/2020,7/21/2020,8:01 AM,10:00 AM,1:59,119,,10,0,10,22,0,15,5,2,20,0,15,20,0,0,Patients grateful sunny street provides outreach and easy access to health professionals. ,Thriving families stated they were grateful we provide outreach. ,Yes,Yes,Yes,Yes,5
Default,Sunshine Coast,Nambour Caravan Park,-26.588292,152.9657373,7/29/2020,12/15/2020,9:00 AM,12:30 PM,3:30,210,,5,7,0,8,0,2,8,1,2,2,2,2,2,0,0,0,Yes,Yes,Yes,Yes,5
Default,Sunshine Coast,Nambour Caravan Park,-26.588292,152.9657373,8/12/2020,12/15/2020,9:00 AM,11:00 AM,2:00,120,,4,3,2,8,0,2,4,3,4,6,7,2,3,0,0,0,Yes,Yes,Yes,Yes,5
Default,Sunshine Coast,Nambour Caravan Park,-26.588292,152.9657373,8/26/2020,10/14/2020,8:00 AM,9:00 AM,1:00,60,,0,0,0,0,0,0,7,2,0,0,0,1,0,0,0,,No,No,No,No,5
Default,Sunshine Coast,Nambour Caravan Park,-26.588292,152.9657373,9/9/2020,10/14/2020,8:00 AM,11:00 AM,3:00,180,,13,0,7,5,0,6,6,2,10,8,15,2,0,0,great,,No,No,No,No,5
Default,Sunshine Coast,Nambour Caravan Park,-26.588292,152.9657373,9/23/2020,9/23/2020,9:00 AM,11:30 AM,2:30,150,"Tash did her cooking demo, was really great! 
NCP desperately needs a dongle.",8,0,10,15,10,2,0,-7,16,1,4,2,5,0,none,none,Yes,Yes,Yes,Yes,5
Default,Sunshine Coast,Nambour Caravan Park,-26.588292,152.9657373,10/7/2020,10/7/2020,9:00 AM,12:00 PM,3:00,180,"Arrived to clinic and greeted by 15 people waving, clapping and yelling out happily. People engaged. 2 new patients. ",13,0,18,30,0,17,4,4,32,1,10,25,0,0,0,0,Yes,Yes,Yes,Yes,5
Default,Sunshine Coast,Nambour Caravan Park,-26.588292,152.9657373,11/4/2020,12/15/2020,9:00 AM,11:30 AM,2:30,150,,13,0,20,19,0,9,9,4,10,2,19,2,0,0,0,0,Yes,Yes,Yes,Yes,5
Default,Sunshine Coast,Nambour Caravan Park,-26.588292,152.9657373,11/18/2020,12/15/2020,9:00 AM,1:00 PM,4:00,240,,14,0,20,8,0,6,10,3,17,10,5,4,3,0,0,0,Yes,Yes,Yes,Yes,5
Default,Sunshine Coast,Nambour Caravan Park,-26.588292,152.9657373,12/2/2020,12/2/2020,9:00 AM,12:10 PM,3:10,190,"Busy morning, 15 seen, a few extra possibles but didn't stay when saw extended  waiting list.
The Hatted Chef team brought some food for distribution (some filming done with approval of those involved)",15,0,0,5,0,2,30,6,15,0,2,2,0,0,0,O,Yes,Yes,Yes,Yes,5
Default,Sunshine Coast,Nambour Caravan Park,-26.588292,152.9657373,2/25/2021,2/25/2021,9:00 AM,11:30 AM,2:30,150,Shift start with 000 call for fallen patient with sezier. New volunteer super super excited and keen. Very rewarding clinic.,12,0,20,6,3,13,18,4,15,1,4,3,1,0,"We love you, multiple ",We are great ,Yes,Yes,Yes,Yes,5
Default,Brisbane,Red Cross Night Cafe,-27.4666138,153.0251823,7/28/2020,7/28/2020,6:28 PM,8:19 PM,1:51,111,"Amazing Simone, awesome nurse",0,0,1,1,0,0,3,7,1,1,0,0,0,0,0,0,Yes,Yes,Yes,Yes,5
Default,Brisbane,Red Cross Night Cafe,-27.4666138,153.0251823,7/30/2020,7/30/2020,6:15 PM,8:29 PM,2:14,134,Quiet night. Everyone  happy to be back open again,0,0,2,6,0,2,5,4,2,0,2,1,0,0,0,They think we are awesome. The PLO want the details of sunny street clinics so they can refer to us. ,Yes,Yes,Yes,Yes,5
Default,Brisbane,Red Cross Night Cafe,-27.4666138,153.0251823,8/4/2020,8/5/2020,6:30 PM,8:00 PM,1:30,90,Fantastic Simone was awesome as usual,0,0,1,1,0,2,4,5,1,0,1,1,0,0,None,None,Yes,Yes,Yes,Yes,5
Default,Brisbane,Red Cross Night Cafe,-27.4666138,153.0251823,8/6/2020,8/10/2020,6:15 PM,8:00 PM,1:45,105,Very quiet evening,0,0,0,3,0,0,3,1,3,0,0,0,0,0,0,0,No,No,No,Yes,5
Default,Brisbane,Red Cross Night Cafe,-27.4666138,153.0251823,8/11/2020,8/11/2020,6:30 PM,8:00 PM,1:30,90,"Simone and Jennie were awesome to spend time with her, still quiet at Red Cross",0,0,0,1,0,0,8,3,1,0,0,0,0,0,None,None,Yes,Yes,Yes,Yes,5
Default,Brisbane,Red Cross Night Cafe,-27.4666138,153.0251823,8/13/2020,8/13/2020,6:00 PM,8:00 PM,2:00,120,Pretty quiet. A new young couple i chatted to for a fair while.very grateful  for  everything.  â¤,0,0,0,2,0,2,6,6,1,0,0,0,0,0,We are lovely!,Great service,Yes,Yes,Yes,Yes,4
Default,Brisbane,Red Cross Night Cafe,-27.4666138,153.0251823,8/18/2020,8/18/2020,6:30 PM,8:10 PM,1:40,100,"Awesome to be here with nurse Simone, quiet night",0,0,1,1,0,1,8,5,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,5
Default,Brisbane,Red Cross Night Cafe,-27.4666138,153.0251823,8/20/2020,8/20/2020,6:15 PM,8:15 PM,2:00,120,,0,0,0,1,0,2,6,6,0,0,0,0,0,0,No,We are awesome!!!!!!,Yes,Yes,Yes,Yes,5
Default,Brisbane,Red Cross Night Cafe,-27.4666138,153.0251823,8/25/2020,8/25/2020,6:15 PM,8:25 PM,2:10,130,"Amazing Simone, interesting wound care tonight, Simone considers Tony for her pay role LOL",0,0,2,4,0,2,18,9,2,0,1,2,0,0,None,None,Yes,Yes,Yes,Yes,5
Default,Brisbane,Red Cross Night Cafe,-27.4666138,153.0251823,8/27/2020,8/27/2020,6:15 PM,8:15 PM,2:00,120,This was my first shift as a sunny street volunteer and I absolutely loved it! It was great chatting to people about medical and non-medical topics. Jenny was a great buddy and I learnt a lot!,0,0,2,9,0,2,6,0,0,0,0,1,0,0,Thankful,They think were awesome,Yes,Yes,Yes,Yes,5
Default,Brisbane,Red Cross Night Cafe,-27.4666138,153.0251823,9/1/2020,9/1/2020,6:30 PM,8:07 PM,1:37,97,Very very quiet. Only one person in Red Cross tonight. ,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,5
Default,Brisbane,Red Cross Night Cafe,-27.4666138,153.0251823,9/3/2020,9/3/2020,6:15 PM,8:30 PM,2:15,135,Good night. Great to have Monique here. Maybe  access to printer would be helpful. ,3,0,0,5,0,1,8,5,5,0,1,3,0,0,Nil,Nil,Yes,Yes,Yes,Yes,5
Default,Brisbane,Red Cross Night Cafe,-27.468969,153.023499,9/8/2020,9/8/2020,6:15 PM,8:31 PM,2:16,136,"It would be helpful to know ahead of clinic availability of Telehealth
Nurse Simone was awesome at dispensing kindness and compassion",0,0,1,1,0,1,5,6,1,0,1,1,0,0,9,0,Yes,Yes,Yes,Yes,5
Default,Brisbane,Red Cross Night Cafe,-27.468969,153.023499,9/10/2020,9/10/2020,6:15 PM,8:15 PM,2:00,120,Welcome  to  Suzanne!,1,0,1,1,0,1,1,8,0,0,0,1,0,1,No,No,Yes,Yes,Yes,Yes,5
Default,Brisbane,Red Cross Night Cafe,-27.468969,153.023499,9/15/2020,9/15/2020,6:01 PM,8:20 PM,2:19,139,"Quiet night tonight, only 6 young people in. Great to have Monique here... My first night with a doctor. ðŸ˜„",1,0,0,1,0,0,5,6,1,1,0,1,0,0,0,0,Yes,Yes,Yes,Yes,5
Default,Brisbane,Red Cross Night Cafe,-27.468969,153.023499,9/17/2020,9/17/2020,6:15 PM,8:00 PM,1:45,105,,0,0,0,2,0,0,6,4,4,0,1,0,0,0,Nil,Nil,Yes,Yes,Yes,Yes,5
Default,Brisbane,Red Cross Night Cafe,-27.468969,153.023499,9/22/2020,9/22/2020,6:15 PM,8:30 PM,2:15,135,,2,0,10,2,0,1,4,6,1,1,0,2,0,0,Nil,Nil,Yes,Yes,Yes,Yes,5
Default,Brisbane,Red Cross Night Cafe,-27.468969,153.023499,9/24/2020,9/24/2020,6:15 PM,8:00 PM,1:45,105,Quiet night again. No medical assistance sought,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,5
Default,Brisbane,Red Cross Night Cafe,-27.468969,153.023499,9/29/2020,9/29/2020,6:15 PM,8:30 PM,2:15,135,Getting a little busier. Fun with Jenga tonight... Great for conversation...ðŸ˜Š,1,0,1,4,0,0,11,10,2,0,2,2,0,0,0,0,Yes,Yes,Yes,Yes,5
Default,Brisbane,Red Cross Night Cafe,-27.468969,153.023499,10/1/2020,10/1/2020,6:15 PM,8:00 PM,1:45,105,was 1x awesome plus,0,0,0,1,1,1,12,7,3,0,0,1,0,0,We are awesome,They think we are 10 x awesome ,Yes,Yes,Yes,Yes,5
Default,Brisbane,Red Cross Night Cafe,-27.468969,153.023499,10/6/2020,10/6/2020,6:15 PM,8:30 PM,2:15,135,Awesome Nurse ,0,0,1,3,0,0,9,8,3,0,0,2,0,0,0,0,Yes,Yes,Yes,Yes,5
Default,Brisbane,Red Cross Night Cafe,-27.468969,153.023499,10/8/2020,10/8/2020,6:00 PM,8:30 PM,2:30,150,,0,0,1,1,0,0,6,7,1,1,1,1,0,0,Lots of thank yous ,,Yes,Yes,Yes,Yes,5
Default,Brisbane,Red Cross Night Cafe,-27.468969,153.023499,10/13/2020,10/13/2020,6:15 PM,8:30 PM,2:15,135," did a wonderful job with two interesting cases, interesting evening and conversations",0,0,2,4,0,2,8,4,4,1,2,2,0,0,0,0,Yes,Yes,Yes,Yes,5
Default,Brisbane,Red Cross Night Cafe,-27.468969,153.023499,10/15/2020,10/15/2020,6:30 PM,8:30 PM,2:00,120,,0,0,1,1,0,0,1,9,0,0,0,0,0,0,Excited to see us in a fortnight,Thankful & happy,Yes,Yes,Yes,Yes,5
Default,Brisbane,Red Cross Night Cafe,-27.468969,153.023499,10/20/2020,10/20/2020,6:00 PM,8:15 PM,2:15,135,"A little busier tonight, Nurse  did an awesome job with our patients tonight",0,0,2,4,0,1,11,7,2,0,0,1,0,0,0,0,Yes,Yes,Yes,Yes,5
Default,Brisbane,Red Cross Night Cafe,-27.468969,153.023499,10/22/2020,10/22/2020,6:15 PM,8:15 PM,2:00,120,,2,0,4,4,0,1,4,4,2,1,1,1,0,0,Nil,,Yes,Yes,Yes,Yes,5
Default,Brisbane,Red Cross Night Cafe,-27.468969,153.023499,10/27/2020,10/27/2020,6:15 PM,8:15 PM,2:00,120,I am not able to create appointments on Best Practice (my name is not on the list in the appointment book). Can write progress notes etc (Monique),1,0,0,1,0,2,7,9,3,0,1,1,0,0,Nil,Nil,Yes,Yes,Yes,Yes,5
Default,Brisbane,Red Cross Night Cafe,-27.468969,153.023499,10/29/2020,10/29/2020,6:15 PM,8:30 PM,2:15,135,Busy and great stories,0,1,0,3,0,0,20,6,2,0,0,2,0,0,Happy and thankful,We are awesome,Yes,Yes,Yes,Yes,5
Default,Brisbane,Red Cross Night Cafe,-27.468969,153.023499,11/3/2020,11/3/2020,6:00 PM,8:30 PM,2:30,150,"Monique did an awesome job for our youth visitors tonight, grateful to have her here",3,0,0,6,0,0,9,7,4,2,3,2,0,0,0,0,Yes,Yes,Yes,Yes,5
Default,Brisbane,Red Cross Night Cafe,-27.468969,153.023499,11/5/2020,11/5/2020,6:15 PM,8:20 PM,2:05,125,,0,0,2,4,0,0,9,7,4,0,0,2,0,0,Really happy and thankful ,We are awesomeeeeee!,Yes,Yes,Yes,Yes,5
Default,Brisbane,Red Cross Night Cafe,-27.468969,153.023499,11/10/2020,11/10/2020,6:00 PM,8:44 PM,2:44,164,"Monique had done a great job with a young woman with sufficient idealisation, awesome nursing from Simone",2,0,1,10,0,3,10,10,6,1,3,1,0,0,0,0,Yes,Yes,Yes,Yes,4
Default,Brisbane,Red Cross Night Cafe,-27.468969,153.023499,11/12/2020,11/12/2020,6:00 PM,8:30 PM,2:30,150,,0,0,0,8,0,0,20,10,4,0,0,0,0,0,They loved us tonight ... so thankful ,Always great working together ,Yes,Yes,Yes,Yes,5
Default,Brisbane,Red Cross Night Cafe,-27.468969,153.023499,11/17/2020,11/17/2020,6:00 PM,8:15 PM,2:15,135,Wonderful nurse Simone on the job with kindness and caring,0,0,1,2,0,1,6,6,3,1,1,1,0,0,0,0,Yes,Yes,Yes,Yes,5
Default,Brisbane,Red Cross Night Cafe,-27.468969,153.023499,11/19/2020,11/19/2020,6:00 PM,8:40 PM,2:40,160,,0,0,7,6,0,4,11,6,4,0,2,2,0,0,They love us.,We are awesome!!!!!!,Yes,Yes,Yes,Yes,5
Default,Brisbane,Red Cross Night Cafe,-27.468969,153.023499,11/24/2020,11/24/2020,6:00 PM,8:15 PM,2:15,135,"Awesome to have Monique and Simone here to help our clients, lots of care and kindness",3,0,2,5,0,2,10,6,4,0,3,3,0,0,0,0,Yes,Yes,Yes,Yes,5
Default,Brisbane,Red Cross Night Cafe,-27.468969,153.023499,11/26/2020,11/26/2020,6:00 PM,8:00 PM,2:00,120,Lots of young people  but not requiring  us tonight,0,0,0,0,0,0,4,4,0,0,0,0,0,0,No,No,Yes,Yes,Yes,Yes,5
Default,Brisbane,Red Cross Night Cafe,-27.468969,153.023499,12/1/2020,12/1/2020,6:00 PM,8:30 PM,2:30,150,"Awesome nurse Simone and our wonderful doctor Monique, great to be here with them seeing them work their magic with the youth visiting",1,0,0,2,0,1,10,9,2,0,0,1,0,0,0,0,Yes,Yes,Yes,Yes,5
Default,Brisbane,Red Cross Night Cafe,-27.468969,153.023499,12/3/2020,12/3/2020,6:15 PM,8:29 PM,2:14,134,,0,0,0,0,0,0,5,2,0,0,0,0,0,0,We are always awesome ,Very very quiet!,Yes,Yes,Yes,Yes,5
Default,Brisbane,Red Cross Night Cafe,-27.468969,153.023499,12/8/2020,12/8/2020,6:00 PM,8:40 PM,2:40,160,Some really positive chats with everyone tonight,0,0,3,3,0,2,5,12,2,0,1,1,0,0,4 positive feedback regarding Sunny St,Feedback with service provider re timing of consults. Encouraging regulars to attend consults earlier in the evening. ,Yes,Yes,Yes,Yes,5
Default,Brisbane,Red Cross Night Cafe,-27.468969,153.023499,12/10/2020,12/10/2020,6:00 PM,8:30 PM,2:30,150,It was awesome!,0,2,0,3,0,0,7,0,0,0,0,3,0,0,Very happy,Loved it!,Yes,Yes,Yes,Yes,5
Default,Brisbane,Red Cross Night Cafe,-27.468969,153.023499,12/17/2020,12/17/2020,6:04 PM,8:25 PM,2:21,141,,0,0,0,0,0,1,5,6,0,0,0,1,0,0,They love us.,We are awesome!!!!!!,Yes,Yes,Yes,Yes,5
