Barcode,File Name,Year,Period,Slaves,Slave Name,Middle Name,Surname,Alias,Gender,Age,Physical Description,Spouse's Name,Child(ren),Parent(s),Enslaver_Buyer,Enslaver's Alias,"Prior Enslaver's Name, if applicable / Trafficker",Locality,Source
7741628,_0003_0023_0001-0004,1824,1821-1840,1,Alfred,,,,Unknown,,,,,Aimy,John Alexander,,Alexander Austin; Simeon Austin,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0003_0023_0001-0004,1824,1821-1840,1,Sam,,,,Unknown,,,,,Aimy,John Alexander,,Alexander Austin; Simeon Austin,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0003_0021_0001-0002,1824,1821-1840,1,Lucy,,,,Unknown,,,,,,Mary Roberts,,Elisha E Hundley; David Marshall; Robert Smith,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0003_0021_0001-0002,1824,1821-1840,1,Patty,,,,Unknown,,,,,,Mary Roberts,,Elisha E Hundley; David Marshall; Robert Smith,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0003_0021_0001-0002,1824,1821-1840,1,Becca,,,,Unknown,,,,,,Mary Roberts,,Elisha E Hundley; David Marshall; Robert Smith,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0003_0021_0001-0002,1824,1821-1840,1,Nancy,,,,Unknown,,,,,,Mary Roberts,,Elisha E Hundley; David Marshall; Robert Smith,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0003_0021_0001-0002,1824,1821-1840,1,Sarah,,,,Unknown,,,,,,Mary Roberts,,Elisha E Hundley; David Marshall; Robert Smith,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0003_0021_0001-0002,1824,1821-1840,1,Giles,,,,Unknown,,,,,,Mary Roberts,,Elisha E Hundley; David Marshall; Robert Smith,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0003_0020_0001-0002,1824,1821-1840,1,Lucy,,,,F,,,,,,Richard G Haden,,Mary Roberts,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0003_0020_0001-0002,1824,1821-1840,1,Becca,,,,Unknown,,,,,,Richard G Haden,,Mary Roberts,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0003_0020_0001-0002,1824,1821-1840,1,Patty,,,,Unknown,,,,,,Richard G Haden,,Mary Roberts,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0003_0020_0001-0002,1824,1821-1840,1,Giles,,,,Unknown,,,,,,Richard G Haden,,Mary Roberts,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0003_0020_0001-0002,1824,1821-1840,1,Sarah,,,,Unknown,,,,,,Richard G Haden,,Mary Roberts,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0003_0020_0001-0002,1824,1821-1840,1,Nancy,,,,Unknown,,,,,,Richard G Haden,,Mary Roberts,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0003_0022_0001-0004,1824,1821-1840,1,Davy,,,,Unknown,,,,,Susanna,Unknown,,,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0003_0022_0001-0004,1824,1821-1840,1,Fanny,,,,Unknown,,,,,Susanna,Unknown,,,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0003_0022_0001-0004,1824,1821-1840,1,Isabella,,,,Unknown,,,,,Susanna,Unknown,,,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0003_0022_0001-0004,1824,1821-1840,1,Phebe,,,,Unknown,,,,,Susanna,Unknown,,,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0003_0022_0001-0004,1824,1821-1840,1,Sam,,,,Unknown,,,,,,Unknown,,,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0003_0024_0001-0006,1825,1821-1840,1,Josephus,,,,Unknown,2,,,,Rachal,Edwin Matthews; Melville Talbot,,John P Smith,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0003_0024_0001-0006,1825,1821-1840,1,Fanny,,,,Unknown,5,,,,Rachal,Edwin Matthews; Melville Talbot,,John P Smith,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0003_0024_0001-0006,1825,1821-1840,1,Andrew,,,,Unknown,8,,,,Rachal,Edwin Matthews; Melville Talbot,,John P Smith,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0003_0024_0001-0006,1825,1821-1840,1,Fanny,,,,F,,,,,,Edwin Matthews; Melville Talbot,,John P Smith,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0003_0024_0001-0006,1825,1821-1840,1,Rachal,,,,F,,,,Andrew; Fanny; Josephus,,Edwin Matthews; Melville Talbot,,John P Smith,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0003_0025_0001-0002,1825,1821-1840,1,Jinny,,,,F,,,,,,Sterling C Anderson,,Charles Walker,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0003_0025_0001-0002,1825,1821-1840,1,Mary,,,,F,,,,,,Sterling C Anderson,,Charles Walker,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0003_0025_0001-0002,1825,1821-1840,1,Tom,,,,M,,,,,,Sterling C Anderson,,Charles Walker,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0003_0025_0001-0002,1825,1821-1840,1,Patrick,,,,M,,,,,,Sterling C Anderson,,Charles Walker,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
1188995,_0007_0008_0001-0002,1826,1821-1840,1,Unidentified,,,,Unknown,,,,,,Mary Flowers,,"James Whitehurst and wife, Frances",Norfolk County,"Norfolk County (Va.) Free Negro and Slave Records, 1718-1862"
7741628,_0004_0001_0001-0004,1826,1821-1840,1,Rachel,,,,F,,,,,,Moses Steele,,Exr of John Webber Dec'd; Exr of Ruth Webber Dec'd; Exr of Sarah C Webber Dec'd,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0004_0001_0001-0004,1826,1821-1840,1,Harriet,,,,F,,,,,,Moses Steele,,Exr of John Webber Dec'd; Exr of Ruth Webber Dec'd; Exr of Sarah C Webber Dec'd,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0004_0001_0001-0004,1826,1821-1840,1,Milly,,,,F,,,,,,Moses Steele,,Exr of John Webber Dec'd; Exr of Ruth Webber Dec'd; Exr of Sarah C Webber Dec'd,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0004_0001_0001-0004,1826,1821-1840,1,Manson,,,,M,,,,,,Moses Steele,,Exr of John Webber Dec'd; Exr of Ruth Webber Dec'd; Exr of Sarah C Webber Dec'd,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0004_0001_0001-0004,1826,1821-1840,1,Jack,,,,M,,,,,,Moses Steele,,Exr of John Webber Dec'd; Exr of Ruth Webber Dec'd; Exr of Sarah C Webber Dec'd,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0004_0001_0001-0004,1826,1821-1840,1,George,,,,M,,,,,,Moses Steele,,Exr of John Webber Dec'd; Exr of Ruth Webber Dec'd; Exr of Sarah C Webber Dec'd,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0004_0002_0001-0002,1827,1821-1840,1,Annice,,,,F,,,,,,John Hobson etc,,James Jones,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0004_0002_0001-0002,1827,1821-1840,1,Joe,,,,M,,,,,,John Hobson etc,,James Jones,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0004_0002_0001-0002,1827,1821-1840,1,Robert,,,,M,,,,,,John Hobson etc,,James Jones,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0004_0011_0001-0002,1828,1821-1840,1,Mary,,,,F,9,,,,,David Jones,,Richard G Brown,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0004_0003_0001-0002,1828,1821-1840,1,Mary,,,,F,,,,,,Elizabeth Craddock,,Baylor Walker,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0004_0003_0001-0002,1828,1821-1840,1,Phill,,,,Unknown,,,,,,Elizabeth Craddock,,Baylor Walker,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
1117610,_0010_0001_0001-0002,1828,1821-1840,1,Emanule,,,,M,30,,,,,Evelina Graham; James Graham; Richard John Graham; William Duncan Graham,,William Holliday,Frederick County,"Frederick County (Va.) Free Negro and Slave Records, 1795-1871"
1117610,_0010_0001_0001-0002,1828,1821-1840,1,Mary,,,,F,50,,,,,Evelina Graham; James Graham; Richard John Graham; William Duncan Graham,,William Holliday,Frederick County,"Frederick County (Va.) Free Negro and Slave Records, 1795-1871"
7741628,_0004_0008_0001-0003,1828,1821-1840,1,Jesse,,,,M,,,,,,Huston Davenport,,Richard H Allcock,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0004_0009_0001-0003,1828,1821-1840,1,Laine,,,,Unknown,,,,,,John Rosser,,Joseph Wilson; Robert Strange,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0004_0009_0001-0003,1828,1821-1840,1,Anthony,,,,Unknown,,,,,,John Rosser,,Joseph Wilson; Robert Strange,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0004_0009_0001-0003,1828,1821-1840,1,Squire,,,,Unknown,,,,,,John Rosser,,Joseph Wilson; Robert Strange,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0004_0009_0001-0003,1828,1821-1840,1,Sam,,,,Unknown,,,,,,John Rosser,,Joseph Wilson; Robert Strange,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0004_0009_0001-0003,1828,1821-1840,1,Sealey,,,,Unknown,,,,,,John Rosser,,Joseph Wilson; Robert Strange,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0004_0009_0001-0003,1828,1821-1840,1,Lewis,,,,Unknown,,,,,,John Rosser,,Joseph Wilson; Robert Strange,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0004_0009_0001-0003,1828,1821-1840,1,Jack,,,,Unknown,,,,,,John Rosser,,Joseph Wilson; Robert Strange,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0004_0009_0001-0003,1828,1821-1840,1,Jinny,,,,Unknown,,,,,,John Rosser,,Joseph Wilson; Robert Strange,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0004_0010_0001-0003,1828,1821-1840,1,Matilda,,,,F,,,,Tiller; William; Emanuel,,Josiah Shepperson,,Peter Fitzpatrick,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0004_0010_0001-0003,1828,1821-1840,1,Tiller,,,,F,,,,,Matilda,Josiah Shepperson,,Peter Fitzpatrick,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0004_0010_0001-0003,1828,1821-1840,1,William,,,,M,,,,,Matilda,Josiah Shepperson,,Peter Fitzpatrick,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0004_0010_0001-0003,1828,1821-1840,1,Emanuel,,,,M,,,,,Matilda,Josiah Shepperson,,Peter Fitzpatrick,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0004_0012_0001-0002,1828,1821-1840,1,Ann,,,,F,,,,,,Martha Ann Thomas,,Philip Thomas,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0004_0006_0001-0002,1828,1821-1840,1,Spesa,,,,F,,,,,,Richard G Brown; Edmund Herndon,,David Jones,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0004_0004_0001-0004,1828,1821-1840,1,Rose,,,,F,18,,,,,Samuel Garland; Maurice H Garland,,Daniel Oglesby,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0004_0004_0001-0004,1828,1821-1840,1,Cudjo,,,,M,19,,,,,Samuel Garland; Maurice H Garland,,Daniel Oglesby,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0004_0004_0001-0004,1828,1821-1840,1,Jacob,,,,M,24,,,,,Samuel Garland; Maurice H Garland,,Daniel Oglesby,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0004_0004_0001-0004,1828,1821-1840,1,Neptune,,,,M,24,,,,,Samuel Garland; Maurice H Garland,,Daniel Oglesby,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0004_0004_0001-0004,1828,1821-1840,1,Silvy,,,,F,25,,,,,Samuel Garland; Maurice H Garland,,Daniel Oglesby,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0004_0004_0001-0004,1828,1821-1840,1,Charles,,,,M,40,,,,,Samuel Garland; Maurice H Garland,,Daniel Oglesby,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0004_0004_0001-0004,1828,1821-1840,1,Jim,,,,M,,,,,,Samuel Garland; Maurice H Garland,,Daniel Oglesby,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0004_0007_0001-0004,1828,1821-1840,1,Tom,,,,M,,,,,,William Hiter Jones,,Grant Edwards,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0004_0005_0001-0004,1828,1821-1840,1,John,,,,Unknown,,,,,,William King,,William L Lambeth,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0004_0005_0001-0004,1828,1821-1840,1,Martha,,,,Unknown,,,,,,William King,,William L Lambeth,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0004_0005_0001-0004,1828,1821-1840,1,Henry,,,,Unknown,,,,,,William King,,William L Lambeth,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0004_0013_0001-0004,1828,1821-1840,1,Fanny,,,,F,,,,,,Zacchus E Cheatham; Joseph Wilson,,William H B Christian,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0004_0013_0001-0004,1828,1821-1840,1,Daniel,,,,M,,,,,,Zacchus E Cheatham; Joseph Wilson,,William H B Christian,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0004_0016_0001-0004,1829,1821-1840,1,Alexander,,,,Unknown,2,,,,,Elizabeth Tabetha Leftwich,,Augustine Leftwich,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0004_0016_0001-0004,1829,1821-1840,1,Wiley,,,,Unknown,2,,,,,Elizabeth Tabetha Leftwich,,Augustine Leftwich,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0004_0016_0001-0004,1829,1821-1840,1,Eliza,,,,Unknown,2,,,,,Elizabeth Tabetha Leftwich,,Augustine Leftwich,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0004_0016_0001-0004,1829,1821-1840,1,Mary,,,,Unknown,3,,,,,Elizabeth Tabetha Leftwich,,Augustine Leftwich,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0004_0016_0001-0004,1829,1821-1840,1,Jordan,,,,Unknown,5,,,,,Elizabeth Tabetha Leftwich,,Augustine Leftwich,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0004_0016_0001-0004,1829,1821-1840,1,Charles,,,,Unknown,6,,,,,Elizabeth Tabetha Leftwich,,Augustine Leftwich,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0004_0016_0001-0004,1829,1821-1840,1,Mary,,,,Unknown,6,,,,,Elizabeth Tabetha Leftwich,,Augustine Leftwich,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0004_0016_0001-0004,1829,1821-1840,1,Albert,,,,Unknown,7,,,,,Elizabeth Tabetha Leftwich,,Augustine Leftwich,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0004_0016_0001-0004,1829,1821-1840,1,John,,,,Unknown,7,,,,,Elizabeth Tabetha Leftwich,,Augustine Leftwich,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0004_0016_0001-0004,1829,1821-1840,1,Armistead,,,,Unknown,8,,,,,Elizabeth Tabetha Leftwich,,Augustine Leftwich,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0004_0016_0001-0004,1829,1821-1840,1,Oliver,,,,Unknown,10,,,,,Elizabeth Tabetha Leftwich,,Augustine Leftwich,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0004_0016_0001-0004,1829,1821-1840,1,Henry,,,,Unknown,10,,,,,Elizabeth Tabetha Leftwich,,Augustine Leftwich,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0004_0016_0001-0004,1829,1821-1840,1,Bowker Jr,,,,Unknown,11,,,,,Elizabeth Tabetha Leftwich,,Augustine Leftwich,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0004_0016_0001-0004,1829,1821-1840,1,Pernelia,,,,Unknown,12,,,,,Elizabeth Tabetha Leftwich,,Augustine Leftwich,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0004_0016_0001-0004,1829,1821-1840,1,Lacky,,,,Unknown,15,,,,,Elizabeth Tabetha Leftwich,,Augustine Leftwich,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0004_0016_0001-0004,1829,1821-1840,1,Fanny,,,,Unknown,15,,,,,Elizabeth Tabetha Leftwich,,Augustine Leftwich,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0004_0016_0001-0004,1829,1821-1840,1,Suckey,,,,Unknown,17,,,,,Elizabeth Tabetha Leftwich,,Augustine Leftwich,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0004_0016_0001-0004,1829,1821-1840,1,Charlotte,,,,Unknown,17,,,,,Elizabeth Tabetha Leftwich,,Augustine Leftwich,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0004_0016_0001-0004,1829,1821-1840,1,Pleasant,,,,Unknown,17,,,,,Elizabeth Tabetha Leftwich,,Augustine Leftwich,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0004_0016_0001-0004,1829,1821-1840,1,Dolly,,,,Unknown,19,,,,,Elizabeth Tabetha Leftwich,,Augustine Leftwich,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0004_0016_0001-0004,1829,1821-1840,1,Viney,,,,Unknown,19,,,,,Elizabeth Tabetha Leftwich,,Augustine Leftwich,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0004_0016_0001-0004,1829,1821-1840,1,Cupid,,,,Unknown,21,,,,,Elizabeth Tabetha Leftwich,,Augustine Leftwich,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0004_0016_0001-0004,1829,1821-1840,1,Sopia,,,,Unknown,24,,,,,Elizabeth Tabetha Leftwich,,Augustine Leftwich,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0004_0016_0001-0004,1829,1821-1840,1,Bowker,,,,Unknown,25,,,,,Elizabeth Tabetha Leftwich,,Augustine Leftwich,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0004_0016_0001-0004,1829,1821-1840,1,Lucy,,,,Unknown,25,,,,,Elizabeth Tabetha Leftwich,,Augustine Leftwich,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0004_0016_0001-0004,1829,1821-1840,1,Eppa,,,,Unknown,28,,,,,Elizabeth Tabetha Leftwich,,Augustine Leftwich,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0004_0016_0001-0004,1829,1821-1840,1,Susan,,,,Unknown,33,,,,,Elizabeth Tabetha Leftwich,,Augustine Leftwich,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0004_0016_0001-0004,1829,1821-1840,1,Mary,,,,Unknown,39,,,,,Elizabeth Tabetha Leftwich,,Augustine Leftwich,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0004_0016_0001-0004,1829,1821-1840,1,Jor,,,,Unknown,40,,,,,Elizabeth Tabetha Leftwich,,Augustine Leftwich,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0004_0016_0001-0004,1829,1821-1840,1,William,,,,Unknown,,,,,,Elizabeth Tabetha Leftwich,,Augustine Leftwich,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0004_0014_0001-0006,1829,1821-1840,1,George,,,,Unknown,,,,,,John B Dabney; Fortunatus Sydnor,,John Robertson,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0004_0014_0001-0006,1829,1821-1840,1,Coleman,,,,Unknown,,,,,,John B Dabney; Fortunatus Sydnor,,John Robertson,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0004_0014_0001-0006,1829,1821-1840,1,Fleming,,,,Unknown,,,,,,John B Dabney; Fortunatus Sydnor,,John Robertson,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0004_0014_0001-0006,1829,1821-1840,1,Arthur,,,,Unknown,,,,,,John B Dabney; Fortunatus Sydnor,,John Robertson,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0004_0014_0001-0006,1829,1821-1840,1,Lucinda,,,,Unknown,,,,unidentified,,John B Dabney; Fortunatus Sydnor,,John Robertson,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0004_0014_0001-0006,1829,1821-1840,1,Unidentified,,,,Unknown,,,,,Lucinda,John B Dabney; Fortunatus Sydnor,,John Robertson,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0004_0014_0001-0006,1829,1821-1840,1,Ailse,,,,Unknown,,,,Mary Ann; unidentified,,John B Dabney; Fortunatus Sydnor,,John Robertson,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0004_0014_0001-0006,1829,1821-1840,1,Mary,Ann,,,Unknown,,,,,Ailse,John B Dabney; Fortunatus Sydnor,,John Robertson,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0004_0014_0001-0006,1829,1821-1840,1,Unidentified,,,,Unknown,,,,,Ailse,John B Dabney; Fortunatus Sydnor,,John Robertson,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0004_0014_0001-0006,1829,1821-1840,1,Joe,,,,Unknown,,,,,,John B Dabney; Fortunatus Sydnor,,John Robertson,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0004_0014_0001-0006,1829,1821-1840,1,Louis,,,,Unknown,,,,,,John B Dabney; Fortunatus Sydnor,,John Robertson,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0004_0014_0001-0006,1829,1821-1840,1,Henry,,,,Unknown,,,,,,John B Dabney; Fortunatus Sydnor,,John Robertson,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0004_0014_0001-0006,1829,1821-1840,1,Toney,,,,Unknown,,,,,,John B Dabney; Fortunatus Sydnor,,John Robertson,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0004_0015_0001-0002,1829,1821-1840,1,Ann,,,,F,,,,,,William J Harvey,,Philip Thomas,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0005_0002_0001-0005,1830,1821-1840,1,David,,,,Unknown,,,,,,Daniel M Black,,Lewis D Poindexter,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0005_0002_0001-0005,1830,1821-1840,1,Yshill,,,,Unknown,,,,,,Daniel M Black,,Lewis D Poindexter,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0005_0002_0001-0005,1830,1821-1840,1,Moses,,,,Unknown,,,,,,Daniel M Black,,Lewis D Poindexter,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0005_0002_0001-0005,1830,1821-1840,1,Armstead,,,,Unknown,,,,,,Daniel M Black,,Lewis D Poindexter,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0005_0002_0001-0005,1830,1821-1840,1,Bell,,,,Unknown,,,,,,Daniel M Black,,Lewis D Poindexter,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0005_0002_0001-0005,1830,1821-1840,1,Frank,,,,Unknown,,,,,,Daniel M Black,,Lewis D Poindexter,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0005_0002_0001-0005,1830,1821-1840,1,Will,,,,Unknown,,,,,,Daniel M Black,,Lewis D Poindexter,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0005_0002_0001-0005,1830,1821-1840,1,Bob,,,,Unknown,,,,,,Daniel M Black,,Lewis D Poindexter,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0005_0002_0001-0005,1830,1821-1840,1,Stephens,,,,Unknown,,,,,,Daniel M Black,,Lewis D Poindexter,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0005_0002_0001-0005,1830,1821-1840,1,Green,,,,Unknown,,,,,,Daniel M Black,,Lewis D Poindexter,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0005_0002_0001-0005,1830,1821-1840,1,Washington,,,,Unknown,,,,,,Daniel M Black,,Lewis D Poindexter,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0005_0002_0001-0005,1830,1821-1840,1,Isbell,,,,Unknown,,,,,,Daniel M Black,,Lewis D Poindexter,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0005_0002_0001-0005,1830,1821-1840,1,Lucinda,,,,Unknown,,,,,,Daniel M Black,,Lewis D Poindexter,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0005_0002_0001-0005,1830,1821-1840,1,Charlotte,,,,Unknown,,,,,,Daniel M Black,,Lewis D Poindexter,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0005_0002_0001-0005,1830,1821-1840,1,Milly,,,,Unknown,,,,,,Daniel M Black,,Lewis D Poindexter,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0005_0002_0001-0005,1830,1821-1840,1,Judy,,,,Unknown,,,,,,Daniel M Black,,Lewis D Poindexter,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0005_0002_0001-0005,1830,1821-1840,1,Lucy,,,,Unknown,,,,,,Daniel M Black,,Lewis D Poindexter,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0005_0002_0001-0005,1830,1821-1840,1,Sary,,,,Unknown,,,,,,Daniel M Black,,Lewis D Poindexter,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0005_0002_0001-0005,1830,1821-1840,1,Cate,,,,Unknown,,,,,,Daniel M Black,,Lewis D Poindexter,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0005_0001_0001-0003,1830,1821-1840,1,Mercella,,,,F,5,,,,,Lewis E Williams,,Matthew Cheatham,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0005_0001_0001-0003,1830,1821-1840,1,Mary,,,,Unknown,10,,,,,Lewis E Williams,,Matthew Cheatham,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0005_0001_0001-0003,1830,1821-1840,1,Tilford,,,,M,12,,,,,Lewis E Williams,,Matthew Cheatham,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
