Type,Sales per customer,Delivery Status,Category Name,Customer Segment,Customer State,Customer Zipcode,Department Name,Latitude,Longitude,Order Country,Order Customer Id,order date (DateOrders),Order Item Quantity,Sales,Order Item Total,Order Region,Order Status,Product Card Id,Product Name,Product Price,shipping date (DateOrders),Shipping Mode
TRANSFER,170.0700073,Late delivery,Cleats,Corporate,TX,75052,Apparel,32.6425972,-97.02174377,Francia,3153,7/14/2015 4:38,3,179.9700012,170.0700073,Western Europe,PROCESSING,365,Perfect Fitness Perfect Rip Deck,59.99000168,7/19/2015 4:38,Standard Class
TRANSFER,163.7700043,Shipping on time,Cleats,Corporate,TX,78666,Apparel,29.87866402,-97.90185547,Reino Unido,2592,7/13/2015 17:46,3,179.9700012,163.7700043,Northern Europe,PROCESSING,365,Perfect Fitness Perfect Rip Deck,59.99000168,7/17/2015 17:46,Standard Class
TRANSFER,158.3699951,Advance shipping,Cleats,Corporate,NC,28314,Apparel,35.06275177,-79.00574493,Alemania,1911,7/29/2015 14:56,3,179.9700012,158.3699951,Western Europe,PROCESSING,365,Perfect Fitness Perfect Rip Deck,59.99000168,7/31/2015 14:56,Standard Class
TRANSFER,151.1699982,Advance shipping,Cleats,Corporate,CA,94541,Apparel,37.67551041,-122.0496826,Rusia,8730,10/30/2016 19:02,3,179.9700012,151.1699982,Eastern Europe,PROCESSING,365,Perfect Fitness Perfect Rip Deck,59.99000168,11/1/2016 19:02,Standard Class
TRANSFER,151.1699982,Advance shipping,Cleats,Corporate,CA,95112,Apparel,37.22893143,-121.7870865,Francia,6786,8/8/2017 16:11,3,179.9700012,151.1699982,Western Europe,PROCESSING,365,Perfect Fitness Perfect Rip Deck,59.99000168,8/10/2017 16:11,Standard Class
TRANSFER,151.1699982,Advance shipping,Cleats,Corporate,CO,80906,Apparel,38.77690125,-104.8097305,Francia,5900,9/2/2015 0:21,3,179.9700012,151.1699982,Western Europe,PROCESSING,365,Perfect Fitness Perfect Rip Deck,59.99000168,9/5/2015 0:21,Standard Class
TRANSFER,147.5800018,Late delivery,Cleats,Corporate,CA,90731,Apparel,33.73786926,-118.2846069,Rusia,6419,9/10/2016 2:38,3,179.9700012,147.5800018,Eastern Europe,PROCESSING,365,Perfect Fitness Perfect Rip Deck,59.99000168,9/15/2016 2:38,Standard Class
TRANSFER,147.5800018,Advance shipping,Cleats,Corporate,PA,17331,Apparel,39.80402374,-76.97429657,Austria,8612,6/10/2015 15:53,3,179.9700012,147.5800018,Western Europe,PROCESSING,365,Perfect Fitness Perfect Rip Deck,59.99000168,6/13/2015 15:53,Standard Class
TRANSFER,143.9799957,Advance shipping,Cleats,Corporate,LA,70117,Apparel,30.00569725,-90.06809235,Francia,8508,7/31/2015 23:21,3,179.9700012,143.9799957,Western Europe,PROCESSING,365,Perfect Fitness Perfect Rip Deck,59.99000168,8/3/2015 23:21,Standard Class
TRANSFER,134.9799957,Late delivery,Cleats,Corporate,PA,19382,Apparel,39.96744919,-75.58142853,España,7283,7/11/2015 15:19,3,179.9700012,134.9799957,Southern Europe,PROCESSING,365,Perfect Fitness Perfect Rip Deck,59.99000168,7/16/2015 15:19,Standard Class
TRANSFER,148.5,Late delivery,Women's Apparel,Corporate,CA,92780,Golf,33.74645996,-117.8341217,Rusia,9053,10/22/2016 23:15,3,150,148.5,Eastern Europe,PROCESSING,502,Nike Men's Dri-FIT Victory Golf Polo,50,10/28/2016 23:15,Standard Class
TRANSFER,148.5,Shipping on time,Women's Apparel,Corporate,NC,27834,Golf,35.80388641,-77.47067261,Francia,2844,9/28/2017 13:50,3,150,148.5,Western Europe,PROCESSING,502,Nike Men's Dri-FIT Victory Golf Polo,50,10/2/2017 13:50,Standard Class
TRANSFER,144,Advance shipping,Women's Apparel,Corporate,NJ,7047,Golf,40.79859161,-74.00170898,Italia,3884,7/11/2015 7:15,3,150,144,Southern Europe,PROCESSING,502,Nike Men's Dri-FIT Victory Golf Polo,50,7/13/2015 7:15,Standard Class
TRANSFER,141.75,Advance shipping,Women's Apparel,Corporate,NY,11377,Golf,40.74676132,-73.90289307,Rusia,8829,12/8/2016 17:03,3,150,141.75,Eastern Europe,PROCESSING,502,Nike Men's Dri-FIT Victory Golf Polo,50,12/11/2016 17:03,Standard Class
TRANSFER,141.75,Advance shipping,Women's Apparel,Corporate,MI,48187,Golf,38.61802673,-121.3454514,Francia,791,6/6/2015 16:56,3,150,141.75,Western Europe,PROCESSING,502,Nike Men's Dri-FIT Victory Golf Polo,50,6/8/2015 16:56,Standard Class
TRANSFER,111.5699997,Shipping on time,Shop By Sport,Corporate,AZ,85301,Golf,33.53858185,-112.1873779,Francia,10896,8/4/2015 22:17,3,119.9700012,111.5699997,Western Europe,PROCESSING,627,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,8/8/2015 22:17,Standard Class
TRANSFER,135,Advance shipping,Women's Apparel,Corporate,NC,27502,Golf,35.72171783,-78.89027405,Reino Unido,8715,9/12/2017 4:45,3,150,135,Northern Europe,PROCESSING,502,Nike Men's Dri-FIT Victory Golf Polo,50,9/14/2017 4:45,Standard Class
TRANSFER,107.9700012,Shipping on time,Shop By Sport,Corporate,IL,60624,Golf,41.8728714,-87.71582031,Francia,4808,8/9/2015 14:24,3,119.9700012,107.9700012,Western Europe,PROCESSING,627,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,8/13/2015 14:24,Standard Class
TRANSFER,135,Shipping on time,Women's Apparel,Corporate,LA,70122,Golf,29.97639275,-90.06568146,Francia,11586,8/26/2015 12:48,3,150,135,Western Europe,PROCESSING,502,Nike Men's Dri-FIT Victory Golf Polo,50,8/30/2015 12:48,Standard Class
TRANSFER,105.5699997,Late delivery,Shop By Sport,Corporate,CA,92801,Golf,33.84394455,-117.9417572,Italia,6068,9/10/2017 3:21,3,119.9700012,105.5699997,Southern Europe,PROCESSING,627,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,9/16/2017 3:21,Standard Class
TRANSFER,132,Shipping on time,Women's Apparel,Corporate,LA,70122,Golf,29.97639275,-90.06568146,Francia,11586,8/26/2015 12:48,3,150,132,Western Europe,PROCESSING,502,Nike Men's Dri-FIT Victory Golf Polo,50,8/30/2015 12:48,Standard Class
TRANSFER,101.9700012,Shipping on time,Shop By Sport,Corporate,HI,96817,Golf,21.32156754,-157.8721771,Reino Unido,4402,8/2/2015 21:14,3,119.9700012,101.9700012,Northern Europe,PROCESSING,627,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,8/6/2015 21:14,Standard Class
TRANSFER,126,Advance shipping,Women's Apparel,Corporate,CA,91790,Golf,34.0547142,-117.9447479,Francia,11133,8/3/2015 10:33,3,150,126,Western Europe,PROCESSING,502,Nike Men's Dri-FIT Victory Golf Polo,50,8/5/2015 10:33,Standard Class
TRANSFER,120,Advance shipping,Women's Apparel,Corporate,IL,61554,Golf,40.56618118,-89.63881683,Alemania,7452,6/18/2015 19:44,3,150,120,Western Europe,PROCESSING,502,Nike Men's Dri-FIT Victory Golf Polo,50,6/20/2015 19:44,Standard Class
TRANSFER,287.8599854,Late delivery,Kids' Golf Clubs,Corporate,OH,43123,Outdoors,39.85160065,-83.06317139,Francia,10088,9/9/2017 9:50,3,299.8500061,287.8599854,Western Europe,PROCESSING,295,Fitbit The One Wireless Activity & Sleep Trac,99.94999695,9/15/2017 9:50,Standard Class
TRANSFER,163.2599945,Shipping canceled,Boxing & MMA,Corporate,FL,33025,Footwear,25.98771095,-80.25540161,Italia,9392,8/10/2015 4:25,3,164.9100037,163.2599945,Southern Europe,SUSPECTED_FRAUD,249,Under Armour Women's Micro G Skulpt Running S,54.97000122,8/14/2015 4:25,Standard Class
TRANSFER,81.5699997,Shipping canceled,Electronics,Corporate,TN,37922,Footwear,35.87355042,-84.04762268,Francia,5525,6/4/2015 3:59,3,95.97000122,81.5699997,Western Europe,SUSPECTED_FRAUD,282,Under Armour Women's Ignite PIP VI Slide,31.98999977,6/7/2015 3:59,Standard Class
TRANSFER,172.7700043,Shipping canceled,Cleats,Corporate,CA,90044,Apparel,33.97929382,-118.289093,Francia,4645,10/1/2015 0:29,3,179.9700012,172.7700043,Western Europe,SUSPECTED_FRAUD,365,Perfect Fitness Perfect Rip Deck,59.99000168,10/6/2015 0:29,Standard Class
TRANSFER,170.9700012,Shipping canceled,Cleats,Corporate,NY,11226,Apparel,40.64759827,-73.95845795,Alemania,4822,9/3/2015 21:33,3,179.9700012,170.9700012,Western Europe,SUSPECTED_FRAUD,365,Perfect Fitness Perfect Rip Deck,59.99000168,9/5/2015 21:33,Standard Class
TRANSFER,156.5700073,Shipping canceled,Cleats,Corporate,CA,92102,Apparel,32.74540329,-117.1870346,Rusia,10911,10/25/2016 0:17,3,179.9700012,156.5700073,Eastern Europe,SUSPECTED_FRAUD,365,Perfect Fitness Perfect Rip Deck,59.99000168,10/31/2016 0:17,Standard Class
TRANSFER,152.9700012,Shipping canceled,Cleats,Corporate,TN,37922,Apparel,35.87355042,-84.04762268,Francia,5525,6/4/2015 3:59,3,179.9700012,152.9700012,Western Europe,SUSPECTED_FRAUD,365,Perfect Fitness Perfect Rip Deck,59.99000168,6/7/2015 3:59,Standard Class
TRANSFER,151.1699982,Shipping canceled,Cleats,Corporate,IL,60608,Apparel,41.77154923,-87.61355591,Bélgica,7281,7/28/2015 23:31,3,179.9700012,151.1699982,Western Europe,SUSPECTED_FRAUD,365,Perfect Fitness Perfect Rip Deck,59.99000168,7/31/2015 23:31,Standard Class
TRANSFER,118.7699966,Shipping canceled,Shop By Sport,Corporate,CA,92069,Golf,33.14486313,-117.1681213,Francia,11308,7/13/2015 21:37,3,119.9700012,118.7699966,Western Europe,SUSPECTED_FRAUD,627,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,7/18/2015 21:37,Standard Class
TRANSFER,145.5,Shipping canceled,Women's Apparel,Corporate,IL,60506,Golf,39.70932007,-104.8145828,Francia,3832,7/19/2015 4:48,3,150,145.5,Western Europe,SUSPECTED_FRAUD,502,Nike Men's Dri-FIT Victory Golf Polo,50,7/22/2015 4:48,Standard Class
TRANSFER,132,Shipping canceled,Women's Apparel,Corporate,CA,92102,Golf,32.74540329,-117.1870346,Rusia,10911,10/25/2016 0:17,3,150,132,Eastern Europe,SUSPECTED_FRAUD,502,Nike Men's Dri-FIT Victory Golf Polo,50,10/31/2016 0:17,Standard Class
TRANSFER,104.3700027,Shipping canceled,Shop By Sport,Corporate,NY,10011,Golf,40.73928452,-73.99893189,Francia,9002,9/1/2017 1:05,3,119.9700012,104.3700027,Western Europe,SUSPECTED_FRAUD,627,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,9/4/2017 1:05,Standard Class
TRANSFER,112.5,Shipping canceled,Women's Apparel,Corporate,CA,92117,Golf,32.77581406,-117.135437,Alemania,2093,7/27/2015 23:00,3,150,112.5,Western Europe,SUSPECTED_FRAUD,502,Nike Men's Dri-FIT Victory Golf Polo,50,7/30/2015 23:00,Standard Class
TRANSFER,147.3899994,Shipping canceled,Electronics,Corporate,IL,60608,Outdoors,41.77154923,-87.61355591,Bélgica,7281,7/28/2015 23:31,3,155.9700012,147.3899994,Western Europe,SUSPECTED_FRAUD,823,Titleist Pro V1x High Numbers Personalized Go,51.99000168,7/31/2015 23:31,Standard Class
TRANSFER,293.9700012,Shipping canceled,Cardio Equipment,Corporate,CA,90255,Footwear,33.97763825,-118.2206879,Panamá,5175,5/10/2017 18:03,3,299.9700012,293.9700012,Central America,CANCELED,191,Nike Men's Free 5.0+ Running Shoe,99.98999786,5/12/2017 18:03,Standard Class
TRANSFER,293.9700012,Shipping canceled,Cardio Equipment,Corporate,CA,95008,Footwear,37.28808594,-121.9490814,México,1378,3/26/2015 7:35,3,299.9700012,293.9700012,Central America,CANCELED,191,Nike Men's Free 5.0+ Running Shoe,99.98999786,3/29/2015 7:35,Standard Class
TRANSFER,174.5700073,Shipping canceled,Cleats,Corporate,TX,77479,Apparel,29.58740234,-95.61246491,Nicaragua,10100,2/6/2015 15:00,3,179.9700012,174.5700073,Central America,CANCELED,365,Perfect Fitness Perfect Rip Deck,59.99000168,2/12/2015 15:00,Standard Class
TRANSFER,105.5699997,Shipping canceled,Shop By Sport,Corporate,CA,92802,Golf,33.81289673,-117.9363785,Argentina,1314,2/7/2015 17:59,3,119.9700012,105.5699997,South America,CANCELED,627,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,2/10/2015 17:59,Standard Class
TRANSFER,95.98000336,Shipping canceled,Shop By Sport,Corporate,NY,10003,Golf,40.73124313,-73.98880768,Ecuador,6222,1/26/2015 21:51,3,119.9700012,95.98000336,South America,CANCELED,627,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,1/28/2015 21:51,Standard Class
TRANSFER,55.77000046,Shipping canceled,Golf Balls,Corporate,NJ,7470,Outdoors,39.96281815,-75.05174255,Cuba,7975,1/19/2017 16:38,3,59.97000122,55.77000046,Caribbean,CANCELED,804,Glove It Women's Imperial Golf Glove,19.98999977,1/23/2017 16:38,Standard Class
TRANSFER,35.97999954,Shipping canceled,Trade-In,Corporate,CA,95616,Outdoors,38.54666138,-121.7412109,México,7268,3/5/2015 13:02,3,47.97000122,35.97999954,Central America,CANCELED,924,Glove It Urban Brick Golf Towel,15.98999977,3/10/2015 13:02,Standard Class
TRANSFER,296.9700012,Advance shipping,Cardio Equipment,Corporate,CA,95076,Footwear,37.05044556,-121.7598801,Honduras,3645,6/11/2017 8:33,3,299.9700012,296.9700012,Central America,PENDING,191,Nike Men's Free 5.0+ Running Shoe,99.98999786,6/13/2017 8:33,Standard Class
TRANSFER,89.09999847,Shipping on time,Cardio Equipment,Corporate,HI,96817,Footwear,21.32156754,-157.8721771,Honduras,4402,5/25/2015 16:36,3,90,89.09999847,Central America,PENDING,172,Nike Women's Tempo Shorts,30,5/29/2015 16:36,Standard Class
TRANSFER,296.9700012,Shipping on time,Cardio Equipment,Corporate,SC,29730,Footwear,34.88773346,-81.04732513,Argentina,7370,4/3/2015 13:53,3,299.9700012,296.9700012,South America,PENDING,191,Nike Men's Free 5.0+ Running Shoe,99.98999786,4/7/2015 13:53,Standard Class
TRANSFER,293.9700012,Shipping on time,Cardio Equipment,Corporate,IL,60622,Footwear,41.89548111,-87.68524933,México,2778,4/9/2015 3:00,3,299.9700012,293.9700012,Central America,PENDING,191,Nike Men's Free 5.0+ Running Shoe,99.98999786,4/13/2015 3:00,Standard Class
TRANSFER,293.9700012,Advance shipping,Cardio Equipment,Corporate,NM,87112,Footwear,35.08756256,-106.6438065,Brasil,6873,2/20/2017 1:32,3,299.9700012,293.9700012,South America,PENDING,191,Nike Men's Free 5.0+ Running Shoe,99.98999786,2/23/2017 1:32,Standard Class
TRANSFER,284.9700012,Advance shipping,Cardio Equipment,Corporate,CA,90047,Footwear,33.94351959,-118.3103256,Honduras,6232,5/16/2017 0:32,3,299.9700012,284.9700012,Central America,PENDING,191,Nike Men's Free 5.0+ Running Shoe,99.98999786,5/19/2017 0:32,Standard Class
TRANSFER,260.9700012,Late delivery,Cardio Equipment,Corporate,NC,27410,Footwear,35.9031601,-79.62404633,Guatemala,7710,1/5/2015 21:00,3,299.9700012,260.9700012,Central America,PENDING,191,Nike Men's Free 5.0+ Running Shoe,99.98999786,1/11/2015 21:00,Standard Class
TRANSFER,114.7200012,Advance shipping,Electronics,Corporate,NJ,7960,Footwear,40.80119324,-74.48561096,México,289,1/2/2015 21:53,3,134.9700012,114.7200012,Central America,PENDING,278,Under Armour Men's Compression EV SL Slide,44.99000168,1/5/2015 21:53,Standard Class
TRANSFER,248.9799957,Late delivery,Cardio Equipment,Corporate,CA,91790,Footwear,34.0700798,-117.9371948,República Dominicana,6187,2/20/2015 15:20,3,299.9700012,248.9799957,Caribbean,PENDING,191,Nike Men's Free 5.0+ Running Shoe,99.98999786,2/26/2015 15:20,Standard Class
TRANSFER,245.9799957,Advance shipping,Cardio Equipment,Corporate,FL,32825,Footwear,28.55625916,-81.27587128,Cuba,12055,5/6/2017 0:12,3,299.9700012,245.9799957,Caribbean,PENDING,191,Nike Men's Free 5.0+ Running Shoe,99.98999786,5/8/2017 0:12,Standard Class
TRANSFER,245.9799957,Late delivery,Cardio Equipment,Corporate,TX,78520,Footwear,25.94647598,-97.42303467,Brasil,8455,3/6/2017 11:40,3,299.9700012,245.9799957,South America,PENDING,191,Nike Men's Free 5.0+ Running Shoe,99.98999786,3/12/2017 11:40,Standard Class
TRANSFER,239.9799957,Late delivery,Cardio Equipment,Corporate,OH,44077,Footwear,41.72412872,-81.24591065,Honduras,1891,5/19/2017 22:04,3,299.9700012,239.9799957,Central America,PENDING,191,Nike Men's Free 5.0+ Running Shoe,99.98999786,5/24/2017 22:04,Standard Class
TRANSFER,239.9799957,Late delivery,Cardio Equipment,Corporate,MD,20744,Footwear,42.3069191,-88.8275528,Chile,445,5/26/2017 22:35,3,299.9700012,239.9799957,South America,PENDING,191,Nike Men's Free 5.0+ Running Shoe,99.98999786,6/1/2017 22:35,Standard Class
TRANSFER,224.9799957,Shipping on time,Cardio Equipment,Corporate,NY,10452,Footwear,40.83680344,-73.92155457,México,5083,2/26/2017 15:32,3,299.9700012,224.9799957,Central America,PENDING,191,Nike Men's Free 5.0+ Running Shoe,99.98999786,3/2/2017 15:32,Standard Class
TRANSFER,178.1699982,Shipping on time,Cleats,Corporate,PA,15601,Apparel,40.3028183,-79.54406738,Brasil,9921,3/8/2017 6:46,3,179.9700012,178.1699982,South America,PENDING,365,Perfect Fitness Perfect Rip Deck,59.99000168,3/12/2017 6:46,Standard Class
TRANSFER,176.3699951,Late delivery,Cleats,Corporate,UT,84084,Apparel,40.62195587,-111.9332733,Brasil,2021,1/20/2017 12:36,3,179.9700012,176.3699951,South America,PENDING,365,Perfect Fitness Perfect Rip Deck,59.99000168,1/26/2017 12:36,Standard Class
TRANSFER,174.5700073,Advance shipping,Cleats,Corporate,CA,90703,Apparel,33.84814072,-118.0937958,Nicaragua,518,4/28/2017 6:31,3,179.9700012,174.5700073,Central America,PENDING,365,Perfect Fitness Perfect Rip Deck,59.99000168,4/30/2017 6:31,Standard Class
TRANSFER,172.7700043,Late delivery,Cleats,Corporate,CA,91767,Apparel,34.0863266,-117.9595337,México,656,1/26/2015 19:24,3,179.9700012,172.7700043,Central America,PENDING,365,Perfect Fitness Perfect Rip Deck,59.99000168,1/31/2015 19:24,Standard Class
TRANSFER,172.7700043,Advance shipping,Cleats,Corporate,CA,90024,Apparel,34.06435013,-118.437088,Brasil,3295,2/2/2017 19:46,3,179.9700012,172.7700043,South America,PENDING,365,Perfect Fitness Perfect Rip Deck,59.99000168,2/4/2017 19:46,Standard Class
TRANSFER,170.9700012,Advance shipping,Cleats,Corporate,NY,10003,Apparel,40.73124313,-73.98880768,Honduras,6222,2/15/2017 3:49,3,179.9700012,170.9700012,Central America,PENDING,365,Perfect Fitness Perfect Rip Deck,59.99000168,2/17/2017 3:49,Standard Class
TRANSFER,170.9700012,Shipping on time,Cleats,Corporate,AZ,85282,Apparel,33.40329361,-111.9140549,Brasil,3639,3/22/2015 5:50,3,179.9700012,170.9700012,South America,PENDING,365,Perfect Fitness Perfect Rip Deck,59.99000168,3/26/2015 5:50,Standard Class
TRANSFER,170.0700073,Advance shipping,Cleats,Corporate,NY,11226,Apparel,40.64759827,-73.95845795,Brasil,6271,1/26/2017 14:21,3,179.9700012,170.0700073,South America,PENDING,365,Perfect Fitness Perfect Rip Deck,59.99000168,1/28/2017 14:21,Standard Class
TRANSFER,167.3699951,Late delivery,Cleats,Corporate,NJ,8854,Apparel,40.57566834,-74.45444489,México,1607,3/7/2017 1:41,3,179.9700012,167.3699951,Central America,PENDING,365,Perfect Fitness Perfect Rip Deck,59.99000168,3/13/2017 1:41,Standard Class
TRANSFER,167.3699951,Advance shipping,Cleats,Corporate,GA,30080,Apparel,32.95944214,-96.76813507,Argentina,616,2/10/2017 15:33,3,179.9700012,167.3699951,South America,PENDING,365,Perfect Fitness Perfect Rip Deck,59.99000168,2/13/2017 15:33,Standard Class
TRANSFER,167.3699951,Late delivery,Cleats,Corporate,IL,61265,Apparel,41.47153473,-90.51631165,Brasil,6301,5/25/2017 9:27,3,179.9700012,167.3699951,South America,PENDING,365,Perfect Fitness Perfect Rip Deck,59.99000168,5/30/2017 9:27,Standard Class
TRANSFER,163.7700043,Advance shipping,Cleats,Corporate,CA,91910,Apparel,32.63767242,-117.0667648,México,6480,1/28/2015 2:14,3,179.9700012,163.7700043,Central America,PENDING,365,Perfect Fitness Perfect Rip Deck,59.99000168,1/31/2015 2:14,Standard Class
TRANSFER,163.7700043,Advance shipping,Cleats,Corporate,NJ,7960,Apparel,40.80119324,-74.48561096,México,289,1/2/2015 21:53,3,179.9700012,163.7700043,Central America,PENDING,365,Perfect Fitness Perfect Rip Deck,59.99000168,1/5/2015 21:53,Standard Class
TRANSFER,161.9700012,Shipping on time,Cleats,Corporate,GA,30058,Apparel,33.71007919,-84.11247253,República Dominicana,4618,4/30/2017 17:01,3,179.9700012,161.9700012,Caribbean,PENDING,365,Perfect Fitness Perfect Rip Deck,59.99000168,5/4/2017 17:01,Standard Class
TRANSFER,156.5700073,Advance shipping,Cleats,Corporate,TX,75227,Apparel,32.77589798,-96.68588257,Cuba,1836,5/31/2017 1:23,3,179.9700012,156.5700073,Caribbean,PENDING,365,Perfect Fitness Perfect Rip Deck,59.99000168,6/3/2017 1:23,Standard Class
TRANSFER,156.5700073,Late delivery,Cleats,Corporate,TN,37130,Apparel,35.76424408,-86.34119415,México,11463,5/23/2015 16:16,3,179.9700012,156.5700073,Central America,PENDING,365,Perfect Fitness Perfect Rip Deck,59.99000168,5/29/2015 16:16,Standard Class
TRANSFER,152.9700012,Advance shipping,Cleats,Corporate,CA,91733,Apparel,34.0472908,-118.0503235,Venezuela,5534,3/30/2017 17:35,3,179.9700012,152.9700012,South America,PENDING,365,Perfect Fitness Perfect Rip Deck,59.99000168,4/1/2017 17:35,Standard Class
TRANSFER,149.3800049,Late delivery,Cleats,Corporate,AZ,85301,Apparel,33.53844833,-112.1977921,República Dominicana,4732,3/20/2017 2:53,3,179.9700012,149.3800049,Caribbean,PENDING,365,Perfect Fitness Perfect Rip Deck,59.99000168,3/25/2017 2:53,Standard Class
TRANSFER,147.5800018,Late delivery,Cleats,Corporate,CA,92117,Apparel,32.77581406,-117.135437,Cuba,2093,3/20/2015 14:15,3,179.9700012,147.5800018,Caribbean,PENDING,365,Perfect Fitness Perfect Rip Deck,59.99000168,3/26/2015 14:15,Standard Class
TRANSFER,143.9799957,Shipping on time,Cleats,Corporate,CA,92111,Apparel,32.7794342,-117.1718597,Colombia,10126,2/3/2015 10:59,3,179.9700012,143.9799957,South America,PENDING,365,Perfect Fitness Perfect Rip Deck,59.99000168,2/7/2015 10:59,Standard Class
TRANSFER,143.9799957,Late delivery,Cleats,Corporate,CA,91733,Apparel,34.0500412,-118.0595932,Brasil,9352,1/24/2015 11:42,3,179.9700012,143.9799957,South America,PENDING,365,Perfect Fitness Perfect Rip Deck,59.99000168,1/30/2015 11:42,Standard Class
TRANSFER,119.9700012,Late delivery,Shop By Sport,Corporate,MA,2124,Golf,42.29180145,-71.0724411,República Dominicana,1083,5/3/2017 0:01,3,119.9700012,119.9700012,Caribbean,PENDING,627,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,5/9/2017 0:01,Standard Class
TRANSFER,150,Late delivery,Women's Apparel,Corporate,CA,92503,Golf,33.94258881,-117.4573898,República Dominicana,4825,3/27/2015 21:04,3,150,150,Caribbean,PENDING,502,Nike Men's Dri-FIT Victory Golf Polo,50,4/1/2015 21:04,Standard Class
TRANSFER,118.7699966,Advance shipping,Shop By Sport,Corporate,CA,93230,Golf,36.33087921,-119.6439438,República Dominicana,7282,1/4/2015 3:19,3,119.9700012,118.7699966,Caribbean,PENDING,627,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,1/6/2015 3:19,Standard Class
TRANSFER,118.7699966,Advance shipping,Shop By Sport,Corporate,NY,11218,Golf,40.64086914,-73.94238281,México,11405,4/9/2017 3:55,3,119.9700012,118.7699966,Central America,PENDING,627,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,4/12/2017 3:55,Standard Class
TRANSFER,117.5699997,Advance shipping,Shop By Sport,Corporate,UT,84118,Golf,40.65987396,-112.0028687,México,9678,3/28/2017 21:48,3,119.9700012,117.5699997,Central America,PENDING,627,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,3/30/2017 21:48,Standard Class
TRANSFER,145.5,Advance shipping,Women's Apparel,Corporate,NY,11218,Golf,40.64086914,-73.94238281,México,11405,4/9/2017 3:55,3,150,145.5,Central America,PENDING,502,Nike Men's Dri-FIT Victory Golf Polo,50,4/12/2017 3:55,Standard Class
TRANSFER,145.5,Shipping on time,Women's Apparel,Corporate,PA,15601,Golf,40.3028183,-79.54406738,Brasil,9921,3/8/2017 6:46,3,150,145.5,South America,PENDING,502,Nike Men's Dri-FIT Victory Golf Polo,50,3/12/2017 6:46,Standard Class
TRANSFER,144,Advance shipping,Women's Apparel,Corporate,GA,30083,Golf,33.81931305,-84.17552948,El Salvador,11409,4/9/2017 3:34,3,150,144,Central America,PENDING,502,Nike Men's Dri-FIT Victory Golf Polo,50,4/11/2017 3:34,Standard Class
TRANSFER,144,Advance shipping,Women's Apparel,Corporate,NY,11219,Golf,40.63466263,-73.99480438,México,4470,6/4/2017 22:24,3,150,144,Central America,PENDING,502,Nike Men's Dri-FIT Victory Golf Polo,50,6/6/2017 22:24,Standard Class
TRANSFER,144,Advance shipping,Women's Apparel,Corporate,TX,75216,Golf,32.71627045,-96.76869202,Brasil,5017,1/9/2015 4:32,3,150,144,South America,PENDING,502,Nike Men's Dri-FIT Victory Golf Polo,50,1/12/2015 4:32,Standard Class
TRANSFER,142.5,Advance shipping,Women's Apparel,Corporate,NY,10473,Golf,40.81995392,-73.86433411,República Dominicana,8204,4/3/2017 6:01,3,150,142.5,Caribbean,PENDING,502,Nike Men's Dri-FIT Victory Golf Polo,50,4/6/2017 6:01,Standard Class
TRANSFER,142.5,Advance shipping,Women's Apparel,Corporate,CA,91790,Golf,34.0547142,-117.9447479,El Salvador,11133,4/25/2017 17:33,3,150,142.5,Central America,PENDING,502,Nike Men's Dri-FIT Victory Golf Polo,50,4/28/2017 17:33,Standard Class
TRANSFER,142.5,Late delivery,Women's Apparel,Corporate,NY,11372,Golf,34.06508637,-117.7450943,Nicaragua,618,1/4/2015 7:52,3,150,142.5,Central America,PENDING,502,Nike Men's Dri-FIT Victory Golf Polo,50,1/9/2015 7:52,Standard Class
TRANSFER,142.5,Shipping on time,Women's Apparel,Corporate,LA,70570,Golf,30.67191315,-92.22214508,Brasil,8545,5/23/2015 10:18,3,150,142.5,South America,PENDING,502,Nike Men's Dri-FIT Victory Golf Polo,50,5/27/2015 10:18,Standard Class
TRANSFER,111.5699997,Advance shipping,Shop By Sport,Corporate,GA,30281,Golf,33.59558106,-84.11157227,República Dominicana,8911,4/8/2015 10:32,3,119.9700012,111.5699997,Caribbean,PENDING,627,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,4/10/2015 10:32,Standard Class
TRANSFER,83.69999695,Late delivery,Girls' Apparel,Corporate,IL,60609,Golf,41.80830002,-87.66905975,Honduras,8491,4/20/2017 22:59,3,90,83.69999695,Central America,PENDING,564,Nike Men's Deutschland Weltmeister Winners Bl,30,4/26/2017 22:59,Standard Class
TRANSFER,136.5,Advance shipping,Women's Apparel,Corporate,OH,44870,Golf,40.81797409,-83.29694367,República Dominicana,2649,3/26/2017 0:05,3,150,136.5,Caribbean,PENDING,502,Nike Men's Dri-FIT Victory Golf Polo,50,3/29/2017 0:05,Standard Class
