Sales per customer,Delivery Status,Customer Zipcode,Order Country
153.5599976,Late delivery,75216,Reino Unido
190,Late delivery,85201,Hungría
190,Late delivery,77379,Reino Unido
190,Shipping on time,94587,España
190,Advance shipping,90620,Alemania
190,Late delivery,27514,Francia
151.1600037,Late delivery,60120,Alemania
189,Advance shipping,91941,Francia
189,Advance shipping,48843,Alemania
189,Shipping on time,17055,Alemania
189,Late delivery,76116,Francia
186,Advance shipping,78666,Reino Unido
148.7599945,Advance shipping,21740,Italia
148.7599945,Late delivery,10024,Alemania
186,Late delivery,90002,Alemania
186,Late delivery,11691,Francia
182,Advance shipping,10009,Alemania
182,Advance shipping,23452,Bélgica
143.9600067,Late delivery,48066,Francia
176,Advance shipping,96789,Suecia
176,Shipping on time,97303,España
140.7599945,Late delivery,92701,Austria
176,Late delivery,91730,Alemania
135.9700012,Late delivery,45601,Bosnia y Herzegovina
135.9700012,Late delivery,21502,Francia
170,Advance shipping,55124,Alemania
170,Advance shipping,45011,Austria
134.3699951,Shipping on time,43230,Reino Unido
168,Advance shipping,91977,Reino Unido
166,Advance shipping,91977,Reino Unido
166,Late delivery,92324,Alemania
166,Advance shipping,32308,Austria
166,Late delivery,33614,Francia
166,Late delivery,11203,Francia
166,Late delivery,75228,Francia
127.9700012,Advance shipping,85033,Francia
127.9700012,Shipping on time,14580,Alemania
150,Advance shipping,92126,República Checa
210,Advance shipping,11218,Lituania
150,Advance shipping,92553,Reino Unido
150,Late delivery,60126,Suecia
150,Shipping on time,63116,España
97.95999908,Advance shipping,91405,Francia
94.45999908,Advance shipping,96797,Alemania
71.95999908,Advance shipping,48187,Reino Unido
167.0099945,Late delivery,77379,Reino Unido
84.97000122,Late delivery,91761,Francia
82.97000122,Shipping on time,23455,España
170.5299988,Advance shipping,92126,República Checa
155.9700012,Late delivery,66062,Italia
74.97000122,Late delivery,92647,Francia
155.9700012,Late delivery,75080,Francia
399.9599915,Late delivery,93277,Italia
391.9599915,Advance shipping,96822,Francia
387.9599915,Late delivery,89103,Reino Unido
371.9599915,Late delivery,20783,Países Bajos
327.9700012,Advance shipping,92024,Reino Unido
319.9700012,Late delivery,92833,España
239.9600067,Late delivery,93277,Italia
227.9600067,Late delivery,33511,Reino Unido
226.7599945,Advance shipping,90813,Italia
226.7599945,Advance shipping,7093,Alemania
223.1600037,Late delivery,76201,Francia
218.3600006,Late delivery,76201,Francia
179.9700012,Advance shipping,46307,Francia
120,Shipping on time,33312,Reino Unido
194,Shipping on time,20009,Alemania
194,Late delivery,23452,Países Bajos
192,Late delivery,38127,Rumania
192,Late delivery,20020,Italia
151.1600037,Late delivery,60637,Francia
145.5599976,Advance shipping,60506,Francia
143.9600067,Advance shipping,60506,Francia
174,Advance shipping,60619,Francia
160,Advance shipping,90047,Francia
61.40000153,Late delivery,92507,Francia
115.1600037,Late delivery,85345,Bulgaria
127.9599991,Advance shipping,44136,México
391.9599915,Advance shipping,76180,México
387.9599915,Advance shipping,38116,Cuba
213.2799988,Shipping on time,60126,Honduras
383.9599915,Shipping on time,38109,México
383.9599915,Advance shipping,84119,Panamá
379.9599915,Late delivery,60411,República Dominicana
379.9599915,Shipping on time,11237,Cuba
379.9599915,Late delivery,93307,México
379.9599915,Shipping on time,91767,Honduras
379.9599915,Advance shipping,28205,Panamá
377.9599915,Late delivery,20019,Guatemala
132.2599945,Shipping on time,11385,México
371.9599915,Advance shipping,11212,Cuba
116.4400024,Advance shipping,48103,Colombia
351.9599915,Late delivery,90016,El Salvador
347.9700012,Advance shipping,60624,Cuba
339.9700012,Advance shipping,11355,Cuba
339.9700012,Shipping on time,60637,Brasil
339.9700012,Shipping on time,48187,Brasil
339.9700012,Late delivery,8302,Brasil
339.9700012,Advance shipping,77478,Argentina
335.9700012,Late delivery,13760,México
331.9700012,Advance shipping,90026,México
331.9700012,Shipping on time,70570,México
106.2099991,Advance shipping,89101,México
331.9700012,Late delivery,92346,Brasil
331.9700012,Shipping on time,90004,Brasil
327.9700012,Shipping on time,75231,Jamaica
327.9700012,Advance shipping,33594,Brasil
96,Shipping on time,11237,Brasil
299.9700012,Late delivery,92024,Honduras
299.9700012,Late delivery,33015,Guatemala
299.9700012,Shipping on time,19446,México
239.9600067,Advance shipping,93307,Cuba
239.9600067,Late delivery,96822,México
239.9600067,Advance shipping,44136,México
239.9600067,Shipping on time,30022,Perú
239.9600067,Advance shipping,10128,Brasil
237.5599976,Advance shipping,49201,República Dominicana
237.5599976,Shipping on time,85345,México
237.5599976,Late delivery,44136,Honduras
237.5599976,Late delivery,33186,Colombia
237.5599976,Shipping on time,48185,Colombia
235.1600037,Late delivery,11434,Nicaragua
235.1600037,Shipping on time,11550,Brasil
230.3600006,Advance shipping,33312,República Dominicana
230.3600006,Advance shipping,60632,Nicaragua
230.3600006,Late delivery,48858,México
227.9600067,Advance shipping,6082,México
227.9600067,Late delivery,48213,México
227.9600067,Late delivery,44136,México
226.7599945,Late delivery,60426,El Salvador
226.7599945,Advance shipping,97405,Panamá
223.1600037,Shipping on time,11237,Cuba
218.3600006,Advance shipping,48126,Honduras
211.1600037,Advance shipping,91765,Nicaragua
211.1600037,Shipping on time,95112,Brasil
208.7700043,Advance shipping,90255,Argentina
208.7700043,Advance shipping,88201,Ecuador
203.9700012,Advance shipping,95014,República Dominicana
203.9700012,Advance shipping,91352,Panamá
203.9700012,Advance shipping,90255,Argentina
203.9700012,Advance shipping,65203,Argentina
201.5700073,Shipping on time,90650,Cuba
201.5700073,Advance shipping,93906,El Salvador
201.5700073,Advance shipping,7470,Guatemala
199.1699982,Advance shipping,92557,México
199.1699982,Late delivery,93003,México
199.1699982,Advance shipping,90247,Brasil
196.7700043,Shipping on time,1844,Cuba
196.7700043,Late delivery,19382,Cuba
196.7700043,Late delivery,85281,Panamá
196.7700043,Late delivery,19145,Colombia
191.9700012,Shipping on time,94533,México
191.9700012,Advance shipping,10472,El Salvador
191.9700012,Advance shipping,29730,México
191.9700012,Advance shipping,10472,Brasil
179.9700012,Shipping on time,91605,Cuba
179.9700012,Late delivery,92780,México
179.9700012,Late delivery,93307,México
179.9700012,Late delivery,90002,Panamá
179.9700012,Advance shipping,33624,Guatemala
159.9600067,Late delivery,30022,México
200,Advance shipping,80010,Nicaragua
200,Advance shipping,27502,Guatemala
198,Late delivery,92701,Martinica
277.2000122,Advance shipping,92691,Nicaragua
158.3600006,Late delivery,48213,México
198,Advance shipping,11209,Brasil
156.7599945,Late delivery,30318,México
196,Late delivery,11204,El Salvador
98,Shipping on time,20783,Perú
117.5999985,Shipping on time,6511,Brasil
196,Late delivery,49201,Argentina
194,Late delivery,44136,Honduras
194,Advance shipping,97303,México
194,Late delivery,90262,Brasil
194,Advance shipping,11368,Venezuela
192,Advance shipping,77478,República Dominicana
192,Shipping on time,90032,El Salvador
192,Late delivery,11229,México
192,Late delivery,95206,Brasil
192,Advance shipping,28540,Brasil
192,Late delivery,37211,Brasil
151.9600067,Advance shipping,19143,Guatemala
190,Late delivery,10457,Panamá
264.6000061,Advance shipping,17404,República Dominicana
151.1600037,Late delivery,33549,México
151.1600037,Late delivery,60120,México
151.1600037,Advance shipping,43230,El Salvador
189,Late delivery,93307,México
189,Advance shipping,78666,Honduras
189,Late delivery,60126,Venezuela
148.7599945,Late delivery,10031,Colombia
186,Advance shipping,91761,Brasil
186,Advance shipping,80906,Chile
186,Advance shipping,77478,Argentina
186,Advance shipping,54601,Uruguay
145.5599976,Shipping on time,18103,Guatemala
182,Advance shipping,33549,Brasil
90,Advance shipping,48224,México
143.9600067,Shipping on time,78840,Honduras
180,Late delivery,92833,El Salvador
180,Late delivery,33177,Brasil
180,Shipping on time,11372,Brasil
176,Late delivery,8302,Brasil
139.1699982,Late delivery,91351,Cuba
139.1699982,Late delivery,92704,El Salvador
139.1699982,Advance shipping,91761,Brasil
139.1699982,Advance shipping,33015,Chile
139.1699982,Late delivery,40214,Argentina
135.9700012,Late delivery,8701,El Salvador
170,Late delivery,60625,Honduras
170,Advance shipping,60632,Nicaragua
170,Advance shipping,30080,Brasil
168,Advance shipping,10467,República Dominicana
168,Shipping on time,45840,México
166,Late delivery,91801,República Dominicana
164,Advance shipping,90026,República Dominicana
164,Advance shipping,88005,Cuba
164,Shipping on time,77083,República Dominicana
131.1699982,Advance shipping,90003,El Salvador
131.1699982,Late delivery,92024,Honduras
164,Advance shipping,90003,El Salvador
131.1699982,Advance shipping,11220,Brasil
160,Late delivery,14120,República Dominicana
160,Late delivery,33063,Brasil
160,Late delivery,30032,Colombia
160,Late delivery,78040,Colombia
119.9700012,Shipping on time,92701,Nicaragua
119.9700012,Shipping on time,11208,Nicaragua
150,Shipping on time,11385,El Salvador
150,Advance shipping,91402,Argentina
87.08000183,Late delivery,23503,México
96.95999908,Advance shipping,97405,Brasil
184.2799988,Advance shipping,33068,Cuba
199.6399994,Late delivery,60647,Panamá
196.5200043,Late delivery,23503,México
119,Late delivery,91910,México
178.5200043,Advance shipping,95823,Colombia
89.95999908,Late delivery,30331,El Salvador
174.6900024,Advance shipping,11218,Honduras
82.97000122,Advance shipping,44136,México
155.9700012,Advance shipping,92627,Nicaragua
59.97000122,Advance shipping,91352,Panamá
47.97000122,Advance shipping,89030,Panamá
118.7600021,Advance shipping,10467,República Dominicana
348.480011,Advance shipping,90247,Brasil
99.5699997,Late delivery,37042,Honduras
399.9599915,Shipping on time,45011,Argentina
339.9700012,Advance shipping,93033,Guatemala
232.7599945,Advance shipping,60085,Guatemala
232.7599945,Advance shipping,44136,México
227.9600067,Advance shipping,1960,México
226.7599945,Late delivery,90220,Venezuela
199.1699982,Advance shipping,98115,México
191.9700012,Shipping on time,76106,México
159.9600067,Late delivery,85022,Honduras
159.9600067,Shipping on time,19131,El Salvador
200,Late delivery,27834,México
158.3600006,Late delivery,77084,México
198,Late delivery,78666,Panamá
151.9600067,Late delivery,38111,Brasil
148.7599945,Shipping on time,84120,México
145.5599976,Shipping on time,90037,Brasil
140.7599945,Shipping on time,78223,Martinica
168,Late delivery,94110,Brasil
166,Late delivery,55104,Guatemala
119.9700012,Late delivery,44105,Guatemala
150,Advance shipping,44136,México
201.7200012,Shipping on time,75149,El Salvador
94.95999908,Shipping on time,91343,República Dominicana
178.5200043,Shipping on time,10461,República Dominicana
119,Late delivery,63136,Brasil
97.95999908,Late delivery,1844,Australia
156.5700073,Shipping on time,21215,Australia
399.9599915,Late delivery,48185,Georgia
399.9599915,Advance shipping,10453,Irak
395.9599915,Advance shipping,97405,Australia
178.1600037,Advance shipping,93030,Australia
395.9599915,Advance shipping,97007,Irán
391.9599915,Advance shipping,92345,Filipinas
391.9599915,Late delivery,10466,Filipinas
391.9599915,Shipping on time,95051,Turquía
387.9599915,Late delivery,91402,Australia
122.8399963,Late delivery,89123,Indonesia
379.9599915,Late delivery,60639,China
377.9599915,Late delivery,27406,Irak
371.9599915,Advance shipping,21218,Irak
359.9599915,Advance shipping,78521,Australia
197.8899994,Late delivery,27406,Irak
351.9599915,Late delivery,19131,Indonesia
347.9700012,Shipping on time,27511,Turquía
335.9700012,Advance shipping,95240,China
335.9700012,Advance shipping,60609,Vietnam
335.9700012,Advance shipping,89115,Singapur
335.9700012,Shipping on time,11434,Indonesia
92.93000031,Late delivery,7305,Australia
331.9700012,Advance shipping,95240,India
331.9700012,Late delivery,76106,Bangladés
319.9700012,Late delivery,92057,Turquía
299.9700012,Advance shipping,32308,India
237.5599976,Late delivery,60435,India
237.5599976,Advance shipping,53511,Israel
232.7599945,Advance shipping,23503,Australia
230.3600006,Late delivery,98031,Kazajistán
230.3600006,Late delivery,30281,Japón
226.7599945,Late delivery,90001,China
226.7599945,Late delivery,60640,China
226.7599945,Advance shipping,20854,India
218.3600006,Advance shipping,30281,China
218.3600006,Late delivery,78840,India
218.3600006,Advance shipping,48213,Irak
215.9600067,Advance shipping,40475,Australia
211.1600037,Late delivery,90026,India
211.1600037,Shipping on time,33010,India
208.7700043,Advance shipping,91605,Nueva Zelanda
208.7700043,Late delivery,90026,India
203.9700012,Shipping on time,91765,Australia
203.9700012,Advance shipping,95340,Australia
203.9700012,Late delivery,90026,India
203.9700012,Advance shipping,92410,Filipinas
203.9700012,Late delivery,33068,Indonesia
201.5700073,Shipping on time,91702,Azerbaiyán
201.5700073,Advance shipping,11215,Turquía
199.1699982,Advance shipping,79936,China
199.1699982,Advance shipping,90745,Australia
199.1699982,Late delivery,2151,Australia
196.7700043,Late delivery,90065,Japón
196.7700043,Late delivery,2151,Australia
196.7700043,Advance shipping,48093,Australia
196.7700043,Late delivery,43055,Turquía
191.9700012,Advance shipping,60506,Irán
179.9700012,Advance shipping,30907,China
179.9700012,Shipping on time,97402,Australia
159.9600067,Late delivery,10472,Nueva Zelanda
200,Late delivery,60120,Australia
200,Late delivery,91402,India
198,Late delivery,33068,Indonesia
198,Shipping on time,84010,Turquía
117.5999985,Advance shipping,60620,China
196,Shipping on time,93257,China
196,Shipping on time,2135,China
196,Advance shipping,10461,China
196,Late delivery,96822,Irán
196,Shipping on time,10003,Irán
156.7599945,Late delivery,90033,Indonesia
155.1600037,Advance shipping,92701,Australia
194,Shipping on time,63116,Nueva Zelanda
194,Late delivery,23455,Afganistán
155.1600037,Late delivery,77469,Filipinas
194,Shipping on time,60426,Indonesia
194,Shipping on time,1841,Indonesia
155.1600037,Late delivery,92064,Turquía
155.1600037,Advance shipping,48205,Turquía
194,Advance shipping,90262,Irak
153.5599976,Shipping on time,76133,Australia
190,Advance shipping,21228,Irán
190,Shipping on time,84119,Irán
190,Late delivery,28645,Camboya
186,Late delivery,92630,China
186,Advance shipping,76106,Indonesia
186,Late delivery,29730,Arabia Saudí
182,Late delivery,7305,Australia
145.5599976,Late delivery,27406,Irak
143.9600067,Shipping on time,84119,Irán
180,Advance shipping,48205,Turquía
140.7599945,Advance shipping,37013,China
140.7599945,Late delivery,30135,India
140.7599945,Shipping on time,91767,Singapur
311.3599854,Shipping on time,60056,India
321.2000122,Late delivery,75220,China
298.25,Late delivery,91402,Singapur
321.2000122,Shipping on time,2135,Afganistán
268.7600098,Late delivery,91702,Indonesia
262.2000122,Late delivery,90813,Indonesia
294.980011,Shipping on time,11212,Australia
309.7200012,Late delivery,63301,India
321.2000122,Late delivery,85345,India
309.7200012,Late delivery,8021,Indonesia
304.8099976,Late delivery,38127,Indonesia
311.3599854,Late delivery,91702,Singapur
304.8099976,Late delivery,28645,China
304.8099976,Shipping on time,46226,China
288.4200134,Late delivery,10029,Australia
262.2000122,Advance shipping,10040,Indonesia
317.9200134,Shipping on time,93065,Australia
294.980011,Late delivery,70570,Australia
317.9200134,Shipping on time,33165,China
311.3599854,Advance shipping,60651,Australia
298.25,Shipping on time,48187,Pakistán
268.7600098,Advance shipping,11419,Indonesia
327.75,Advance shipping,95020,India
314.6400146,Advance shipping,28645,India
309.7200012,Late delivery,97321,India
272.0299988,Advance shipping,90745,Australia
309.7200012,Advance shipping,6082,China
298.25,Late delivery,90043,India
288.4200134,Late delivery,95351,Myanmar (Birmania)
321.2000122,Shipping on time,11375,Myanmar (Birmania)
268.7600098,Late delivery,93307,Indonesia
327.75,Late delivery,33165,Vietnam
321.2000122,Advance shipping,60651,China
298.25,Advance shipping,92126,China
327.75,Late delivery,97402,China
324.4700012,Advance shipping,14094,Indonesia
311.3599854,Shipping on time,90022,Indonesia
309.7200012,Late delivery,11236,Indonesia
294.980011,Late delivery,90003,Australia
327.75,Late delivery,93722,Filipinas
314.6400146,Advance shipping,30331,Filipinas
294.980011,Advance shipping,97229,China
272.0299988,Late delivery,90011,China
83.59999847,Late delivery,90706,El Salvador
40.91999817,Late delivery,48205,México
81.83999634,Late delivery,94587,Costa de Marfil
102.3000031,Advance shipping,60014,Benín
39.59999847,Late delivery,77093,Irak
37.40000153,Late delivery,87120,Angola
96.80000305,Late delivery,31907,Tanzania
95.69999695,Late delivery,84604,República Democrática del Congo
18.04000092,Advance shipping,96797,Turquía
17.60000038,Advance shipping,93030,Ghana
21.55999947,Late delivery,80501,Ucrania
73.91999817,Late delivery,92701,Nigeria
21.34000015,Late delivery,97206,Irak
42.24000168,Late delivery,8540,Estados Unidos
62.36999893,Late delivery,10021,Estados Unidos
60.06000137,Advance shipping,93905,Estados Unidos
90.19999695,Advance shipping,80219,Estados Unidos
57.41999817,Late delivery,97206,Estados Unidos
38.72000122,Late delivery,92115,Estados Unidos
38.27999878,Late delivery,43701,Estados Unidos
18.26000023,Advance shipping,46360,Estados Unidos
36.52000046,Late delivery,53081,Estados Unidos
83.16000366,Advance shipping,61265,Estados Unidos
42.68000031,Shipping on time,30318,Tailandia
54.11999893,Advance shipping,37130,China
42.24000168,Late delivery,60050,Australia
21.12000084,Shipping on time,89101,Australia
41.79999924,Late delivery,11373,Australia
49.5,Late delivery,60614,India
100.0999985,Late delivery,60440,India
20.45999908,Late delivery,60649,Australia
93.5,Late delivery,33549,India
74.80000305,Shipping on time,70117,Filipinas
110,Advance shipping,90011,Alemania
58.08000183,Shipping on time,77469,Francia
107.8000031,Advance shipping,22193,Francia
105.5999985,Advance shipping,19131,Francia
85.36000061,Advance shipping,89123,Alemania
54.11999893,Late delivery,60056,Reino Unido
102.3000031,Advance shipping,85254,Países Bajos
52.79999924,Late delivery,28205,Francia
66,Late delivery,7305,Reino Unido
42.68000031,Advance shipping,43701,Francia
64.01999664,Late delivery,77469,Francia
41.79999924,Advance shipping,11691,Francia
21.55999947,Advance shipping,92069,Italia
83.16000366,Late delivery,91789,Italia
61.38000107,Shipping on time,55106,México
92.40000153,Shipping on time,37211,Jamaica
36.52000046,Late delivery,14221,México
59.40000153,Shipping on time,23455,Cuba
35.20000076,Advance shipping,60618,Cuba
55.43999863,Late delivery,19148,Nicaragua
88,Advance shipping,21061,República Dominicana
50,Shipping on time,75240,Brasil
73.5,Late delivery,6511,Colombia
75,Advance shipping,11520,Argentina
118.75,Advance shipping,11103,SudAfrica
50,Late delivery,28645,Somalia
97,Late delivery,11208,Libia
67.5,Advance shipping,60625,Rusia
21.25,Shipping on time,28601,Egipto
66,Advance shipping,84119,Arabia Saudí
42.5,Late delivery,78223,Marruecos
43.5,Late delivery,90660,Irak
23.25,Late delivery,2740,Estados Unidos
49.5,Late delivery,23666,Estados Unidos
65.25,Late delivery,91790,Estados Unidos
63.75,Late delivery,85301,Estados Unidos
24.25,Late delivery,98052,Estados Unidos
100,Late delivery,77083,Estados Unidos
49.5,Late delivery,11220,Estados Unidos
98,Late delivery,91343,Australia
20.75,Late delivery,40601,Filipinas
96,Late delivery,93030,Afganistán
67.5,Late delivery,38018,Filipinas
65.25,Late delivery,78550,India
60,Late delivery,10029,India
105,Late delivery,63376,Filipinas
42.5,Late delivery,80631,Australia
20,Advance shipping,90660,Indonesia
84,Shipping on time,92102,Austria
75,Advance shipping,90033,España
47.5,Shipping on time,80110,Irlanda
20.5,Shipping on time,93003,Irlanda
100,Late delivery,63129,Alemania
37.5,Late delivery,8302,Francia
50,Advance shipping,80012,Alemania
47.25,Late delivery,27858,Italia
23.62999916,Late delivery,93308,México
95,Late delivery,95207,Guatemala
88,Late delivery,48234,Honduras
23.62999916,Late delivery,91733,Brasil
85,Shipping on time,43230,Colombia
316.7900085,Late delivery,32225,Francia
287.0899963,Late delivery,10456,Reino Unido
263.9899902,Late delivery,7305,Alemania
313.4899902,Late delivery,8901,Francia
33.74000168,Late delivery,79109,Honduras
44.99000168,Advance shipping,77055,Honduras
134.9700012,Late delivery,44060,Perú
42.74000168,Late delivery,25401,Nicaragua
222.6999969,Late delivery,54601,Costa Rica
41.84000015,Late delivery,7111,Nicaragua
81.98999786,Late delivery,29483,Marruecos
103.9899979,Late delivery,32308,Kenia
47.25,Late delivery,95116,SudAfrica
293.980011,Late delivery,29483,Marruecos
290.980011,Late delivery,29483,Marruecos
31.84000015,Late delivery,33065,República del Congo
95.98999786,Late delivery,33594,Argelia
58.79000092,Late delivery,63031,Nigeria
58.18999863,Late delivery,63031,Nigeria
124.7900009,Late delivery,44136,Tanzania
124.7900009,Late delivery,93003,SudAfrica
123.4899979,Late delivery,11103,Tanzania
122.8399963,Late delivery,11103,Tanzania
120.8899994,Late delivery,95206,Túnez
120.8899994,Late delivery,75060,Egipto
120.8899994,Late delivery,48238,Níger
118.2900009,Late delivery,75060,Egipto
116.9899979,Late delivery,48103,Zimbabue
114.3899994,Late delivery,48103,Zimbabue
113.0899963,Late delivery,48103,Zimbabue
110.4899979,Late delivery,85032,Mozambique
110.4899979,Late delivery,23666,Marruecos
109.1900024,Late delivery,11355,Angola
109.1900024,Late delivery,10003,Mozambique
107.8899994,Late delivery,11355,Angola
107.8899994,Late delivery,10003,Mozambique
107.8899994,Late delivery,70003,Nigeria
47.99000168,Late delivery,2301,República Democrática del Congo
47.99000168,Late delivery,48103,Zimbabue
39.99000168,Late delivery,90016,República Democrática del Congo
38.79000092,Late delivery,44136,Tanzania
42.5,Late delivery,11375,Zambia
287.980011,Late delivery,85032,Mozambique
283.480011,Late delivery,33065,República del Congo
283.480011,Late delivery,29483,SudAfrica
263.980011,Late delivery,91801,SudAfrica
260.980011,Late delivery,23666,Marruecos
260.980011,Late delivery,91801,SudAfrica
260.980011,Late delivery,93003,SudAfrica
254.9799957,Late delivery,30062,Nigeria
245.9799957,Late delivery,10467,Nigeria
239.9799957,Late delivery,10467,Nigeria
379.7099915,Late delivery,98632,España
24.60000038,Late delivery,7111,Alemania
50.38999939,Late delivery,76116,Alemania
103.9899979,Late delivery,90638,Italia
42,Late delivery,87105,Alemania
19.79000092,Late delivery,87105,Alemania
260.980011,Late delivery,90638,Italia
347.980011,Late delivery,76116,Alemania
254.9799957,Late delivery,90638,Italia
339.980011,Late delivery,78040,Francia
250.3500061,Late delivery,90006,Bélgica
438.480011,Late delivery,92707,Italia
427.1799927,Late delivery,92243,Noruega
1365,Late delivery,92557,Reino Unido
411.3599854,Late delivery,92840,Alemania
1365,Late delivery,24060,Bélgica
406.8399963,Late delivery,10462,Reino Unido
406.8399963,Late delivery,78704,Italia
406.8399963,Late delivery,78130,Alemania
397.7999878,Late delivery,95823,Italia
393.269989,Late delivery,97701,Francia
379.7099915,Late delivery,78040,Reino Unido
379.7099915,Late delivery,91910,Alemania
1245,Late delivery,93257,Alemania
361.6300049,Late delivery,10463,España
339.0299988,Late delivery,91342,España
245.9900055,Late delivery,11374,Italia
99.98999786,Late delivery,10128,Rumania
99.98999786,Late delivery,33025,Alemania
97.98999786,Late delivery,7093,Francia
96.98999786,Late delivery,91606,Países Bajos
94.98999786,Late delivery,91606,Ucrania
94.48999786,Late delivery,63116,Ucrania
92.98999786,Late delivery,93536,Francia
92.98999786,Late delivery,2124,Austria
90.98999786,Late delivery,44256,Reino Unido
90.98999786,Late delivery,40214,Italia
90.98999786,Late delivery,92704,Francia
89.98999786,Late delivery,92704,Francia
28.79000092,Late delivery,74012,Alemania
154.9799957,Late delivery,43228,Reino Unido
81.98999786,Late delivery,93905,Francia
79.98999786,Late delivery,58501,Francia
74.98999786,Late delivery,92024,Alemania
129.9900055,Late delivery,89103,Suecia
129.9900055,Late delivery,11226,Lituania
59.99000168,Late delivery,53209,Italia
129.9900055,Late delivery,60620,Italia
129.9900055,Late delivery,90247,Francia
129.9900055,Late delivery,44035,Alemania
128.6900024,Late delivery,60615,Rumania
128.6900024,Late delivery,12180,Rusia
128.6900024,Late delivery,89103,Suecia
128.6900024,Late delivery,11374,Italia
128.6900024,Late delivery,53209,Italia
59.38999939,Late delivery,10469,Alemania
128.6900024,Late delivery,90247,Francia
58.79000092,Late delivery,43229,Irlanda
58.79000092,Late delivery,32825,Países Bajos
127.3899994,Late delivery,33594,Francia
58.18999863,Late delivery,76010,Reino Unido
126.0899963,Late delivery,43068,Reino Unido
126.0899963,Late delivery,10016,Italia
346.3900146,Late delivery,7960,Francia
58.18999863,Late delivery,11219,Austria
126.0899963,Late delivery,92336,Francia
126.0899963,Late delivery,94109,Austria
126.0899963,Late delivery,33594,Francia
126.0899963,Late delivery,49442,Francia
57.59000015,Late delivery,10128,Rumania
124.7900009,Late delivery,43068,Reino Unido
57.59000015,Late delivery,60643,Francia
57.59000015,Late delivery,44105,Francia
57.59000015,Late delivery,74012,Alemania
124.7900009,Late delivery,6460,Países Bajos
124.7900009,Late delivery,70003,Francia
56.99000168,Late delivery,43230,Ucrania
123.4899979,Late delivery,93536,Francia
123.4899979,Late delivery,94550,Francia
123.4899979,Late delivery,32225,Francia
122.8399963,Late delivery,33165,Hungría
56.68999863,Late delivery,73505,España
122.8399963,Late delivery,84404,España
120.8899994,Late delivery,92243,Alemania
120.8899994,Late delivery,28205,Francia
54.59000015,Late delivery,91606,Italia
54.59000015,Late delivery,49442,Francia
53.99000168,Late delivery,77080,Ucrania
116.9899979,Late delivery,94541,Rusia
116.9899979,Late delivery,23455,Ucrania
116.9899979,Late delivery,92113,Suecia
53.99000168,Late delivery,40214,Italia
269.9899902,Late delivery,10463,Italia
116.9899979,Late delivery,60504,Francia
116.9899979,Late delivery,10463,Francia
116.9899979,Late delivery,77093,Francia
114.3899994,Late delivery,89123,Reino Unido
114.3899994,Late delivery,44256,Reino Unido
52.79000092,Late delivery,92840,Suiza
52.79000092,Late delivery,6460,Países Bajos
114.3899994,Late delivery,91606,Países Bajos
114.3899994,Late delivery,92104,Francia
114.3899994,Late delivery,91950,Alemania
114.3899994,Late delivery,48066,Francia
113.0899963,Late delivery,89123,Reino Unido
113.0899963,Late delivery,45011,Reino Unido
51.40000153,Late delivery,95206,Alemania
401.4899902,Late delivery,19702,Francia
113.0899963,Late delivery,60639,Francia
113.0899963,Late delivery,48066,Francia
113.0899963,Late delivery,89119,Alemania
113.0899963,Late delivery,10469,Alemania
50.22000122,Late delivery,92870,Reino Unido
110.4899979,Late delivery,89123,Reino Unido
50.99000168,Late delivery,95051,Francia
50.99000168,Late delivery,2124,Austria
110.4899979,Late delivery,33025,Alemania
109.1900024,Late delivery,60610,Reino Unido
109.1900024,Late delivery,87505,España
109.1900024,Late delivery,85204,Francia
109.1900024,Late delivery,60619,Francia
109.1900024,Late delivery,78201,Alemania
107.8899994,Late delivery,67212,Hungría
383.0299988,Late delivery,10467,Reino Unido
107.8899994,Late delivery,32073,Italia
107.8899994,Late delivery,63021,España
107.8899994,Late delivery,98115,Italia
49.79000092,Late delivery,58501,Francia
107.8899994,Late delivery,92024,Alemania
107.8899994,Late delivery,89103,Francia
107.8899994,Late delivery,74012,Alemania
107.8899994,Late delivery,78201,Alemania
106.5899963,Late delivery,67212,Hungría
49.18999863,Late delivery,11235,Italia
106.5899963,Late delivery,95051,España
103.9899979,Late delivery,94509,Rusia
103.9899979,Late delivery,91950,Ucrania
103.9899979,Late delivery,2740,Reino Unido
103.9899979,Late delivery,88201,Reino Unido
47.99000168,Late delivery,11235,Italia
103.9899979,Late delivery,60620,Italia
103.9899979,Late delivery,84604,Italia
103.9899979,Late delivery,7093,Francia
103.9899979,Late delivery,10460,Alemania
103.9899979,Late delivery,11219,Austria
97.48999786,Late delivery,94509,Rusia
97.48999786,Late delivery,91950,Ucrania
267.8299866,Late delivery,78572,Reino Unido
97.48999786,Late delivery,2740,Reino Unido
97.48999786,Late delivery,60620,Italia
44.99000168,Late delivery,93536,Francia
97.48999786,Late delivery,10460,Alemania
49.5,Late delivery,88201,Reino Unido
49.5,Late delivery,60435,España
39.18999863,Late delivery,92404,Alemania
48.5,Late delivery,92647,Italia
48.5,Late delivery,92805,Bélgica
48,Late delivery,92805,Bélgica
28.5,Late delivery,48093,Alemania
37.99000168,Late delivery,6460,Países Bajos
37.79000092,Late delivery,96822,Alemania
37.18999863,Late delivery,92117,Italia
46.5,Late delivery,2301,España
46.5,Late delivery,95051,Francia
45.5,Late delivery,2301,España
44,Late delivery,23455,Ucrania
