name_location,website,boro,address_area,latitude,longitude,type,color,hov_txt
STAPLES,http://www.staples.com/recycle,Queens,10716 71 AVE FOREST HILLS NY 11375,40.720443,-73.844168,electronics,#0000ff,electronics<br>Name: STAPLES<br>Address: 10716 71 AVE FOREST HILLS NY 11375
STAPLES,http://www.staples.com/recycle,Queens,13401 20 AVE COLLEGE POINT NY 11356,40.7821272,-73.8347154,electronics,#0000ff,electronics<br>Name: STAPLES<br>Address: 13401 20 AVE COLLEGE POINT NY 11356
STAPLES,http://www.staples.com/recycle,Queens,20934 NORTHERN BLVD BAYSIDE NY 11361,40.7590732,-73.772986,electronics,#0000ff,electronics<br>Name: STAPLES<br>Address: 20934 NORTHERN BLVD BAYSIDE NY 11361
STAPLES,http://www.staples.com/recycle,Queens,2441 31 ST ASTORIA NY 11102,40.7702468,-73.9179077,electronics,#0000ff,electronics<br>Name: STAPLES<br>Address: 2441 31 ST ASTORIA NY 11102
STAPLES,http://www.staples.com/recycle,Queens,5110 BROADWAY WOODSIDE NY 11377,40.7538623,-73.9089981,electronics,#0000ff,electronics<br>Name: STAPLES<br>Address: 5110 BROADWAY WOODSIDE NY 11377
STAPLES,http://www.staples.com/recycle,Queens,5812 QUEENS BLVD WOODSIDE NY 11377,40.7411879,-73.9070126,electronics,#0000ff,electronics<br>Name: STAPLES<br>Address: 5812 QUEENS BLVD WOODSIDE NY 11377
STAPLES,http://www.staples.com/recycle,Queens,6040 FRESH POND RD MASPETH NY 11378,40.7158271,-73.9018412,electronics,#0000ff,electronics<br>Name: STAPLES<br>Address: 6040 FRESH POND RD MASPETH NY 11378
STAPLES,http://www.staples.com/recycle,Queens,6135 JUNCTION BLVD REGO PARK NY 11374,40.7333304,-73.8635717,electronics,#0000ff,electronics<br>Name: STAPLES<br>Address: 6135 JUNCTION BLVD REGO PARK NY 11374
STAPLES,http://www.staples.com/recycle,Queens,9030 METROPOLITAN AVE REGO PARK NY 11374,40.7116062,-73.8581226,electronics,#0000ff,electronics<br>Name: STAPLES<br>Address: 9030 METROPOLITAN AVE REGO PARK NY 11374
STAPLES,http://www.staples.com/recycle,Queens,9130 VAN WYCK EXPY RICHMOND HILL NY 11418,40.6989379,-73.8150529,electronics,#0000ff,electronics<br>Name: STAPLES<br>Address: 9130 VAN WYCK EXPY RICHMOND HILL NY 11418
STAPLES,http://www.staples.com/recycle,Queens,9318 ROOSEVELT AVE JACKSON HEIGHTS NY 11372,40.748528,-73.873001,electronics,#0000ff,electronics<br>Name: STAPLES<br>Address: 9318 ROOSEVELT AVE JACKSON HEIGHTS NY 11372
GOODWILL OUTLET CENTER,https://www.goodwillnynj.org/donate-goods,Queens,4747 VAN DAM ST LONG ISLAND CITY NY 11101,40.7415286,-73.9337864,electronics,#0000ff,electronics<br>Name: GOODWILL OUTLET CENTER<br>Address: 4747 VAN DAM ST LONG ISLAND CITY NY 11101
GOODWILL THRIFT SHOP,https://www.goodwillnynj.org/donate-goods,Queens,3236 STEINWAY ST ASTORIA NY 11103,40.7581531,-73.919959,electronics,#0000ff,electronics<br>Name: GOODWILL THRIFT SHOP<br>Address: 3236 STEINWAY ST ASTORIA NY 11103
BEST BUY,http://www.bestbuy.com/recycle,Staten Island,2795 RICHMOND AVE STATEN ISLAND NY 10314,40.5769947,-74.1674401,electronics,#0000ff,electronics<br>Name: BEST BUY<br>Address: 2795 RICHMOND AVE STATEN ISLAND NY 10314
STAPLES,http://www.staples.com/recycle,Staten Island,1520 FOREST AVE STATEN ISLAND NY 10302,40.623861,-74.1391954,electronics,#0000ff,electronics<br>Name: STAPLES<br>Address: 1520 FOREST AVE STATEN ISLAND NY 10302
STAPLES,http://www.staples.com/recycle,Staten Island,1885 HYLAN BLVD STATEN ISLAND NY 10306,40.5838147,-74.0962032,electronics,#0000ff,electronics<br>Name: STAPLES<br>Address: 1885 HYLAN BLVD STATEN ISLAND NY 10306
STAPLES,http://www.staples.com/recycle,Staten Island,2535 RICHMOND AVE STATEN ISLAND NY 10314,40.5742785,-74.1694432,electronics,#0000ff,electronics<br>Name: STAPLES<br>Address: 2535 RICHMOND AVE STATEN ISLAND NY 10314
DSNY Special Waste Drop-Off Site,https://www1.nyc.gov/assets/dsny/site/services/harmful-products/special-waste-drop-offs,Bronx,Hunts Point Ave,40.80306136,-73.87485887,hazardous waste recycling,#FF0000,hazardous waste recycling<br>Name: DSNY Special Waste Drop-Off Site<br>Address: Hunts Point Ave
DSNY Special Waste Drop-Off Site,https://www1.nyc.gov/assets/dsny/site/services/harmful-products/special-waste-drop-offs,Brooklyn,459 N. Henry St,40.73565554,-73.94613805,hazardous waste recycling,#FF0000,hazardous waste recycling<br>Name: DSNY Special Waste Drop-Off Site<br>Address: 459 N. Henry St
DSNY Special Waste Drop-Off Site,https://www1.nyc.gov/assets/dsny/site/services/harmful-products/special-waste-drop-offs,Manhattan,South St & Pike St,40.70990701,-73.99232338,hazardous waste recycling,#FF0000,hazardous waste recycling<br>Name: DSNY Special Waste Drop-Off Site<br>Address: South St & Pike St
DSNY Special Waste Drop-Off Site,https://www1.nyc.gov/assets/dsny/site/services/harmful-products/special-waste-drop-offs,Queens,120-15 31 Ave,40.77100135,-73.84714946,hazardous waste recycling,#FF0000,hazardous waste recycling<br>Name: DSNY Special Waste Drop-Off Site<br>Address: 120-15 31 Ave
DSNY Special Waste Drop-Off Site,https://www1.nyc.gov/assets/dsny/site/services/harmful-products/special-waste-drop-offs,Staten Island,1000 West Service Rd,40.57012962,-74.19481927,hazardous waste recycling,#FF0000,hazardous waste recycling<br>Name: DSNY Special Waste Drop-Off Site<br>Address: 1000 West Service Rd
Target,,Manhattan,"517 E 117th St New York, NY 10035",40.795386,-73.9310222,plastic bag recycling,#00ff00,"plastic bag recycling<br>Name: Target<br>Address: 517 E 117th St New York, NY 10035"
Barnes and Noble,,Manhattan,"2289 Broadway, New York, NY 10024",40.7862449,-73.978733,plastic bag recycling,#00ff00,"plastic bag recycling<br>Name: Barnes and Noble<br>Address: 2289 Broadway, New York, NY 10024"
227th St. Plgd,,Bronx,E 227 St/Bronx River Pkway,40.89084899,-73.86422392,public recycling bin,#824100,public recycling bin<br>Name: 227th St. Plgd<br>Address: E 227 St/Bronx River Pkway
Allerton Ballfields,,Bronx,Allerton Ave & Moshulu Pkway,40.84889079,-73.87712839,public recycling bin,#824100,public recycling bin<br>Name: Allerton Ballfields<br>Address: Allerton Ave & Moshulu Pkway
Arthur Ave & E 187 St,,Bronx,Arthur Ave & 187 St,40.85557,-73.887565,public recycling bin,#824100,public recycling bin<br>Name: Arthur Ave & E 187 St<br>Address: Arthur Ave & 187 St
Barstow Mansion,,Bronx,"895 Shore Road, Pelham Bay Park",40.871864,-73.805549,public recycling bin,#824100,"public recycling bin<br>Name: Barstow Mansion<br>Address: 895 Shore Road, Pelham Bay Park"
Bradley Playground,,Bronx,2001-2017 Bronx Park E,40.851889,-73.868549,public recycling bin,#824100,public recycling bin<br>Name: Bradley Playground<br>Address: 2001-2017 Bronx Park E
Bronx Botanical Gardens,,Bronx,Visitors Service Center,40.861526,-73.880659,public recycling bin,#824100,public recycling bin<br>Name: Bronx Botanical Gardens<br>Address: Visitors Service Center
Bronx Botanical Gardens,,Bronx,Visitors Service Center,40.860755,-73.880423,public recycling bin,#824100,public recycling bin<br>Name: Bronx Botanical Gardens<br>Address: Visitors Service Center
Bronx Botanical Gardens,,Bronx,Visitors Service Center,40.859644,-73.880472,public recycling bin,#824100,public recycling bin<br>Name: Bronx Botanical Gardens<br>Address: Visitors Service Center
Bronx Botanical Gardens,,Bronx,Visitors Service Center,40.862602,-73.880171,public recycling bin,#824100,public recycling bin<br>Name: Bronx Botanical Gardens<br>Address: Visitors Service Center
Bronx County Courthouse,,Bronx,161 ST/Grand Concourse,40.826939,-73.922314,public recycling bin,#824100,public recycling bin<br>Name: Bronx County Courthouse<br>Address: 161 ST/Grand Concourse
Bronx County Courthouse,,Bronx,161 ST/Grand Concourse,40.826627,-73.922447,public recycling bin,#824100,public recycling bin<br>Name: Bronx County Courthouse<br>Address: 161 ST/Grand Concourse
Bronx Park,,Bronx,Lydig Ave & Bronx Park E,40.854322,-73.869764,public recycling bin,#824100,public recycling bin<br>Name: Bronx Park<br>Address: Lydig Ave & Bronx Park E
Bronx Park Playground at Lydig,,Bronx,Lydig Ave & Bronx Park E,40.854445,-73.869863,public recycling bin,#824100,public recycling bin<br>Name: Bronx Park Playground at Lydig<br>Address: Lydig Ave & Bronx Park E
Bronx Zoo,,Bronx,Cafeteria,40.850017,-73.880035,public recycling bin,#824100,public recycling bin<br>Name: Bronx Zoo<br>Address: Cafeteria
Bronx Zoo,,Bronx,Entrance to Cafeteria,40.84976,-73.880055,public recycling bin,#824100,public recycling bin<br>Name: Bronx Zoo<br>Address: Entrance to Cafeteria
Bryant Hill Community Garden,,Bronx,Bryant Avenue Bet. Seneca and Garrison Aves.,40.819933,-73.887069,public recycling bin,#824100,public recycling bin<br>Name: Bryant Hill Community Garden<br>Address: Bryant Avenue Bet. Seneca and Garrison Aves.
Burke Bridge,,Bronx,Burke Bridge,40.871706,-73.872741,public recycling bin,#824100,public recycling bin<br>Name: Burke Bridge<br>Address: Burke Bridge
College of Mt. St. Vincent,,Bronx,In front of Alumnae Hall,40.911295,-73.907652,public recycling bin,#824100,public recycling bin<br>Name: College of Mt. St. Vincent<br>Address: In front of Alumnae Hall
College of Mt. St. Vincent,,Bronx,In front of Cardinal Spellman Hall,40.911236,-73.90791,public recycling bin,#824100,public recycling bin<br>Name: College of Mt. St. Vincent<br>Address: In front of Cardinal Spellman Hall
Concrete Plant Park,,Bronx,Bronx River bet. Westchster Av and Bruckner Blvd,40.825217,-73.88546,public recycling bin,#824100,public recycling bin<br>Name: Concrete Plant Park<br>Address: Bronx River bet. Westchster Av and Bruckner Blvd
Crotona Park ,,Bronx,1700 Crotona Ave,40.840115,-73.895513,public recycling bin,#824100,public recycling bin<br>Name: Crotona Park <br>Address: 1700 Crotona Ave
Crotona Park ,,Bronx,1700 Crotona Ave,40.835226,-73.895652,public recycling bin,#824100,public recycling bin<br>Name: Crotona Park <br>Address: 1700 Crotona Ave
Crotona Park ,,Bronx,1700 Crotona Ave,40.84133,-73.892702,public recycling bin,#824100,public recycling bin<br>Name: Crotona Park <br>Address: 1700 Crotona Ave
Crotona Park ,,Bronx,1700 Crotona Ave,40.840876,-73.898206,public recycling bin,#824100,public recycling bin<br>Name: Crotona Park <br>Address: 1700 Crotona Ave
Crotona Park ,,Bronx,1700 Crotona Ave,40.838351,-73.893566,public recycling bin,#824100,public recycling bin<br>Name: Crotona Park <br>Address: 1700 Crotona Ave
Crotona Park ,,Bronx,1700 Crotona Ave,40.841123,-73.898056,public recycling bin,#824100,public recycling bin<br>Name: Crotona Park <br>Address: 1700 Crotona Ave
E 174 St & Manor Ave,,Bronx,174 St & Manor Ave,40.83377,-73.877453,public recycling bin,#824100,public recycling bin<br>Name: E 174 St & Manor Ave<br>Address: 174 St & Manor Ave
E 176 St & Marmion Ave,,Bronx,176 St & Marmion Ave,40.841444,-73.888487,public recycling bin,#824100,public recycling bin<br>Name: E 176 St & Marmion Ave<br>Address: 176 St & Marmion Ave
E Gun Hill Rd & Bronxwood Ave,,Bronx,Gun Hill Rd & Bronxwood Ave,40.875553,-73.860526,public recycling bin,#824100,public recycling bin<br>Name: E Gun Hill Rd & Bronxwood Ave<br>Address: Gun Hill Rd & Bronxwood Ave
E Tremont Ave & Bruckner Blvd,,Bronx,Tremont Ave & Bruckner Blvd,40.833109,-73.828285,public recycling bin,#824100,public recycling bin<br>Name: E Tremont Ave & Bruckner Blvd<br>Address: Tremont Ave & Bruckner Blvd
E Tremont Ave & University Ave,,Bronx,Tremont Ave & University Ave,40.85042,-73.915529,public recycling bin,#824100,public recycling bin<br>Name: E Tremont Ave & University Ave<br>Address: Tremont Ave & University Ave
Echo Park,,Bronx,315 Echo Pl,40.849292,-73.902175,public recycling bin,#824100,public recycling bin<br>Name: Echo Park<br>Address: 315 Echo Pl
Edith Community Garden,,Bronx,836 Elton Avenue ,40.822893,-73.91266,public recycling bin,#824100,public recycling bin<br>Name: Edith Community Garden<br>Address: 836 Elton Avenue 
El Flamboyan,,Bronx,Tinton Avenue @ E. 150th Street ,40.813663,-73.905898,public recycling bin,#824100,public recycling bin<br>Name: El Flamboyan<br>Address: Tinton Avenue @ E. 150th Street 
Family Group Garden,,Bronx,419 East 158th Street ,40.82201,-73.914009,public recycling bin,#824100,public recycling bin<br>Name: Family Group Garden<br>Address: 419 East 158th Street 
Fordham University,,Bronx,Grand Concourse West & Fordham Rd,40.862402,-73.897174,public recycling bin,#824100,public recycling bin<br>Name: Fordham University<br>Address: Grand Concourse West & Fordham Rd
Fordham University,,Bronx,Kingsbridge Rd & Fordham Rd,40.861948,-73.893726,public recycling bin,#824100,public recycling bin<br>Name: Fordham University<br>Address: Kingsbridge Rd & Fordham Rd
Fordham University,,Bronx,Main Entrance (Kazimiroff Blvd),40.861379,-73.881414,public recycling bin,#824100,public recycling bin<br>Name: Fordham University<br>Address: Main Entrance (Kazimiroff Blvd)
Fordham University,,Bronx,Side Entrance (E Fordham Rd & 3 Ave),40.861267,-73.89014,public recycling bin,#824100,public recycling bin<br>Name: Fordham University<br>Address: Side Entrance (E Fordham Rd & 3 Ave)
French Charley Playground,,Bronx,"E 204 St, W/S Bronx Park",40.869996,-73.876238,public recycling bin,#824100,"public recycling bin<br>Name: French Charley Playground<br>Address: E 204 St, W/S Bronx Park"
Hornaday Community Garden (volky Flower Garden),,Bronx,851 Hornaday Avenue,40.847026,-73.882534,public recycling bin,#824100,public recycling bin<br>Name: Hornaday Community Garden (volky Flower Garden)<br>Address: 851 Hornaday Avenue
HUB 3rd Ave,,Bronx,3 Ave & 149 St,40.816171,-73.917594,public recycling bin,#824100,public recycling bin<br>Name: HUB 3rd Ave<br>Address: 3 Ave & 149 St
Hunt's Point,,Bronx,Hunt's Point Ave Btwn. Spofford Ave & Bryant Ave,40.814213,-73.885886,public recycling bin,#824100,public recycling bin<br>Name: Hunt's Point<br>Address: Hunt's Point Ave Btwn. Spofford Ave & Bryant Ave
Hunt's point Riverside Park- Plgd - Parks,,Bronx,Lafayette Ave & Edgewater Rd,40.817471,-73.882622,public recycling bin,#824100,public recycling bin<br>Name: Hunt's point Riverside Park- Plgd - Parks<br>Address: Lafayette Ave & Edgewater Rd
Isla Verde Garden,,Bronx,625 Wales Avenue ,40.81484,-73.90691,public recycling bin,#824100,public recycling bin<br>Name: Isla Verde Garden<br>Address: 625 Wales Avenue 
Jardin de las Rosas,,Bronx,15 Buchanan Place,40.858005,-73.90485,public recycling bin,#824100,public recycling bin<br>Name: Jardin de las Rosas<br>Address: 15 Buchanan Place
Joyce Kilmer,,Bronx,E 164 St Btwn. Grand Concourse & Walton Ave,40.829632,-73.921933,public recycling bin,#824100,public recycling bin<br>Name: Joyce Kilmer<br>Address: E 164 St Btwn. Grand Concourse & Walton Ave
Joyce Kilmer,,Bronx,E 164 St Btwn. Grand Concourse & Walton Ave,40.827502,-73.923062,public recycling bin,#824100,public recycling bin<br>Name: Joyce Kilmer<br>Address: E 164 St Btwn. Grand Concourse & Walton Ave
Kingsbridge Heights Community Center,,Bronx,3101 Kingsbridge Ave,40.877667,-73.90062,public recycling bin,#824100,public recycling bin<br>Name: Kingsbridge Heights Community Center<br>Address: 3101 Kingsbridge Ave
Las Casitas Communitiy Garden,,Bronx,1126-1140 Woodycrest Avenue ,40.835694,-73.925664,public recycling bin,#824100,public recycling bin<br>Name: Las Casitas Communitiy Garden<br>Address: 1126-1140 Woodycrest Avenue 
Little Green Garden (3) Large lower expanse,,Bronx,E 160th St and Elton Ave,40.82297053,-73.91288322,public recycling bin,#824100,public recycling bin<br>Name: Little Green Garden (3) Large lower expanse<br>Address: E 160th St and Elton Ave
Mill Pond,,Bronx,Mill Pond Park,40.8229924,-73.93189254,public recycling bin,#824100,public recycling bin<br>Name: Mill Pond<br>Address: Mill Pond Park
Mullaly,,Bronx,E 165 St Btwn. Jerome Ave & River Ave,40.834258,-73.923392,public recycling bin,#824100,public recycling bin<br>Name: Mullaly<br>Address: E 165 St Btwn. Jerome Ave & River Ave
Mullaly,,Bronx,E 165 St Btwn. Jerome Ave & River Ave,40.831466,-73.923947,public recycling bin,#824100,public recycling bin<br>Name: Mullaly<br>Address: E 165 St Btwn. Jerome Ave & River Ave
Muskrat Playground,,Bronx,Bronx Park,40.84155572,-73.87752267,public recycling bin,#824100,public recycling bin<br>Name: Muskrat Playground<br>Address: Bronx Park
New Hoe Avenue Garden,,Bronx,"E/S Hoe Ave., S/O/ Aldus Street ",40.822711,-73.890242,public recycling bin,#824100,"public recycling bin<br>Name: New Hoe Avenue Garden<br>Address: E/S Hoe Ave., S/O/ Aldus Street "
Niles Triangle,,Bronx,Bronx Park,40.889428,-73.864356,public recycling bin,#824100,public recycling bin<br>Name: Niles Triangle<br>Address: Bronx Park
Noble Playground,,Bronx,Noble Ave Btwn. Bronx River Ave & E 177 St,40.836706,-73.872355,public recycling bin,#824100,public recycling bin<br>Name: Noble Playground<br>Address: Noble Ave Btwn. Bronx River Ave & E 177 St
Nursery,,Bronx,Van Cortlandt Park,40.90208,-73.868519,public recycling bin,#824100,public recycling bin<br>Name: Nursery<br>Address: Van Cortlandt Park
Olinville,,Bronx,Bronx Blvd & E 219 St,40.884079,-73.866996,public recycling bin,#824100,public recycling bin<br>Name: Olinville<br>Address: Bronx Blvd & E 219 St
"Orchard Beach picnic areas, Pelham playground",,Bronx,Orchard Beach,40.866292,-73.794774,public recycling bin,#824100,"public recycling bin<br>Name: Orchard Beach picnic areas, Pelham playground<br>Address: Orchard Beach"
"Orchard Beach picnic areas, Pelham playground",,Bronx,Orchard Beach,40.867984,-73.793396,public recycling bin,#824100,"public recycling bin<br>Name: Orchard Beach picnic areas, Pelham playground<br>Address: Orchard Beach"
"Orchard Beach picnic areas, Pelham playground",,Bronx,Orchard Beach,40.868802,-73.792261,public recycling bin,#824100,"public recycling bin<br>Name: Orchard Beach picnic areas, Pelham playground<br>Address: Orchard Beach"
"Orchard Beach picnic areas, Pelham playground",,Bronx,Orchard Beach,40.869068,-73.792558,public recycling bin,#824100,"public recycling bin<br>Name: Orchard Beach picnic areas, Pelham playground<br>Address: Orchard Beach"
"Orchard Beach picnic areas, Pelham playground",,Bronx,Orchard Beach,40.872275,-73.797323,public recycling bin,#824100,"public recycling bin<br>Name: Orchard Beach picnic areas, Pelham playground<br>Address: Orchard Beach"
Owen Dolan,,Bronx,2551 Westchester Ave,40.840504,-73.842668,public recycling bin,#824100,public recycling bin<br>Name: Owen Dolan<br>Address: 2551 Westchester Ave
Owen Dolan,,Bronx,2551 Westchester Ave,40.840626,-73.843231,public recycling bin,#824100,public recycling bin<br>Name: Owen Dolan<br>Address: 2551 Westchester Ave
P.O. Serrano,,Bronx,Olmstead Ave Btwn Turnbull Ave & Lafayette Ave ,40.82366,-73.850766,public recycling bin,#824100,public recycling bin<br>Name: P.O. Serrano<br>Address: Olmstead Ave Btwn Turnbull Ave & Lafayette Ave 
Pearly Gates,,Bronx,St. Peter's Ave at Tratman Ave ,40.838797,-73.845791,public recycling bin,#824100,public recycling bin<br>Name: Pearly Gates<br>Address: St. Peter's Ave at Tratman Ave 
"Pelham Bay  Ball field, north picnic area",,Bronx,Pelham Bay Park,40.851723,-73.824697,public recycling bin,#824100,"public recycling bin<br>Name: Pelham Bay  Ball field, north picnic area<br>Address: Pelham Bay Park"
"Pelham Bay picnic, running track",,Bronx,Pelham Bay Park,40.849069,-73.822954,public recycling bin,#824100,"public recycling bin<br>Name: Pelham Bay picnic, running track<br>Address: Pelham Bay Park"
Quarry Ballfield- Parks,,Bronx,"E 181 St, oak Tree Pl Btwn. Quarry Rd & Hughes Ave",40.850274,-73.88992,public recycling bin,#824100,"public recycling bin<br>Name: Quarry Ballfield- Parks<br>Address: E 181 St, oak Tree Pl Btwn. Quarry Rd & Hughes Ave"
River Garden,,Bronx,1086 East 180th Street,40.841884,-73.876389,public recycling bin,#824100,public recycling bin<br>Name: River Garden<br>Address: 1086 East 180th Street
River Park,,Bronx,E 180 St & Boston Rd,40.842795,-73.877694,public recycling bin,#824100,public recycling bin<br>Name: River Park<br>Address: E 180 St & Boston Rd
Riverdale Neighborhood House,,Bronx,5521 Mosholu Ave,40.903281,-73.903612,public recycling bin,#824100,public recycling bin<br>Name: Riverdale Neighborhood House<br>Address: 5521 Mosholu Ave
Rosehill Park- Parks,,Bronx,Webster Ave & E Fordham Rd,40.861953,-73.890736,public recycling bin,#824100,public recycling bin<br>Name: Rosehill Park- Parks<br>Address: Webster Ave & E Fordham Rd
Rosewood- Parks,,Bronx,Bronx River Pkwy & Rosewood St,40.873199,-73.87052,public recycling bin,#824100,public recycling bin<br>Name: Rosewood- Parks<br>Address: Bronx River Pkwy & Rosewood St
Sachkera Plgd – Parks,,Bronx,W Gunhill Rd & Knox Pl ,40.883881,-73.881691,public recycling bin,#824100,public recycling bin<br>Name: Sachkera Plgd – Parks<br>Address: W Gunhill Rd & Knox Pl 
Seton Falls Park,,Bronx,3800 Baychester Ave,40.885219,-73.840474,public recycling bin,#824100,public recycling bin<br>Name: Seton Falls Park<br>Address: 3800 Baychester Ave
Seton Falls Park,,Bronx,E 223 St & De Reimer Ave,40.888353,-73.840908,public recycling bin,#824100,public recycling bin<br>Name: Seton Falls Park<br>Address: E 223 St & De Reimer Ave
Skate Park at Allerton,,Bronx,Bronx Park East Btwn Britton St & Allerton Ave ,40.865657,-73.850613,public recycling bin,#824100,public recycling bin<br>Name: Skate Park at Allerton<br>Address: Bronx Park East Btwn Britton St & Allerton Ave 
Skyview Shopping Plaza,,Bronx,Skyview Shopping Plaza (Riverdale Ave & 259 St),40.906878,-73.904143,public recycling bin,#824100,public recycling bin<br>Name: Skyview Shopping Plaza<br>Address: Skyview Shopping Plaza (Riverdale Ave & 259 St)
Soundview Parks,,Bronx,Lafayette Ave Btwn Colgate Ave & Boynton Ave ,40.819113,-73.878003,public recycling bin,#824100,public recycling bin<br>Name: Soundview Parks<br>Address: Lafayette Ave Btwn Colgate Ave & Boynton Ave 
Soundview Parks,,Bronx,Metcalf Ave Btwn Lafayette Ave & Seward Ave ,40.819274,-73.870418,public recycling bin,#824100,public recycling bin<br>Name: Soundview Parks<br>Address: Metcalf Ave Btwn Lafayette Ave & Seward Ave 
Soundview Parks,,Bronx,Metcalf Ave Btwn Seward Ave & Randall Ave,40.817335,-73.870322,public recycling bin,#824100,public recycling bin<br>Name: Soundview Parks<br>Address: Metcalf Ave Btwn Seward Ave & Randall Ave
Soundview Parks,,Bronx,Soundview Park,40.816505,-73.872564,public recycling bin,#824100,public recycling bin<br>Name: Soundview Parks<br>Address: Soundview Park
Southern Blvd & E 173 St,,Bronx,Southern Blvd & 173 St,40.835694,-73.888776,public recycling bin,#824100,public recycling bin<br>Name: Southern Blvd & E 173 St<br>Address: Southern Blvd & 173 St
Southwest Plgd Parks,,Bronx,Van Cortlandt Park,40.886538,-73.898453,public recycling bin,#824100,public recycling bin<br>Name: Southwest Plgd Parks<br>Address: Van Cortlandt Park
Spuyton Duyvil plgd,,Bronx,Seton Park,40.887313,-73.916308,public recycling bin,#824100,public recycling bin<br>Name: Spuyton Duyvil plgd<br>Address: Seton Park
St. James ,,Bronx,E 193 St,40.866089,-73.896967,public recycling bin,#824100,public recycling bin<br>Name: St. James <br>Address: E 193 St
St. James ,,Bronx,Jerome Ave,40.865469,-73.898571,public recycling bin,#824100,public recycling bin<br>Name: St. James <br>Address: Jerome Ave
St. James ,,Bronx,Jerome Ave,40.864779,-73.899257,public recycling bin,#824100,public recycling bin<br>Name: St. James <br>Address: Jerome Ave
St. Mary's ,,Bronx,St. Anns Ave & E 145 St,40.811712,-73.914339,public recycling bin,#824100,public recycling bin<br>Name: St. Mary's <br>Address: St. Anns Ave & E 145 St
St. Mary's ,,Bronx,St. Anns Ave & E 145 St,40.811588,-73.914342,public recycling bin,#824100,public recycling bin<br>Name: St. Mary's <br>Address: St. Anns Ave & E 145 St
Sunflower Garden/Girasol,,Bronx,639 E. 137th Street,40.80531601,-73.91533212,public recycling bin,#824100,public recycling bin<br>Name: Sunflower Garden/Girasol<br>Address: 639 E. 137th Street
"Van Cortlandt  ballfield, tennis and picnic",,Bronx,Broadway & Putnam Trail,40.887317,-73.899006,public recycling bin,#824100,"public recycling bin<br>Name: Van Cortlandt  ballfield, tennis and picnic<br>Address: Broadway & Putnam Trail"
"Van Cortlandt  ballfield, tennis and picnic",,Bronx,Broadway & Van Cortlandt Park 242 St,40.888933,-73.898324,public recycling bin,#824100,"public recycling bin<br>Name: Van Cortlandt  ballfield, tennis and picnic<br>Address: Broadway & Van Cortlandt Park 242 St"
"Van Cortlandt  ballfield, tennis and picnic",,Bronx,Van Cortlandt Park,40.888224,-73.896655,public recycling bin,#824100,"public recycling bin<br>Name: Van Cortlandt  ballfield, tennis and picnic<br>Address: Van Cortlandt Park"
Van Cortlandt Park ,,Bronx,Van Cortlandt Park,40.890172,-73.896375,public recycling bin,#824100,public recycling bin<br>Name: Van Cortlandt Park <br>Address: Van Cortlandt Park
Van Cortlandt Stadium,,Bronx,Van Cortlandt Park,40.888255,-73.897777,public recycling bin,#824100,public recycling bin<br>Name: Van Cortlandt Stadium<br>Address: Van Cortlandt Park
Van Cortlandt Stadium,,Bronx,Van Cortlandt Park,40.889096,-73.892278,public recycling bin,#824100,public recycling bin<br>Name: Van Cortlandt Stadium<br>Address: Van Cortlandt Park
Virginia Park,,Bronx,Cross Bronx Expwy Service Rd,40.833505,-73.86232,public recycling bin,#824100,public recycling bin<br>Name: Virginia Park<br>Address: Cross Bronx Expwy Service Rd
Vogue Community Garden,,Bronx,431 E. 156th Street,40.82057088,-73.91403138,public recycling bin,#824100,public recycling bin<br>Name: Vogue Community Garden<br>Address: 431 E. 156th Street
Waring Plgd,,Bronx,"Waring Ave, Bronx Park E",40.860641,-73.871488,public recycling bin,#824100,"public recycling bin<br>Name: Waring Plgd<br>Address: Waring Ave, Bronx Park E"
Watson & Gleason,,Bronx,Noble Ave Btwn Watson Ave & Gleason Ave,40.828933,-73.869326,public recycling bin,#824100,public recycling bin<br>Name: Watson & Gleason<br>Address: Noble Ave Btwn Watson Ave & Gleason Ave
West Bronx Rec. Ctr,,Bronx,1527 Jesup Ave,40.844147,-73.918886,public recycling bin,#824100,public recycling bin<br>Name: West Bronx Rec. Ctr<br>Address: 1527 Jesup Ave
Woodlawn Tennis,,Bronx,Van Cortlandt Park,40.895803,-73.87943,public recycling bin,#824100,public recycling bin<br>Name: Woodlawn Tennis<br>Address: Van Cortlandt Park
A Better Community Garden,,Brooklyn,762-764 Herkimer Place/13-21 Hunterfly,40.677973,-73.928171,public recycling bin,#824100,public recycling bin<br>Name: A Better Community Garden<br>Address: 762-764 Herkimer Place/13-21 Hunterfly
Asser Levy,,Brooklyn,Seaside Park,40.57519,-73.971342,public recycling bin,#824100,public recycling bin<br>Name: Asser Levy<br>Address: Seaside Park
Asser Levy,,Brooklyn,Seaside Park,40.575239,-73.971889,public recycling bin,#824100,public recycling bin<br>Name: Asser Levy<br>Address: Seaside Park
Bay Ridge,,Brooklyn,5 Ave & Bay Ridge Pkwy,40.629573,-74.022532,public recycling bin,#824100,public recycling bin<br>Name: Bay Ridge<br>Address: 5 Ave & Bay Ridge Pkwy
Bensonhurst,,Brooklyn,Bensohurst Park,40.596833,-73.9994,public recycling bin,#824100,public recycling bin<br>Name: Bensonhurst<br>Address: Bensohurst Park
Boerum,,Brooklyn,Boerum Park,40.68463,-73.990234,public recycling bin,#824100,public recycling bin<br>Name: Boerum<br>Address: Boerum Park
