LICENSE_NBR,LIC_STATUS,BUSINESS_NAME,BUSINESS_NAME2,BUILDING,STREET,CITY,STATE,ZIP,SWC_TYPE,SWC_SQ_FT,SWC_TABLES,SWC_CHAIRS,DOHMH,LATITUDE,LONGITUDE,COMMUNITY_DISTRICT,CITY_COUNCIL_DISTRICT,CD_URL,APP_ID,APP_SWC_TYPE,APP_SQ_FT,APP_TABLES,APP_CHAIRS,APP_STATUS,APP_STATUS_DATE,EXPIRATION_DATE,APP_TOO_DATE,SUBMIT_DATE,INTAKE,INTAKE_DD,DPQA,SEND_PACKAGE_DD,CP,CP_DD,CB,CB_DD,HEARING,HEARING_DD,HEARING_PUBLIC,HEARING_PUBLIC_DD,CC,CC_DD,MOO,MOO_DD,ISSUANCE,ISSUANCE_DD
1135398-DCA,Active,"COBRA CATERERS, INC.",HUDSON HOUND,575,HUDSON ST,NEW YORK,NY,10014,Unenclosed,185,7,25,40798329,40.7361419466718,-74.00605851738725,102,3,http://www.nyc.gov/manhattancb2,30750-2018-RSWC,Unenclosed,185,7,25,Application Review Completed,04/05/2019,12/15/2020,,12/05/2018,Ready For Review,12/05/2018,Approved,12/06/2018,,,Review Period Expired,01/24/2019,Waived,01/24/2019,,,Review Period Expired,02/14/2019,Approved,04/05/2019,Issued,04/05/2019
0955674-DCA,Active,M.B.R.P. REST. INC.,THE STUMBLE INN,1454,2ND AVE,NEW YORK,NY,10021,Unenclosed,212,12,25,40395892,40.77115407019879,-73.95639112062543,108,5,http://www.cb8m.com/,30701-2018-RSWC,Unenclosed,212,12,25,Application Review Completed,05/02/2019,12/15/2020,,12/05/2018,Ready For Review,12/05/2018,Approved,12/05/2018,,,Review Period Expired,01/24/2019,Waived,01/24/2019,,,Review Period Expired,02/14/2019,,,Issued,05/02/2019
2051589-DCA,Active,WEPA LA AREPA LLC,MITI MITI,138,5TH AVE,BROOKLYN,NY,11217,Unenclosed,90,4,8,50018224,40.678719755870084,-73.97911088461558,306,39,http://www.brooklyncb6.org/,27298-2019-RSWC,Unenclosed,90,4,8,Application Review Completed,01/30/2020,09/15/2021,,09/20/2019,Ready For Review,09/20/2019,Approved,09/20/2019,,,Review Period Expired,11/27/2019,Waived,11/27/2019,,,Review Period Expired,12/18/2019,Approved,01/30/2020,Issued,01/30/2020
2010825-DCA,Inactive,JACOB SOUL FOOD RESTAURANT-373 W 129 STREET CORP.,,373,LENOX AVE,NEW YORK,NY,10027,Unenclosed,429,10,20,41409219,40.810305003978506,-73.94389897382543,110,9,http://www.nyc.gov/html/mancb10/html/home/home.shtml,5417-2018-RSWC,Unenclosed,429,10,20,Application Review Completed,04/03/2018,04/15/2020,,03/27/2018,Ready For Review,03/27/2018,Approved,,Proceed,04/03/2018,Review Period Expired,04/03/2018,Waived,04/03/2018,,,Approved,04/03/2018,Approved,04/03/2018,Issued,04/03/2018
2022425-DCA,Active,"AFB LOUNGE, LLC",BRIK LOUNGE AND KITCHEN,3216,STEINWAY ST,ASTORIA,NY,11103,Unenclosed,85,4,16,50012102,40.75859896735945,-73.91950896574564,401,22,http://www.nyc.gov/html/qnscb1/html/home/home.shtml,14279-2019-RSWC,Unenclosed,85,4,16,Application Review Completed,03/22/2019,04/15/2021,,03/15/2019,Ready For Review,03/19/2019,Approved,,Proceed,03/22/2019,Review Period Expired,03/22/2019,Waived,03/22/2019,,,Approved,03/22/2019,Approved,03/22/2019,Issued,03/22/2019
1167555-DCA,Inactive,1226 SECOND AVENUE REALTY CORP.,,1226,2ND AVE,NEW YORK,NY,10065,Unenclosed,183,11,21,40386001,40.763830260083985,-73.96174941051655,108,5,http://www.cb8m.com/,6809-2018-RSWC,Unenclosed,183,11,21,Application Review Completed,07/18/2018,04/15/2020,,04/17/2018,Ready For Review,04/17/2018,Approved,04/18/2018,Pending Review,04/18/2018,Recommend Approval,05/16/2018,Waived,05/16/2018,,,Review Period Expired,06/06/2018,Approved,07/12/2018,Issued,07/18/2018
2071247-DCA,Inactive,MCRB CORP,NUMERO 28,10712,70TH RD,FOREST HILLS,NY,11375,Unenclosed,88,5,10,50075218,40.720953111485215,-73.84538600547378,406,29,http://queenscb6.org/,5107-2018-ASWC,Unenclosed,88,5,10,Application Review Completed,09/28/2018,04/15/2020,,03/15/2018,Ready For Review,03/15/2018,Approved,03/16/2018,,,Review Period Expired,05/06/2018,Recommendation Issued,05/16/2018,SWC Public Hearing,05/02/2018,Review Period Expired,06/06/2018,Approved,09/28/2018,Issued,09/28/2018
2055050-DCA,Inactive,GREAT LAKES NY NY INC,KO SUSHI,1329,2ND AVE,NEW YORK,NY,10021,Enclosed,497,15,44,50066240,40.76779284667788,-73.95935362280458,108,4,http://www.cb8m.com/,9190-2017-ASWC,Enclosed,497,15,44,Application Review Completed,01/11/2019,05/15/2020,,06/23/2017,Ready For Review,06/23/2017,Approved,06/27/2017,Proceed Objections Cured,10/10/2018,Review Period Expired,10/10/2018,Recommendation Issued,10/10/2018,SWC Public Hearing,11/28/2018,Review Period Expired,10/31/2018,,,Issued,01/11/2019
1346838-DCA,Active,SLICE WEST VILLAGE LTD.,"SLICE, THE PERFECT FOOD",535,HUDSON ST,NEW YORK,NY,10014,Unenclosed,193,10,20,41447856,40.73462408549657,-74.00629292056857,102,3,http://www.nyc.gov/manhattancb2,2342-2019-RSWC,Unenclosed,193,10,20,Application Review Completed,06/25/2019,12/15/2020,,01/16/2019,Ready For Review,01/16/2019,Approved,01/18/2019,,,Review Period Expired,02/28/2019,Waived,02/28/2019,,,Review Period Expired,03/21/2019,Approved,06/25/2019,Issued,06/25/2019
1096363-DCA,Active,"THIRD AVE. REST., INC.",JAKE'S DILEMMA,430,AMSTERDAM AVE,NEW YORK,NY,10024,Unenclosed,197,8,19,40401453,40.7843788133305,-73.97768749251934,107,6,http://www.nyc.gov/mcb7,12576-2018-RSWC,Unenclosed,197,8,19,Application Review Completed,04/08/2019,09/15/2020,04/30/2019,09/10/2018,Ready For Review,09/10/2018,Approved,09/11/2018,,,Review Period Expired,11/01/2018,Waived,11/01/2018,,,Review Period Expired,11/22/2018,Approved,04/08/2019,Issued,04/08/2019
2053447-DCA,Active,ESQUINA NYC 1402 SECOND LLC,LA ESQUINA,1402,2ND AVE,NEW YORK,NY,10021,Unenclosed,170,6,22,50061416,40.76904391245928,-73.95786185024289,108,5,http://www.cb8m.com/,15052-2019-RSWC,Unenclosed,170,6,22,Application Review Completed,02/07/2020,04/15/2021,,03/21/2019,Ready For Review,03/21/2019,Approved,03/25/2019,,,Review Period Expired,05/16/2019,Waived,05/16/2019,,,Review Period Expired,06/06/2019,Approved,02/07/2020,Issued,02/07/2020
2021903-DCA,Active,SPAHA PIZZA LLC,LEXINGTON PIZZA PARLOUR,1590,LEXINGTON AVE,NEW YORK,NY,10029,Unenclosed,216,11,24,50018697,40.78928263160358,-73.94870886870956,111,8,http://www.cb11m.org/,28091-2019-RSWC,Unenclosed,216,11,24,Application Review Completed,10/16/2019,09/15/2021,,09/27/2019,Ready For Review,09/27/2019,Approved,,Proceed,10/16/2019,Review Period Expired,10/16/2019,Waived,10/16/2019,,,Review Period Expired,10/16/2019,Waived,10/16/2019,Issued,10/16/2019
2051494-DCA,Active,SAUCE MANAGEMENT LLC,SAUCE,78,RIVINGTON ST,NEW YORK,NY,10002,Unenclosed,378,17,34,50056213,40.720480034345975,-73.9893360519048,103,1,http://www.nyc.gov/manhattancb3,2371-2020-RSWC,Unenclosed,378,17,34,Pending Review,06/03/2020,08/03/2020,08/03/2020,01/31/2020,Ready For Review,01/31/2020,Issued Temp Op Letter,02/03/2020,Pending Review,02/03/2020,Review Period Expired,03/26/2020,Waived,03/26/2020,,,Review Period Expired,04/16/2020,Pending Review,,Pending Review,
2037227-DCA,Inactive,STARBUCKS CORPORATION,Starbucks Coffee Company,25,UNION SQ W,NEW YORK,NY,10003,Small Unenclosed,199,3,12,50040933,40.73628996597361,-73.99093565842742,105,2,http://www.cb5.org,5595-2020-RSWC,Small Unenclosed,199,3,12,Pending Review,06/02/2020,04/15/2020,,05/12/2020,Ready For Review,06/02/2020,Under Review,,Pending Review,,Pending Review,,Pending Review,,,,Pending Review,,Pending Review,,Pending Review,
1245908-DCA,Active,"CAFFE VETRO, INC.",,200,MOTT ST,NEW YORK,NY,10012,Unenclosed,97,6,12,41117553,40.72118858696161,-73.99547246376291,102,1,http://www.nyc.gov/manhattancb2,31832-2018-RSWC,Unenclosed,97,6,12,Application Review Completed,04/11/2019,12/15/2020,06/15/2019,12/13/2018,Ready For Review,12/13/2018,Approved,12/17/2018,,,Recommend Approval,01/29/2019,Waived,01/31/2019,,,Review Period Expired,02/21/2019,Approved,04/11/2019,Issued,04/11/2019
2079406-DCA,Active,"JACK JONES, INC.",,3801,DITMARS BLVD,ASTORIA,NY,11105,Unenclosed,537,8,30,50073729,40.773383316629435,-73.90651160767437,401,22,http://www.nyc.gov/html/qnscb1/html/home/home.shtml,13431-2018-ASWC,Unenclosed,537,8,30,Application Review Completed,03/29/2019,09/15/2021,,07/31/2018,Ready For Review,07/31/2018,Approved,08/01/2018,,,Review Period Expired,12/13/2018,Recommendation Issued,12/13/2018,SWC Public Hearing,09/19/2018,Review Period Expired,01/03/2019,Approved,03/29/2019,Issued,03/29/2019
2036311-DCA,Inactive,115 RESTAURANT CORP,ROW HOUSE,2128,FREDERICK DOUGLASS BLVD,NEW YORK,NY,10026,Unenclosed,515,24,47,50043566,40.803527961371614,-73.95578475693384,110,9,http://www.nyc.gov/html/mancb10/html/home/home.shtml,6564-2018-RSWC,Unenclosed,515,24,47,Application Review Completed,08/31/2018,04/15/2020,,04/12/2018,Ready For Review,04/12/2018,Approved,04/12/2018,,,Review Period Expired,06/02/2018,Waived,06/08/2018,,,Review Period Expired,06/29/2018,Approved,08/31/2018,Issued,08/31/2018
2082428-DCA,Active,"FRANK MAC'S PLACE, LLC",FRANK MACS PUB,425,AMSTERDAM AVE,NEW YORK,NY,10024,Unenclosed,178,11,24,50081145,40.78393687822864,-73.97751792368484,107,6,http://www.nyc.gov/mcb7,18213-2018-ASWC,Unenclosed,178,11,24,Application Review Completed,05/03/2019,12/15/2021,,12/14/2018,Ready For Review,12/14/2018,Approved,12/18/2018,,,Recommend Approval,02/07/2019,Recommendation Issued,02/21/2019,SWC Public Hearing,02/06/2019,Review Period Expired,03/14/2019,Approved,05/03/2019,Issued,05/03/2019
2018405-DCA,Active,DECO CAFE INC,BROOKLYN PUBLIC HOUSE,247,DEKALB AVE,BROOKLYN,NY,11205,Unenclosed,59,5,11,50011752,40.689680192758516,-73.96936432532205,302,35,http://www.nyc.gov/html/bkncb2/html/home/home.shtml,16858-2019-RSWC,Unenclosed,59,5,11,Application Review Completed,04/08/2019,04/15/2021,,04/04/2019,Ready For Review,04/04/2019,Approved,,Proceed,04/08/2019,Recommend Approval,04/08/2019,Recommendation Issued,04/08/2019,,,,,Approved,04/08/2019,Issued,04/08/2019
2042255-DCA,Active,LENWICH 54TH LLC,LENWICH,1024,2ND AVE,NEW YORK,NY,10022,Enclosed,418,19,35,50050113,40.75736237849685,-73.96649969355096,106,5,http://cbsix.org,20102-2019-RSWC,Enclosed,418,19,35,Pending Review,06/05/2020,08/05/2020,08/05/2020,05/17/2019,Ready For Review,05/17/2019,Issued Temp Op Letter,05/20/2019,Pending Review,05/20/2019,Pending Review,05/20/2019,Pending Review,,,,Pending Review,,Pending Review,,Pending Review,
2010802-DCA,Inactive,"ASTORIA BRICK, LLC",,3095,33RD ST,ASTORIA,NY,11102,Unenclosed,892,26,60,50012273,40.76371931343995,-73.92153515356563,401,22,http://www.nyc.gov/html/qnscb1/html/home/home.shtml,29505-2019-RSWC,Unenclosed,892,26,60,Pending Review,02/25/2020,05/25/2020,05/25/2020,10/22/2019,Ready For Review,10/30/2019,Issued Temp Op Letter,11/26/2019,Pending Review,10/30/2019,Recommend Approval,01/10/2020,Pending Review,,SWC Public Hearing,01/15/2020,Pending Review,,Pending Review,,Pending Review,
1429718-DCA,Inactive,ROMAGICA CORP.,CELESTE,502,AMSTERDAM AVE,NEW YORK,NY,10024,Enclosed,112,4,10,40932233,40.78671149608794,-73.97599308189814,107,6,http://www.nyc.gov/mcb7,8372-2018-RSWC,Enclosed,112,4,10,Application Review Completed,08/22/2019,05/15/2020,,05/11/2018,Ready For Review,05/11/2018,Approved,05/16/2018,Proceed,03/28/2019,Review Period Expired,05/16/2019,Waived,05/16/2019,,,Review Period Expired,06/06/2019,Approved,08/22/2019,Issued,08/22/2019
2035055-DCA,Inactive,SUSHI D INC,,207,DEKALB AVE,BROOKLYN,NY,11205,Unenclosed,235,6,24,50033833,40.68976852997975,-73.9713222877956,302,35,http://www.nyc.gov/html/bkncb2/html/home/home.shtml,8376-2018-RSWC,Unenclosed,235,6,24,Application Review Completed,10/19/2018,04/15/2020,,05/11/2018,Ready For Review,05/11/2018,Approved,05/14/2018,,,Recommend Approval,06/11/2018,Waived,06/11/2018,,,Review Period Expired,07/02/2018,,,Issued,10/19/2018
2028884-DCA,Active,VILLAGE RESTAURANT GROUP LLC,HUDSON CLEARWATER,447,HUDSON ST,NEW YORK,NY,10014,Unenclosed,138,6,12,41489751,40.73109155414742,-74.00686267225602,102,3,http://www.nyc.gov/manhattancb2,35143-2019-RSWC,Unenclosed,138,6,12,Application Review Completed,12/19/2019,12/15/2021,,12/11/2019,Ready For Review,12/11/2019,Approved,,Proceed,12/19/2019,Review Period Expired,12/19/2019,Waived,12/19/2019,,,Approved,12/19/2019,Approved,12/19/2019,Issued,12/19/2019
2038116-DCA,Active,GST399 INC,GREENWICH STREET TAVERN,399,GREENWICH ST,NEW YORK,NY,10013,Unenclosed,246,13,26,50043059,40.720858867497476,-74.01003628965707,101,1,http://www.nyc.gov/html/mancb1/html/home/home.shtml,16594-2018-RSWC,Unenclosed,246,13,26,Application Review Completed,04/11/2019,09/15/2020,,09/28/2018,Ready For Review,09/28/2018,Approved,09/28/2018,,,Review Period Expired,11/21/2018,Waived,11/21/2018,,,Review Period Expired,12/12/2018,Approved,04/11/2019,Issued,04/11/2019
2075392-DCA,Active,MAMACHA LLC,MAMACHA,312,BOWERY,NEW YORK,NY,10012,Unenclosed,111,9,18,50075697,40.725085987974374,-73.99249936388594,102,1,http://www.nyc.gov/manhattancb2,9123-2018-ASWC,Unenclosed,111,9,18,Application Review Completed,11/09/2018,12/15/2020,,04/27/2018,Ready For Review,04/27/2018,Approved,04/27/2018,,,Recommend Approval,07/11/2018,Recommendation Issued,07/11/2018,SWC Public Hearing,06/13/2018,Review Period Expired,08/01/2018,,,Issued,11/09/2018
1259219-DCA,Inactive,174 BEDFORD AVENUE BAR LLC,CHARLESTON,174,BEDFORD AVE,BROOKLYN,NY,11211,Unenclosed,177,5,10,41222296,40.71816711810109,-73.95758738448855,301,33,http://www.nyc.gov/brooklyncb1,26572-2019-RSWC,Unenclosed,177,5,10,Pending Review,12/17/2019,03/15/2020,03/15/2020,09/13/2019,Ready For Review,09/13/2019,Issued Temp Op Letter,09/19/2019,Pending Review,09/19/2019,Review Period Expired,11/07/2019,Waived,11/07/2019,,,Review Period Expired,11/28/2019,Pending Review,,Pending Review,
2056577-DCA,Active,"RIVERWALK MANAGEMENT, INC",NAKED DOG,47,JAVA ST,BROOKLYN,NY,11222,Unenclosed,70,3,10,50017040,40.7313343374704,-73.95929648239093,301,33,http://www.nyc.gov/brooklyncb1,14300-2019-RSWC,Unenclosed,70,3,10,Application Review Completed,07/01/2019,04/15/2021,,03/15/2019,Ready For Review,03/15/2019,Approved,03/18/2019,,,Review Period Expired,05/07/2019,Waived,05/07/2019,,,Review Period Expired,05/28/2019,Approved,07/01/2019,Issued,07/01/2019
2028005-DCA,Active,FONDA AVENUE B LLC,,40,AVENUE B,NEW YORK,NY,10009,Unenclosed,137,7,14,41629904,40.72291659794694,-73.98285985456111,103,2,http://www.nyc.gov/manhattancb3,17718-2019-RSWC,Unenclosed,137,7,14,Application Review Completed,04/15/2019,04/15/2021,,04/12/2019,Ready For Review,04/15/2019,Approved,,Proceed,04/15/2019,Review Period Expired,04/15/2019,Waived,04/15/2019,,,Approved,04/15/2019,Approved,04/15/2019,Issued,04/15/2019
2042124-DCA,Active,"ST. GEORGE HOLDING, CORP",EL BASURERO BAR RESTAURANT,3217,STEINWAY ST,ASTORIA,NY,11103,Unenclosed,238,5,20,40993070,40.75840664333527,-73.91923486734564,401,26,http://www.nyc.gov/html/qnscb1/html/home/home.shtml,33932-2018-RSWC,Unenclosed,238,5,20,Application Review Completed,04/03/2019,12/15/2020,,12/28/2018,Ready For Review,12/28/2018,Approved,12/28/2018,,,Recommend Approval,01/31/2019,Waived,01/31/2019,,,Review Period Expired,02/21/2019,Approved,04/03/2019,Issued,04/03/2019
0978960-DCA,Inactive,"ST. JAMES ASSOCIATES, L.P.",SMITH & WOLLENSKY,201,E 49TH ST,NEW YORK,NY,10017,Unenclosed,214,8,16,40370766,40.75518148438284,-73.97083211814346,106,4,http://cbsix.org,23807-2014-RSWC,Unenclosed,214,8,16,Pending Review,12/11/2019,03/15/2020,03/15/2020,08/14/2017,Ready For Review,11/18/2014,Issued Temp Op Letter,11/18/2014,Pending Review,11/18/2014,Recommend Approval,01/09/2015,Recommendation Issued,01/09/2015,SWC Public Hearing,,Review Period Expired,06/01/2015,Pending Review,06/01/2015,Pending Review,
2093767-DCA,Inactive,SOMMIE LLC,,45,IRVING AVE,BROOKLYN,NY,11237,Unenclosed,,12,26,500100757,40.70500850329347,-73.92488998491449,304,34,http://www.nyc.gov/brooklyncb4,13353-2019-ASWC,Unenclosed,,12,26,Application Withdrawn,03/24/2020,04/15/2022,,12/03/2019,Ready For Review,12/04/2019,Withdrawal - Refund Request,12/04/2019,,,Review Period Expired,01/24/2020,Waived,01/24/2020,,,Review Period Expired,02/14/2020,,,,
2038130-DCA,Active,TOURBILLON 45 LLC,CAFE ALTRO PARADISO,234,SPRING ST,NEW YORK,NY,10013,Unenclosed,163,5,20,50044208,40.72556646733649,-74.00473708812684,102,3,http://www.nyc.gov/manhattancb2,31816-2018-RSWC,Unenclosed,163,5,20,Application Review Completed,06/20/2019,12/15/2020,,12/13/2018,Ready For Review,12/13/2018,Approved,12/13/2018,,,Recommend Approval,01/29/2019,Waived,01/31/2019,,,Review Period Expired,02/21/2019,Approved,06/20/2019,Issued,06/20/2019
2078571-DCA,Inactive,"1395 SECOND AVENUE RESTAURANT, LLC",JAVELINA,1395,2ND AVE,NEW YORK,NY,10021,Unenclosed,161,6,18,50073250,40.76944201676864,-73.95818290729865,108,4,http://www.cb8m.com/,13272-2018-ASWC,Unenclosed,161,6,18,Application Review Completed,12/11/2018,04/15/2020,,07/27/2018,Ready For Review,07/27/2018,Approved,07/27/2018,,,Review Period Expired,09/26/2018,Recommendation Issued,09/26/2018,SWC Public Hearing,09/12/2018,Review Period Expired,10/17/2018,Approved,12/11/2018,Issued,12/11/2018
1457312-DCA,Inactive,"MIDTOWN HOSPITALITY, LLC",,945,2ND AVE,NEW YORK,NY,10022,Unenclosed,105,4,8,41671961,40.75513147975438,-73.96855458523213,106,4,http://cbsix.org,2505-2020-RSWC,Unenclosed,105,4,8,Pending Review,05/29/2020,06/30/2020,06/30/2020,02/03/2020,Ready For Review,02/03/2020,Issued Temp Op Letter,02/04/2020,Pending Review,02/04/2020,Review Period Expired,03/25/2020,Waived,03/25/2020,,,Review Period Expired,04/15/2020,Pending Review,,Pending Review,
1465870-DCA,Inactive,"PQ EAST 83RD ST, INC",LE PAIN QUOTIDIEN,1592,1ST AVE,NEW YORK,NY,10028,Unenclosed,226,10,22,50000803,40.774706239718654,-73.9507636379689,108,5,http://www.cb8m.com/,36224-2019-RSWC,Unenclosed,226,10,22,Pending Review,02/27/2020,03/27/2020,03/27/2020,12/26/2019,Ready For Review,12/26/2019,Issued Temp Op Letter,12/27/2019,Pending Review,12/27/2019,Pending Review,12/27/2019,Pending Review,,SWC Public Hearing,02/12/2020,Pending Review,,Pending Review,,Pending Review,
1190138-DCA,Active,PMC CORP.,THE ABBEY TAVERN,354,3RD AVE,NEW YORK,NY,10010,Enclosed,336,8,18,41091944,40.74079855171132,-73.98205052302322,106,2,http://cbsix.org,5714-2020-RSWC,Enclosed,336,8,18,Application Review Completed,06/12/2020,05/15/2022,,05/22/2020,Ready For Review,06/12/2020,Approved,,Proceed,06/12/2020,Review Period Expired,06/12/2020,Waived,06/12/2020,,,Approved,06/12/2020,Approved,06/12/2020,Issued,06/12/2020
2032175-DCA,Inactive,1414 HOLDINGS L.L.C.,1 HOTEL CENTRAL PARK,1414,AVENUE OF THE AMERICAS,NEW YORK,NY,10019,Small Unenclosed,469,4,16,50037961,40.76470707765361,-73.9766796851479,105,4,http://www.cb5.org,5584-2018-AMND,Small Unenclosed,469,4,16,Application Review Completed,05/13/2019,04/15/2020,,12/26/2018,Ready For Review,12/26/2018,Approved,12/26/2018,,,Review Period Expired,02/21/2019,Waived,02/21/2019,,,Review Period Expired,03/14/2019,Approved,05/13/2019,Issued,05/13/2019
1346231-DCA,Inactive,GNSY LLC,PATISSERIE DES AMBASSADES,2200,FREDERICK DOUGLASS BLVD,NEW YORK,NY,10026,Unenclosed,203,6,15,41448361,40.80604142357554,-73.95398060043651,110,9,http://www.nyc.gov/html/mancb10/html/home/home.shtml,4843-2018-RSWC,Unenclosed,203,6,15,Application Review Completed,10/26/2018,04/15/2020,,03/19/2018,Ready For Review,03/30/2018,Approved,03/30/2018,,,Review Period Expired,05/21/2018,Waived,05/24/2018,,,Review Period Expired,06/14/2018,,,Issued,10/26/2018
1229629-DCA,Active,ERS ENTERPRISES INC.,,44,W 63RD ST,NEW YORK,NY,10023,Enclosed,880,22,46,41246951,40.771350387999604,-73.98254773267509,107,3,http://www.nyc.gov/mcb7,23984-2019-RSWC,Enclosed,880,22,46,Application Review Completed,07/17/2019,05/15/2021,,07/17/2019,Ready For Review,07/17/2019,Approved,,,,,,,,,,,,,,Issued,07/17/2019
1092103-DCA,Active,"RAJMAR HOLDINGS, INC.",HUDSON BAR AND BOOKS,636,HUDSON ST,NEW YORK,NY,10014,Unenclosed,80,4,8,40573715,40.73861774685098,-74.00538755364295,102,3,http://www.nyc.gov/manhattancb2,26999-2019-RSWC,Unenclosed,80,4,8,Pending Review,05/29/2020,07/26/2020,07/26/2020,09/18/2019,Ready For Review,09/18/2019,Issued Temp Op Letter,09/19/2019,Pending Review,09/19/2019,Review Period Expired,04/17/2020,Waived,04/17/2020,,,Review Period Expired,05/08/2020,Pending Review,,Pending Review,
1458496-DCA,Active,"LAFAYETTE STREET PARTNERS II, LLC",LAFAYETTE,380,LAFAYETTE ST,NEW YORK,NY,10003,Unenclosed,962,23,84,41714997,40.7276029981432,-73.99363197558255,102,1,http://www.nyc.gov/manhattancb2,14364-2018-RSWC,Unenclosed,962,23,84,Application Review Completed,03/28/2019,09/15/2020,05/27/2019,09/20/2018,Ready For Review,09/20/2018,Approved,09/24/2018,,,Recommend Approval,11/02/2018,Waived,11/14/2018,,,Review Period Expired,12/05/2018,Approved,03/28/2019,Issued,03/28/2019
2009334-DCA,Inactive,DCB DELANCEY CORPORATION,SEL ROSE,1,DELANCEY ST,NEW YORK,NY,10002,Regular Unenclosed/Small Unenclosed,560,15,51,41703928,40.71997532475681,-73.99378422077291,103,1,http://www.nyc.gov/manhattancb3,3125-2020-RSWC,Regular Unenclosed/Small Unenclosed,560,15,51,Pending Review,03/13/2020,05/23/2020,05/23/2020,02/12/2020,Ready For Review,02/12/2020,Issued Temp Op Letter,02/12/2020,Pending Review,02/12/2020,Review Period Expired,04/07/2020,Waived,04/07/2020,,,Review Period Expired,04/28/2020,Pending Review,,Pending Review,
2068738-DCA,Active,MOS EISLEY LLC,LOVERBOY,127,AVENUE C,NEW YORK,NY,10009,Unenclosed,124,3,10,,40.724878362976824,-73.97847226712348,103,2,http://www.nyc.gov/manhattancb3,880-2018-ASWC,Unenclosed,124,3,10,Application Review Completed,08/07/2018,12/15/2020,,01/24/2018,Ready For Review,01/25/2018,Approved,01/25/2018,Pending Review,01/25/2018,Review Period Expired,03/17/2018,Recommendation Issued,04/02/2018,SWC Public Hearing,03/14/2018,Review Period Expired,04/25/2018,Pending Review,04/25/2018,Issued,08/07/2018
1104424-DCA,Inactive,160 BISTRO INC.,LE SINGE VERT,160,7TH AVE,NEW YORK,NY,10011,Unenclosed,249,17,36,40576554,40.7422024880094,-73.99736201365711,104,3,http://www.nyc.gov/mcb4,337-2020-RSWC,Unenclosed,249,17,36,Pending Review,05/28/2020,06/28/2020,06/28/2020,01/09/2020,Ready For Review,01/09/2020,Issued Temp Op Letter,01/09/2020,Pending Review,01/09/2020,Pending Review,01/09/2020,Pending Review,,SWC Public Hearing,02/26/2020,Pending Review,,Pending Review,,Pending Review,
2038114-DCA,Active,FOOTPRINTS CAFE INC.,,5814,CLARENDON RD,BROOKLYN,NY,11203,Unenclosed,184,8,16,40765947,40.64495577754071,-73.92112348545241,317,45,http://www.nyc.gov/html/cau/html/cb/cb.shtml,8055-2019-RSWC,Unenclosed,184,8,16,Application Review Completed,06/21/2019,12/15/2020,,02/12/2019,Ready For Review,02/12/2019,Approved,02/12/2019,,,Review Period Expired,04/02/2019,Waived,04/02/2019,,,Review Period Expired,04/23/2019,,,Issued,06/21/2019
1248301-DCA,Active,PONENTE LLC,NIZZA,628,9TH AVE,NEW YORK,NY,10036,Unenclosed,249,10,20,41235443,40.75991404567799,-73.99132590038796,104,3,http://www.nyc.gov/mcb4,16369-2019-RSWC,Unenclosed,249,10,20,Application Review Completed,08/05/2019,04/15/2021,09/24/2019,04/01/2019,Ready For Review,04/01/2019,Approved,04/02/2019,,,Review Period Expired,05/21/2019,Waived,05/21/2019,,,Review Period Expired,06/11/2019,Approved,08/05/2019,Issued,08/05/2019
2088550-DCA,Active,MARLINSPIKE HALL LLC,THE JONES,54,GREAT JONES ST,NEW YORK,NY,10012,Unenclosed,109,3,6,50093245,40.726719099664166,-73.99221776402976,102,1,http://www.nyc.gov/manhattancb2,6114-2019-ASWC,Unenclosed,109,3,6,Application Review Completed,09/26/2019,12/15/2021,,05/24/2019,Ready For Review,05/24/2019,Approved,05/28/2019,,,Recommend Approval,07/17/2019,Recommendation Issued,07/17/2019,SWC Public Hearing,07/17/2019,Review Period Expired,08/13/2019,Approved,09/26/2019,Issued,09/26/2019
2022051-DCA,Inactive,LAYLA TOV INC,WESTVILLE,333,HUDSON ST,NEW YORK,NY,10013,Unenclosed,255,10,22,50018580,40.72713357445722,-74.00753333786201,102,3,http://www.nyc.gov/manhattancb2,4424-2020-RSWC,Unenclosed,255,10,22,Pending Review,03/05/2020,04/15/2020,,03/05/2020,Ready For Review,03/05/2020,Under Review,03/05/2020,Pending Review,03/05/2020,Pending Review,03/05/2020,Pending Review,,SWC Public Hearing,04/22/2020,Pending Review,,Pending Review,,Pending Review,
2036877-DCA,Inactive,UPPER EAST BBQ LLC,,1492,2ND AVE,NEW YORK,NY,10075,Unenclosed,185,10,22,50044855,40.77230928786754,-73.95555997941752,108,5,http://www.cb8m.com/,6111-2018-RSWC,Unenclosed,185,10,22,Application Review Completed,09/13/2018,04/15/2020,,04/04/2018,Ready For Review,04/04/2018,Approved,04/04/2018,,,Recommend Approval,05/16/2018,Waived,05/16/2018,,,Review Period Expired,06/06/2018,,,Issued,09/13/2018
