Animal_Id,animal_type,animal_breed,Kennel_Number,Kennel_Status,Tag_Type,Activity_Number,Activity_Sequence,Source_Id,Census_Tract,Council_District,intake_type,Intake_Subtype,Reason,Staff_Id,intake_date,intake_time,Due_Out,intake_condition,Hold_Request,Outcome_Type,Outcome_Date,Outcome_Time,Receipt_Number,Impound_Number,Service_Request_Number,Outcome_Condition,chip_status,Animal_Origin,Additional_Information,animal_stay_days,Month,Year,,,,
A1062069,DOG,LABRADOR RETR,FOUND,IMPOUNDED,,,0,P877386,,,STRAY,WEB,,WEB,3/10/2019 0:00,11:05:00,3/11/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454441,,,,,,73,FY2017,NEXT_FY,,,,
A1062068,DOG,AM PIT BULL TER,LOST,IMPOUNDED,,,0,P877385,,,STRAY,WEB,,WEB,3/10/2019 0:00,11:05:00,3/10/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454440,,,,,,73,FY2017,NEXT_FY,,,,
A1062152,DOG,CHIHUAHUA SH,LOST,IMPOUNDED,,,0,P877469,,,STRAY,WEB,,WEB,3/11/2019 0:00,11:05:00,3/19/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454524,,,,,,72,FY2017,NEXT_FY,,,,
A1062109,DOG,SCHNAUZER MIN,FOUND,IMPOUNDED,,,0,P877426,,,STRAY,WEB,,WEB,3/11/2019 0:00,11:05:00,3/15/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454481,,,,,,72,FY2017,NEXT_FY,,,,
A1062131,DOG,GOLDEN RETR,LOST,IMPOUNDED,,,0,P877448,,,STRAY,WEB,,WEB,3/11/2019 0:00,11:05:00,3/17/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454503,,,,,,72,FY2017,NEXT_FY,,,,
A1062136,DOG,GOLDEN RETR,FOUND,IMPOUNDED,,,0,P877453,,,STRAY,WEB,,WEB,3/11/2019 0:00,11:05:00,3/17/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454508,,,,,,72,FY2017,NEXT_FY,,,,
A1062111,DOG,GOLDEN RETR,FOUND,IMPOUNDED,,,0,P877428,,,STRAY,WEB,,WEB,3/11/2019 0:00,11:05:00,3/15/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454483,,,,,,72,FY2017,NEXT_FY,,,,
A1062135,DOG,GOLDEN RETR,FOUND,IMPOUNDED,,,0,P877452,,,STRAY,WEB,,WEB,3/11/2019 0:00,11:05:00,3/17/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454507,,,,,,72,FY2017,NEXT_FY,,,,
A1062097,DOG,WELSH CORGI CAR,FOUND,IMPOUNDED,,,0,P877414,,,STRAY,WEB,,WEB,3/12/2019 0:00,11:05:00,3/13/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454469,,,,,,71,FY2017,NEXT_FY,,,,
A1062091,DOG,SHIH TZU,LOST,IMPOUNDED,,,0,P877408,,,STRAY,WEB,,WEB,3/12/2019 0:00,11:05:00,3/13/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454463,,,,,,71,FY2017,NEXT_FY,,,,
A1062106,DOG,BICHON FRISE,LOST,IMPOUNDED,,,0,P877423,,,STRAY,WEB,,WEB,3/12/2019 0:00,11:05:00,3/15/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454478,,,,,,71,FY2017,NEXT_FY,,,,
A1062095,DOG,PLOTT HOUND,FOUND,IMPOUNDED,,,0,P877412,,,STRAY,WEB,,WEB,3/12/2019 0:00,11:05:00,3/13/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454467,,,,,,71,FY2017,NEXT_FY,,,,
A1062119,DOG,POINTER,LOST,IMPOUNDED,,,0,P877436,,,STRAY,WEB,,WEB,3/12/2019 0:00,11:05:00,3/15/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454491,,,,,,71,FY2017,NEXT_FY,,,,
A1062093,DOG,CAIRN TERRIER,LOST,IMPOUNDED,,,0,P877410,,,STRAY,WEB,,WEB,3/12/2019 0:00,11:05:00,3/13/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454465,,,,,,71,FY2017,NEXT_FY,,,,
A1062105,DOG,CAIRN TERRIER,FOUND,IMPOUNDED,,,0,P877422,,,STRAY,WEB,,WEB,3/13/2019 0:00,11:05:00,3/14/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454477,,,,,,70,FY2017,NEXT_FY,,,,
A1062102,DOG,SCHNAUZER MIN,LOST,IMPOUNDED,,,0,P877419,,,STRAY,WEB,,WEB,3/13/2019 0:00,11:05:00,3/14/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454474,,,,,,70,FY2017,NEXT_FY,,,,
A1062096,DOG,PIT BULL,LOST,IMPOUNDED,,,0,P877413,,,STRAY,WEB,,WEB,3/13/2019 0:00,11:05:00,3/13/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454468,,,,,,70,FY2017,NEXT_FY,,,,
A1062147,DOG,AUST SHEPHERD,FOUND,IMPOUNDED,,,0,P877464,,,STRAY,WEB,,WEB,3/13/2019 0:00,11:05:00,3/19/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454519,,,,,,70,FY2017,NEXT_FY,,,,
A1062101,DOG,CHIHUAHUA SH,LOST,IMPOUNDED,,,0,P877418,,,STRAY,WEB,,WEB,3/13/2019 0:00,11:05:00,3/14/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454473,,,,,,70,FY2017,NEXT_FY,,,,
A1062099,DOG,AUST CATTLE DOG,FOUND,IMPOUNDED,,,0,P877416,,,STRAY,WEB,,WEB,3/13/2019 0:00,11:05:00,3/14/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454471,,,,,,70,FY2017,NEXT_FY,,,,
A1062139,DOG,ITAL GREYHOUND,LOST,IMPOUNDED,,,0,P877456,,,STRAY,WEB,,WEB,3/13/2019 0:00,11:05:00,3/18/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454511,,,,,,70,FY2017,NEXT_FY,,,,
A1062132,DOG,GOLDEN RETR,LOST,IMPOUNDED,,,0,P877449,,,STRAY,WEB,,WEB,3/14/2019 0:00,11:05:00,3/17/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454504,,,,,,69,FY2017,NEXT_FY,,,,
A1062117,DOG,AM PIT BULL TER,FOUND,IMPOUNDED,,,0,P877434,,,STRAY,WEB,,WEB,3/14/2019 0:00,11:05:00,3/15/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454489,,,,,,69,FY2017,NEXT_FY,,,,
A1062103,DOG,GERM SHEPHERD,LOST,IMPOUNDED,,,0,P877420,,,STRAY,WEB,,WEB,3/14/2019 0:00,11:05:00,3/14/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454475,,,,,,69,FY2017,NEXT_FY,,,,
A1060936,DOG,PIT BULL,PAWS 22,AVAILABLE,,,1,P0875851,12500,9,STRAY,AT LARGE,OTHRINTAKS,CBM,3/14/2019 0:00,11:21:00,3/20/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-453120,,,SCAN CHIP,OVER THE COUNTER,FREE ADOPTION,69,FY2017,NEXT_FY,,,,
A1062100,DOG,GERM SHEPHERD,LOST,IMPOUNDED,,,0,P877417,,,STRAY,WEB,,WEB,3/14/2019 0:00,11:05:00,3/14/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454472,,,,,,69,FY2017,NEXT_FY,,,,
A1062115,DOG,ROTTWEILER,FOUND,IMPOUNDED,,,0,P877432,,,STRAY,WEB,,WEB,3/15/2019 0:00,11:05:00,3/15/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454487,,,,,,68,FY2017,NEXT_FY,,,,
A1062114,DOG,WELSH CORGI CAR,LOST,IMPOUNDED,,,0,P877431,,,STRAY,WEB,,WEB,3/15/2019 0:00,11:05:00,3/15/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454486,,,,,,68,FY2017,NEXT_FY,,,,
A1062137,DOG,PIT BULL,LOST,IMPOUNDED,,,0,P877454,,,STRAY,WEB,,WEB,3/15/2019 0:00,11:05:00,3/18/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454509,,,,,,68,FY2017,NEXT_FY,,,,
A1062154,DOG,AUST CATTLE DOG,LOST,IMPOUNDED,,,0,P877471,,,STRAY,WEB,,WEB,3/15/2019 0:00,11:05:00,3/19/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454526,,,,,,68,FY2017,NEXT_FY,,,,
A1062107,DOG,GERM SHEPHERD,LOST,IMPOUNDED,,,0,P877424,,,STRAY,WEB,,WEB,3/15/2019 0:00,11:05:00,3/15/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454479,,,,,,68,FY2017,NEXT_FY,,,,
A1062124,DOG,CHIHUAHUA SH,LOST,IMPOUNDED,,,0,P877441,,,STRAY,WEB,,WEB,3/15/2019 0:00,11:05:00,3/16/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454496,,,,,,68,FY2017,NEXT_FY,,,,
A1062116,DOG,PIT BULL,LOST,IMPOUNDED,,,0,P877433,,,STRAY,WEB,,WEB,3/15/2019 0:00,11:05:00,3/15/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454488,,,,,,68,FY2017,NEXT_FY,,,,
A1062145,DOG,YORKSHIRE TERR,LOST,IMPOUNDED,,,0,P877462,,,STRAY,WEB,,WEB,3/16/2019 0:00,11:05:00,3/18/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454517,,,,,,67,FY2017,NEXT_FY,,,,
A1062126,DOG,MALTESE,LOST,IMPOUNDED,,,0,P877443,,,STRAY,WEB,,WEB,3/16/2019 0:00,11:05:00,3/16/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454498,,,,,,67,FY2017,NEXT_FY,,,,
A1062138,DOG,SCHNAUZER MIN,LOST,IMPOUNDED,,,0,P877455,,,STRAY,WEB,,WEB,3/16/2019 0:00,11:05:00,3/18/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454510,,,,,,67,FY2017,NEXT_FY,,,,
A1062143,DOG,PUG,LOST,IMPOUNDED,,,0,P877460,,,STRAY,WEB,,WEB,3/16/2019 0:00,11:05:00,3/18/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454515,,,,,,67,FY2017,NEXT_FY,,,,
A1062129,DOG,SCHNAUZER MIN,LOST,IMPOUNDED,,,0,P877446,,,STRAY,WEB,,WEB,3/16/2019 0:00,11:05:00,3/17/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454501,,,,,,67,FY2017,NEXT_FY,,,,
A1062140,DOG,PAPILLON,LOST,IMPOUNDED,,,0,P877457,,,STRAY,WEB,,WEB,3/16/2019 0:00,11:05:00,3/18/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454512,,,,,,67,FY2017,NEXT_FY,,,,
A1062125,DOG,AUST CATTLE DOG,FOUND,IMPOUNDED,,,0,P877442,,,STRAY,WEB,,WEB,3/16/2019 0:00,11:05:00,3/16/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454497,,,,,,67,FY2017,NEXT_FY,,,,
A1062127,DOG,PIT BULL,LOST,IMPOUNDED,,,0,P877444,,,STRAY,WEB,,WEB,3/16/2019 0:00,11:05:00,3/16/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454499,,,,,,67,FY2017,NEXT_FY,,,,
A1062134,DOG,GERM SH POINT,LOST,IMPOUNDED,,,0,P877451,,,STRAY,WEB,,WEB,3/17/2019 0:00,11:05:00,3/17/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454506,,,,,,66,FY2017,NEXT_FY,,,,
A1062144,DOG,SIBERIAN HUSKY,FOUND,IMPOUNDED,,,0,P877461,,,STRAY,WEB,,WEB,3/17/2019 0:00,11:05:00,3/18/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454516,,,,,,66,FY2017,NEXT_FY,,,,
A1065450,DOG,LABRADOR RETR,LOST,IMPOUNDED,,,0,P881388,,,STRAY,WEB,,WEB,3/17/2019 0:00,13:47:00,3/27/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-458432,,,,,,66,FY2017,NEXT_FY,,,,
A1062133,DOG,AUST SHEPHERD,LOST,IMPOUNDED,,,0,P877450,,,STRAY,WEB,,WEB,3/17/2019 0:00,11:05:00,3/17/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454505,,,,,,66,FY2017,NEXT_FY,,,,
A1062151,DOG,GERM SHEPHERD,FOUND,IMPOUNDED,,,0,P877468,,,STRAY,WEB,,WEB,3/17/2019 0:00,11:05:00,3/19/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454523,,,,,,66,FY2017,NEXT_FY,,,,
A1062157,DOG,AM PIT BULL TER,FOUND,IMPOUNDED,,,0,P877474,,,STRAY,WEB,,WEB,3/17/2019 0:00,11:05:00,3/20/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454529,,,,,,66,FY2017,NEXT_FY,,,,
A1062142,DOG,GERM SHEPHERD,LOST,IMPOUNDED,,,0,P877459,,,STRAY,WEB,,WEB,3/17/2019 0:00,11:05:00,3/18/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454514,,,,,,66,FY2017,NEXT_FY,,,,
A1062153,DOG,GERM SHEPHERD,LOST,IMPOUNDED,,,0,P877470,,,STRAY,WEB,,WEB,3/17/2019 0:00,11:05:00,3/19/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454525,,,,,,66,FY2017,NEXT_FY,,,,
A1062160,DOG,PEKINGESE,LOST,IMPOUNDED,,,0,P877477,,,STRAY,WEB,,WEB,3/17/2019 0:00,11:05:00,3/21/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454532,,,,,,66,FY2017,NEXT_FY,,,,
A1062141,DOG,POMERANIAN,LOST,IMPOUNDED,,,0,P877458,,,STRAY,WEB,,WEB,3/17/2019 0:00,11:05:00,3/18/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454513,,,,,,66,FY2017,NEXT_FY,,,,
A1062155,DOG,POODLE MIN,LOST,IMPOUNDED,,,0,P877472,,,STRAY,WEB,,WEB,3/17/2019 0:00,11:05:00,3/19/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454527,,,,,,66,FY2017,NEXT_FY,,,,
A1062148,DOG,CAIRN TERRIER,LOST,IMPOUNDED,,,0,P877465,,,STRAY,WEB,,WEB,3/18/2019 0:00,11:05:00,3/19/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454520,,,,,,65,FY2017,NEXT_FY,,,,
A1062161,DOG,CHIHUAHUA SH,LOST,IMPOUNDED,,,0,P877478,,,STRAY,WEB,,WEB,3/18/2019 0:00,11:05:00,3/21/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454533,,,,,,65,FY2017,NEXT_FY,,,,
A1062146,DOG,SHIH TZU,LOST,IMPOUNDED,,,0,P877463,,,STRAY,WEB,,WEB,3/18/2019 0:00,11:05:00,3/19/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454518,,,,,,65,FY2017,NEXT_FY,,,,
A1062156,DOG,ALASKAN HUSKY,LOST,IMPOUNDED,,,0,P877473,,,STRAY,WEB,,WEB,3/18/2019 0:00,11:05:00,3/19/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454528,,,,,,65,FY2017,NEXT_FY,,,,
A1061514,DOG,PIT BULL,PAWS 06,AVAILABLE,,A19-161065,1,P0876647,5500,4,STRAY,AT LARGE,OTHRINTAKS,JC1574,3/19/2019 0:00,21:34:00,3/23/2019 0:00,TREATABLE MANAGEABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-453807,,,SCAN NO CHIP,FIELD,FREE ADOPTION,64,FY2017,NEXT_FY,,,,
A1062150,DOG,SHIH TZU,FOUND,IMPOUNDED,,,0,P877467,,,STRAY,WEB,,WEB,3/19/2019 0:00,11:05:00,3/19/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454522,,,,,,64,FY2017,NEXT_FY,,,,
A1062162,DOG,GREAT DANE,LOST,IMPOUNDED,,,0,P877479,,,STRAY,WEB,,WEB,3/20/2019 0:00,11:05:00,3/21/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454534,,,,,,63,FY2017,NEXT_FY,,,,
A1065456,DOG,YORKSHIRE TERR,LOST,IMPOUNDED,,,0,P881394,,,STRAY,WEB,,WEB,3/20/2019 0:00,13:47:00,3/28/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-458438,,,,,,63,FY2017,NEXT_FY,,,,
A1061575,DOG,PIT BULL,PAWS 10,AVAILABLE,,,1,P0861759,800,2,STRAY,AT LARGE,OTHRINTAKS,AH,3/20/2019 0:00,13:50:00,3/24/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-453878,,,SCAN NO CHIP,OVER THE COUNTER,FREE ADOPTION,63,FY2017,NEXT_FY,,,,
A1061712,DOG,LABRADOR RETR,PSDOG 18,AVAILABLE,,A19-161421,1,P9991763,4201,1,STRAY,AT LARGE,,DL1763STR,3/21/2019 0:00,17:13:00,3/25/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-454036,,,SCAN NO CHIP,FIELD,,62,FY2017,NEXT_FY,,,,
A1062165,DOG,SHIBA INU,LOST,IMPOUNDED,,,0,P877482,,,STRAY,WEB,,WEB,3/21/2019 0:00,11:05:00,3/21/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454537,,,,,,62,FY2017,NEXT_FY,,,,
A1062166,DOG,GOLDEN RETR,FOUND,IMPOUNDED,,,0,P877483,,,STRAY,WEB,,WEB,3/21/2019 0:00,11:05:00,3/21/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454538,,,,,,62,FY2017,NEXT_FY,,,,
A1062163,DOG,GOLDEN RETR,LOST,IMPOUNDED,,,0,P877480,,,STRAY,WEB,,WEB,3/21/2019 0:00,11:05:00,3/21/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454535,,,,,,62,FY2017,NEXT_FY,,,,
A1062164,DOG,CHIHUAHUA LH,FOUND,IMPOUNDED,,,0,P877481,,,STRAY,WEB,,WEB,3/21/2019 0:00,11:05:00,3/21/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454536,,,,,,62,FY2017,NEXT_FY,,,,
A1062170,DOG,CHIHUAHUA SH,LOST,IMPOUNDED,,,0,P877487,,,STRAY,WEB,,WEB,3/22/2019 0:00,11:05:00,3/23/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454542,,,,,,61,FY2017,NEXT_FY,,,,
A1062169,DOG,CHIHUAHUA SH,FOUND,IMPOUNDED,,,0,P877486,,,STRAY,WEB,,WEB,3/22/2019 0:00,11:05:00,3/22/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454541,,,,,,61,FY2017,NEXT_FY,,,,
A1065422,DOG,CHIHUAHUA SH,FOUND,IMPOUNDED,,,0,P881360,,,STRAY,WEB,,WEB,3/22/2019 0:00,13:47:00,3/22/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-458404,,,,,,61,FY2017,NEXT_FY,,,,
A1062168,DOG,CHIHUAHUA SH,LOST,IMPOUNDED,,,0,P877485,,,STRAY,WEB,,WEB,3/22/2019 0:00,11:05:00,3/22/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454540,,,,,,61,FY2017,NEXT_FY,,,,
A1065442,DOG,CHIHUAHUA SH,LOST,IMPOUNDED,,,0,P881380,,,STRAY,WEB,,WEB,3/23/2019 0:00,13:47:00,3/26/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-458424,,,,,,60,FY2017,NEXT_FY,,,,
A1065559,DOG,CHIHUAHUA SH,LOST,IMPOUNDED,,,0,P881497,,,STRAY,WEB,,WEB,3/23/2019 0:00,13:47:00,4/15/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-458541,,,,,,60,FY2017,NEXT_FY,,,,
A1065446,DOG,CHIHUAHUA LH,LOST,IMPOUNDED,,,0,P881384,,,STRAY,WEB,,WEB,3/23/2019 0:00,13:47:00,3/26/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-458428,,,,,,60,FY2017,NEXT_FY,,,,
A1065428,DOG,YORKSHIRE TERR,LOST,IMPOUNDED,,,0,P881366,,,STRAY,WEB,,WEB,3/24/2019 0:00,13:47:00,3/24/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-458410,,,,,,59,FY2017,NEXT_FY,,,,
A1065436,DOG,SCHNAUZER STAND,FOUND,IMPOUNDED,,,0,P881374,,,STRAY,WEB,,WEB,3/24/2019 0:00,13:47:00,3/25/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-458418,,,,,,59,FY2017,NEXT_FY,,,,
A1065438,DOG,AM PIT BULL TER,LOST,IMPOUNDED,,,0,P881376,,,STRAY,WEB,,WEB,3/24/2019 0:00,13:47:00,3/25/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-458420,,,,,,59,FY2017,NEXT_FY,,,,
A1062176,DOG,SHIH TZU,LOST,IMPOUNDED,,,0,P877493,,,STRAY,WEB,,WEB,3/24/2019 0:00,11:05:00,3/24/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454548,,,,,,59,FY2017,NEXT_FY,,,,
A1062175,DOG,YORKSHIRE TERR,LOST,IMPOUNDED,,,0,P877492,,,STRAY,WEB,,WEB,3/24/2019 0:00,11:05:00,3/24/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454547,,,,,,59,FY2017,NEXT_FY,,,,
A1062183,DOG,SCHNAUZER STAND,FOUND,IMPOUNDED,,,0,P877500,,,STRAY,WEB,,WEB,3/24/2019 0:00,11:05:00,3/25/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454555,,,,,,59,FY2017,NEXT_FY,,,,
A1065440,DOG,GERM SHEPHERD,LOST,IMPOUNDED,,,0,P881378,,,STRAY,WEB,,WEB,3/24/2019 0:00,13:47:00,3/25/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-458422,,,,,,59,FY2017,NEXT_FY,,,,
A1065448,DOG,SIBERIAN HUSKY,LOST,IMPOUNDED,,,0,P881386,,,STRAY,WEB,,WEB,3/25/2019 0:00,13:47:00,3/26/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-458430,,,,,,58,FY2017,NEXT_FY,,,,
A1065452,DOG,POODLE TOY,LOST,IMPOUNDED,,,0,P881390,,,STRAY,WEB,,WEB,3/27/2019 0:00,13:47:00,3/27/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-458434,,,,,,56,FY2017,NEXT_FY,,,,
A1065454,DOG,LABRADOR RETR,LOST,IMPOUNDED,,,0,P881392,,,STRAY,WEB,,WEB,3/27/2019 0:00,13:47:00,3/27/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-458436,,,,,,56,FY2017,NEXT_FY,,,,
A1065486,DOG,DACHSHUND,LOST,IMPOUNDED,,,0,P881424,,,STRAY,WEB,,WEB,3/28/2019 0:00,13:47:00,4/2/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-458468,,,,,,55,FY2017,NEXT_FY,,,,
A1065464,DOG,CAIRN TERRIER,LOST,IMPOUNDED,,,0,P881402,,,STRAY,WEB,,WEB,3/28/2019 0:00,13:47:00,3/29/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-458446,,,,,,55,FY2017,NEXT_FY,,,,
A1065468,DOG,AM PIT BULL TER,LOST,IMPOUNDED,,,0,P881406,,,STRAY,WEB,,WEB,3/29/2019 0:00,13:47:00,3/30/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-458450,,,,,,54,FY2017,NEXT_FY,,,,
A1065470,DOG,POMERANIAN,LOST,IMPOUNDED,,,0,P881408,,,STRAY,WEB,,WEB,3/29/2019 0:00,13:47:00,3/31/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-458452,,,,,,54,FY2017,NEXT_FY,,,,
A1062693,DOG,ANATOL SHEPHERD,PAWS 02,AVAILABLE,,A19-163399,1,P9991754,5700,4,STRAY,CONFINED,OTHRINTAKS,AT1754,3/30/2019 0:00,12:54:00,4/3/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-455212,,,SCAN NO CHIP,FIELD,FREE ADOPTION,53,FY2017,NEXT_FY,,,,
A1065474,DOG,PIT BULL,FOUND,IMPOUNDED,,,0,P881412,,,STRAY,WEB,,WEB,3/30/2019 0:00,13:47:00,3/31/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-458456,,,,,,53,FY2017,NEXT_FY,,,,
A1065472,DOG,PARSON RUSS TER,FOUND,IMPOUNDED,,,0,P881410,,,STRAY,WEB,,WEB,3/30/2019 0:00,13:47:00,3/31/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-458454,,,,,,53,FY2017,NEXT_FY,,,,
A1065512,DOG,PARSON RUSS TER,FOUND,IMPOUNDED,,,0,P881450,,,STRAY,WEB,,WEB,3/30/2019 0:00,13:47:00,4/5/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-458494,,,,,,53,FY2017,NEXT_FY,,,,
A1065482,DOG,LABRADOR RETR,LOST,IMPOUNDED,,,0,P881420,,,STRAY,WEB,,WEB,3/30/2019 0:00,13:47:00,4/1/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-458464,,,,,,53,FY2017,NEXT_FY,,,,
A1065490,DOG,SHIH TZU,FOUND,IMPOUNDED,,,0,P881428,,,STRAY,WEB,,WEB,3/30/2019 0:00,13:47:00,4/3/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-458472,,,,,,53,FY2017,NEXT_FY,,,,
A1065476,DOG,BOXER,FOUND,IMPOUNDED,,,0,P881414,,,STRAY,WEB,,WEB,3/31/2019 0:00,13:47:00,4/1/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-458458,,,,,,52,FY2017,NEXT_FY,,,,
A1065478,DOG,PIT BULL,LOST,IMPOUNDED,,,0,P881416,,,STRAY,WEB,,WEB,4/1/2019 0:00,13:47:00,4/1/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-458460,,,,,,51,FY2017,NEXT_FY,,,,
A1065502,DOG,GERM SHEPHERD,FOUND,IMPOUNDED,,,0,P881440,,,STRAY,WEB,,WEB,4/1/2019 0:00,13:47:00,4/4/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-458484,,,,,,51,FY2017,NEXT_FY,,,,
A1062880,DOG,PIT BULL,PAWS 23,AVAILABLE,,,1,P0878414,8705,8,STRAY,AT LARGE,,CR,4/1/2019 0:00,17:33:00,4/5/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-455436,,,SCAN NO CHIP,OVER THE COUNTER,FREE ADOPTION,51,FY2017,NEXT_FY,,,,
A1065492,DOG,SCHNAUZER MIN,LOST,IMPOUNDED,,,0,P881430,,,STRAY,WEB,,WEB,4/2/2019 0:00,13:47:00,4/3/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-458474,,,,,,50,FY2017,NEXT_FY,,,,
A1065494,DOG,CHIHUAHUA SH,LOST,IMPOUNDED,,,0,P881432,,,STRAY,WEB,,WEB,4/2/2019 0:00,13:47:00,4/3/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-458476,,,,,,50,FY2017,NEXT_FY,,,,
